Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score
COMPUTATIONAL LINGUISTICS,"1,467",2.212,0.002130
INTERNATIONAL JOURNAL OF INFECTIOUS DISEASES,"1,237",2.167,0.005050
Lipids in Health and Disease,424,2.141,0.001960
Journal of NeuroEngineering and Rehabilitation,465,2.115,0.002570
BMC Neurology,566,2.109,0.003260
MEMORIAS DO INSTITUTO OSWALDO CRUZ,"4,980",2.097,0.008470
Reproductive Biology and Endocrinology,"1,487",2.077,0.006090
Evidence-based Complementary and Alternative Medicine,815,2.064,0.002660
Parasites & Vectors,90,2.053,0.000650
JOURNAL OF RADIATION RESEARCH,"1,032",2.034,0.003140
DISEASE MARKERS,790,2.026,0.002920
Trials,307,2.020,0.002510
MEDIATORS OF INFLAMMATION,"1,033",2.019,0.003200
JOURNAL OF BIOMEDICAL SCIENCE,"1,513",2.007,0.005480
JOURNAL OF ARTIFICIAL INTELLIGENCE RESEARCH,"2,238",1.981,0.005050
Acta Orthopaedica,"6,086",1.909,0.009730
BMC Medical Informatics and Decision Making,604,1.895,0.003570
Evolutionary Bioinformatics,"1,097",1.889,0.008310
BMC GASTROENTEROLOGY,645,1.886,0.002730
JOURNAL OF REHABILITATION MEDICINE,"1,960",1.882,0.007780
BMC MUSCULOSKELETAL DISORDERS,"1,354",1.880,0.008670
BMC Psychiatry,870,1.832,0.004940
Algorithms for Molecular Biology,120,1.821,0.001100
SENSORS,"2,146",1.821,0.008210
MOLECULES,"2,134",1.738,0.006240
ECOLOGY AND SOCIETY,"1,170",1.735,0.007580
BMC Family Practice,616,1.709,0.003650
ASIAN JOURNAL OF ANDROLOGY,"1,051",1.688,0.003570
SWISS MEDICAL WEEKLY,"1,322",1.681,0.005160
BMC HEALTH SERVICES RESEARCH,"1,823",1.660,0.011550
ANNALES GEOPHYSICAE,"5,081",1.648,0.023160
JOURNAL OF EPIDEMIOLOGY,948,1.643,0.002750
Biomedical Engineering Online,474,1.639,0.002390
PHYSICAL REVIEW SPECIAL TOPICS-ACCELERATORS AND BEAMS,"1,277",1.630,0.007360
JOURNAL OF PHARMACY AND PHARMACEUTICAL SCIENCES,904,1.619,0.002720
Clinics,589,1.596,0.002270
Geospatial Health,107,1.583,0.000480
DISCRETE DYNAMICS IN NATURE AND SOCIETY,294,1.577,0.001460
Frontiers in Human Neuroscience,55,1.548,0.000420
ANNALS OF AGRICULTURAL AND ENVIRONMENTAL MEDICINE,805,1.538,0.002080
INDIAN JOURNAL OF MEDICAL RESEARCH,"2,812",1.516,0.006630
INTEGRATIVE CANCER THERAPIES,436,1.508,0.001590
INTERNATIONAL JOURNAL OF PHOTOENERGY,408,1.494,0.001670
ACTA PALAEONTOLOGICA POLONICA,932,1.491,0.003010
Judgment and Decision Making,275,1.468,0.001320
JOURNAL OF THE BRAZILIAN CHEMICAL SOCIETY,"2,778",1.458,0.007190
Express Polymer Letters,301,1.452,0.001470
BioResources,227,1.406,0.000850
GENETICS SELECTION EVOLUTION,"1,299",1.402,0.002280
Oxidative Medicine and Cellular Longevity,33,1.400,0.000020
REVISTA BRASILEIRA DE PSIQUIATRIA,658,1.391,0.001870
REVISTA BRASILEIRA DE PSIQUIATRIA,658,1.391,0.001870
Journal of Postgraduate Medicine,906,1.389,0.001790
INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,748,1.387,0.002110
CANADIAN JOURNAL OF GASTROENTEROLOGY,"1,225",1.376,0.003920
CROATIAN MEDICAL JOURNAL,952,1.373,0.003040
Journal of Hematology & Oncology,51,1.360,0.000250
NATURAL HAZARDS AND EARTH SYSTEM SCIENCES,"1,127",1.357,0.005440
Beilstein Journal of Organic Chemistry,211,1.350,0.000940
REVISTA MEXICANA DE CIENCIAS GEOLOGICAS,437,1.349,0.001010
SAMJ SOUTH AFRICAN MEDICAL JOURNAL,"2,394",1.325,0.004410
Arquivos Brasileiros de Cardiologia,"1,543",1.316,0.002200
Chemistry Central Journal,80,1.310,0.000470
Demographic Research,535,1.307,0.002940
Diagnostic Pathology,236,1.299,0.001150
JOURNAL OF EXPERIMENTAL & CLINICAL CANCER RESEARCH,"1,089",1.274,0.002950
Substance Abuse Treatment Prevention and Policy,110,1.246,0.000530
FISHERY BULLETIN,"3,127",1.245,0.003760
Physical Review Special Topics-Physics Education Research,103,1.237,0.000630
Physical Review Special Topics-Physics Education Research,103,1.237,0.000630
JASSS-THE JOURNAL OF ARTIFICIAL SOCIETIES AND SOCIAL SIMULATION,636,1.234,0.000920
GEOLOGICA ACTA,319,1.226,0.001770
AFRICAN INVERTEBRATES,118,1.216,0.000790
Planta Daninha,837,1.204,0.000590
SCIENTIA MARINA,"1,907",1.174,0.004670
Gaceta Sanitaria,754,1.172,0.001510
Gaceta Sanitaria,754,1.172,0.001510
Journal of Applied Clinical Medical Physics,426,1.168,0.001740
NONLINEAR PROCESSES IN GEOPHYSICS,955,1.152,0.006410
FOLIA NEUROPATHOLOGICA,374,1.143,0.000990
ZooKeys,62,1.133,0.000090
FOLIA HISTOCHEMICA ET CYTOBIOLOGICA,503,1.081,0.001740
BRAZILIAN JOURNAL OF MEDICAL AND BIOLOGICAL RESEARCH,"3,680",1.075,0.007770
ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS,"1,119",1.074,0.002450
FLORIDA ENTOMOLOGIST,"1,785",1.069,0.003110
JOURNAL OF INSECT SCIENCE,612,1.069,0.002590
Boundary Value Problems,470,1.068,0.001230
EDUCATIONAL TECHNOLOGY & SOCIETY,667,1.067,0.001460
International Journal of Circumpolar Health,480,1.048,0.001690
International Journal of Circumpolar Health,480,1.048,0.001690
Electronic Research Announcements in Mathematical Sciences,140,1.036,0.001880
Logical Methods in Computer Science,161,1.036,0.001640
Journal of Nanomaterials,203,1.023,0.001320
CZECH JOURNAL OF ANIMAL SCIENCE,468,1.008,0.001020
REVISTA DE SAUDE PUBLICA,"2,515",1.006,0.003900
ACTA VETERINARIA SCANDINAVICA,"1,273",1.000,0.001310
Canadian Respiratory Journal,534,1.000,0.002120
Journal of Hydrology and Hydromechanics,119,1.000,0.000120
REVISTA ESPANOLA DE ENFERMEDADES DIGESTIVAS,713,0.994,0.001480
Neotropical Ichthyology,337,0.985,0.001250
FOOD TECHNOLOGY AND BIOTECHNOLOGY,749,0.976,0.002140
Indian Journal of Dermatology Venereology & Leprology,670,0.976,0.001900
Comparative Cytogenetics,39,0.973,0.000130
Mobile Information Systems,43,0.972,0.000190
Proceedings of the Estonian Academy of Sciences,380,0.964,0.000880
GEOLOGICA CARPATHICA,553,0.963,0.001000
CHINESE MEDICAL JOURNAL,"3,407",0.952,0.008720
HELMINTHOLOGIA,348,0.951,0.000710
ANGLE ORTHODONTIST,"3,178",0.937,0.006560
Ocean Science,180,0.937,0.001760
JOURNAL OF LIMNOLOGY,404,0.932,0.000860
AGRICULTURAL AND FOOD SCIENCE,266,0.925,0.000770
WATER SA,"1,213",0.911,0.001980
PSICOTHEMA,886,0.910,0.001590
INTERNATIONAL JOURNAL OF SPELEOLOGY,139,0.900,0.000230
Advances in Difference Equations,161,0.892,0.000910
JOURNAL OF THE MEDICAL LIBRARY ASSOCIATION,516,0.889,0.002470
Journal of Veterinary Science,542,0.887,0.002060
EURASIP Journal on Advances in Signal Processing,"1,776",0.885,0.011540
HEREDITAS,"1,837",0.873,0.001380
SALUD PUBLICA DE MEXICO,909,0.872,0.001780
PLANT PRODUCTION SCIENCE,508,0.868,0.001570
BEHAVIOURAL NEUROLOGY,487,0.867,0.001090
QUIMICA NOVA,"2,342",0.859,0.004230
COLLEGE & RESEARCH LIBRARIES,556,0.855,0.001230
ACTA CHIMICA SLOVENICA,752,0.841,0.002470
Cadernos de Saude Publica,"3,071",0.829,0.004950
Cadernos de Saude Publica,"3,071",0.829,0.004950
JOURNAL OF THE SERBIAN CHEMICAL SOCIETY,876,0.820,0.002510
Journal of Sports Science and Medicine,382,0.815,0.001290
CROATICA CHEMICA ACTA,"1,071",0.805,0.002220
Journal of the European Optical Society-Rapid Publications,91,0.797,0.000700
JOURNAL OF INEQUALITIES AND APPLICATIONS,481,0.792,0.003850
Records of Natural Products,21,0.792,0.000060
Symmetry Integrability and Geometry-Methods and Applications,302,0.789,0.002870
CURRENT SCIENCE,"6,499",0.782,0.015660
SCIENTIA AGRICOLA,982,0.782,0.002170
Botanical Studies,149,0.781,0.000470
GRASAS Y ACEITES,544,0.760,0.000650
Canadian Journal of Infectious Diseases & Medical Microbiology,289,0.755,0.000950
OIL & GAS SCIENCE AND TECHNOLOGY-REVUE DE L INSTITUT FRANCAIS DU PETROLE,589,0.754,0.002290
BIOLOGICAL PROCEDURES ONLINE,164,0.750,0.000770
Estonian Journal of Earth Sciences,44,0.750,0.000180
Revista Espanola de Salud Publica,383,0.747,0.000640
Sao Paulo Medical Journal,488,0.746,0.001210
Plant Pathology Journal,224,0.744,0.000790
Journal of Cardiothoracic Surgery,117,0.737,0.000730
Revista da Sociedade Brasileira de Medicina Tropical,"1,652",0.736,0.002850
UPSALA JOURNAL OF MEDICAL SCIENCES,259,0.733,0.000590
EURASIP Journal on Wireless Communications and Networking,515,0.732,0.004450
MATERIALES DE CONSTRUCCION,178,0.730,0.000650
Acta Reumatologica Portuguesa,116,0.726,0.000300
REVISTA CHILENA DE HISTORIA NATURAL,940,0.723,0.001450
PHYSICS OF THE SOLID STATE,"4,967",0.721,0.008120
Agricultural Economics-Zemedelska Ekonomika,168,0.716,0.000140
Agricultural Economics-Zemedelska Ekonomika,168,0.716,0.000140
Mljekarstvo,115,0.711,0.000030
PLANT SOIL AND ENVIRONMENT,351,0.697,0.001010
PESQUISA AGROPECUARIA BRASILEIRA,"2,580",0.681,0.003480
BRAZILIAN JOURNAL OF OCEANOGRAPHY,97,0.677,0.000360
Lexikos,125,0.667,0.000380
LOW TEMPERATURE PHYSICS,"1,150",0.662,0.003590
CIENCIAS MARINAS,449,0.655,0.001060
GEOLOGICA BELGICA,112,0.655,0.000420
CERAMICS-SILIKATY,192,0.649,0.000690
VETERINARNI MEDICINA,509,0.644,0.001230
TERRESTRIAL ATMOSPHERIC AND OCEANIC SCIENCES,640,0.643,0.002140
Bulletin of the Polish Academy of Sciences-Technical Sciences,219,0.626,0.000870
BRAZILIAN JOURNAL OF MICROBIOLOGY,811,0.622,0.001850
EURE-REVISTA LATINOAMERICANA DE ESTUDIOS URBANO REGIONALES,127,0.615,0.000220
Revista Latino-Americana de Enfermagem,796,0.608,0.000740
Revista Latino-Americana de Enfermagem,796,0.608,0.000740
KAOHSIUNG JOURNAL OF MEDICAL SCIENCES,477,0.607,0.001200
ELECTRONIC JOURNAL OF COMBINATORICS,877,0.605,0.010890
CZECH JOURNAL OF FOOD SCIENCES,249,0.602,0.000480
HORTICULTURAL SCIENCE,120,0.600,0.000160
Revista de Psicologia del Deporte,121,0.600,0.000080
ARCHIV FUR TIERZUCHT-ARCHIVES OF ANIMAL BREEDING,579,0.595,0.000840
Revista da Associacao Medica Brasileira,491,0.589,0.000740
GENETICS AND MOLECULAR BIOLOGY,999,0.583,0.002780
Journal of Biological Research-Thessaloniki,70,0.583,0.000320
MOUNTAIN RESEARCH AND DEVELOPMENT,618,0.575,0.001230
Biomedica,305,0.573,0.000890
BRAZILIAN JOURNAL OF CHEMICAL ENGINEERING,506,0.571,0.001720
Journal of Exercise Science & Fitness,23,0.571,0.000100
REVISTA BRASILEIRA DE ZOOTECNIA-BRAZILIAN JOURNAL OF ANIMAL SCIENCE,"2,412",0.557,0.002590
MATHEMATICAL PROBLEMS IN ENGINEERING,345,0.553,0.001220
Brazilian Journal of Infectious Diseases,627,0.550,0.001980
ARQUIVOS DE NEURO-PSIQUIATRIA,"1,609",0.549,0.003000
ANNALS OF GEOPHYSICS,575,0.548,0.003440
Journal of Mining and Metallurgy Section B-Metallurgy,30,0.548,0.000030
ANNALES ACADEMIAE SCIENTIARUM FENNICAE-MATHEMATICA,666,0.539,0.002620
NEFROLOGIA,560,0.533,0.000890
JOURNAL OF APPLIED BOTANY AND FOOD QUALITY-ANGEWANDTE BOTANIK,82,0.523,0.000490
ACTA ZOOLOGICA ACADEMIAE SCIENTIARUM HUNGARICAE,263,0.514,0.000480
HYSTRIX-Italian Journal of Mammalogy,204,0.513,0.000240
SAUDI MEDICAL JOURNAL,"1,494",0.510,0.003870
Advances in Electrical and Computer Engineering,47,0.509,0.000000
SOUTH AFRICAN JOURNAL OF SCIENCE,"1,650",0.506,0.003080
CALIFORNIA AGRICULTURE,426,0.500,0.000640
REVISTA BRASILEIRA DE CIENCIA DO SOLO,818,0.491,0.001490
INFORMATION RESEARCH-AN INTERNATIONAL ELECTRONIC JOURNAL,501,0.490,0.001580
Crop Breeding and Applied Biotechnology,178,0.487,0.000290
SCIENCE OF SINTERING,150,0.486,0.000390
Acta Cirurgica Brasileira,407,0.479,0.001170
JOURNAL OF VENOMOUS ANIMALS AND TOXINS INCLUDING TROPICAL DISEASES,220,0.479,0.000390
Condensed Matter Physics,233,0.475,0.001080
Electronic Journal of Qualitative Theory of Differential Equations,97,0.471,0.000490
Hong Kong Journal of Occupational Therapy,13,0.462,0.000060
REVISTA BRASILEIRA DE PARASITOLOGIA VETERINARIA,305,0.461,0.000590
SOUTHERN AFRICAN JOURNAL OF HIV MEDICINE,27,0.457,0.000170
CIENCIA E AGROTECNOLOGIA,785,0.448,0.001110
BRAZILIAN ARCHIVES OF BIOLOGY AND TECHNOLOGY,968,0.447,0.002270
MODELING IDENTIFICATION AND CONTROL,110,0.435,0.000300
ONDERSTEPOORT JOURNAL OF VETERINARY RESEARCH,808,0.432,0.000530
POLITICA Y GOBIERNO,49,0.429,0.000170
SOUTH AFRICAN JOURNAL OF CHEMISTRY-SUID-AFRIKAANSE TYDSKRIF VIR CHEMIE,149,0.429,0.000240
Trabajos de Prehistoria,124,0.425,0.000120
DISCRETE MATHEMATICS AND THEORETICAL COMPUTER SCIENCE,164,0.414,0.001880
South African Journal of Psychiatry,21,0.409,0.000060
South African Journal of Psychiatry,21,0.409,0.000060
SPANISH JOURNAL OF AGRICULTURAL RESEARCH,150,0.407,0.000840
Thermal Science,94,0.407,0.000460
Chilean Journal of Agricultural Research,18,0.405,0.000060
ACTA VETERINARIA BRNO,450,0.403,0.000920
Psicologica,107,0.400,0.000300
CHEMICAL AND BIOCHEMICAL ENGINEERING QUARTERLY,303,0.387,0.000770
ITALIAN JOURNAL OF FOOD SCIENCE,399,0.386,0.000610
Journal of Applied Oral Science,201,0.386,0.000660
Revista da Escola de Enfermagem da USP,346,0.386,0.000160
Revista da Escola de Enfermagem da USP,346,0.386,0.000160
Revista Mexicana de Biodiversidad,79,0.375,0.000420
International Journal of Computers Communications & Control,95,0.373,0.000110
Journal of Human Kinetics,28,0.362,0.000070
ADANSONIA,241,0.359,0.000410
IHERINGIA SERIE ZOOLOGIA,156,0.350,0.000560
ARQUIVO BRASILEIRO DE MEDICINA VETERINARIA E ZOOTECNIA,785,0.349,0.001350
TROPICAL JOURNAL OF PHARMACEUTICAL RESEARCH,74,0.338,0.000240
Polimeros-Ciencia e Tecnologia,181,0.333,0.000360
MEDICINA-BUENOS AIRES,492,0.330,0.000620
REVISTA DE BIOLOGIA TROPICAL,"1,190",0.329,0.001380
Salud Colectiva,20,0.324,0.000080
SOUTH AFRICAN JOURNAL OF ENOLOGY AND VITICULTURE,187,0.314,0.000270
Horticultura Brasileira,733,0.312,0.000800
International Journal of Computational Intelligence Systems,10,0.312,0.000080
Radioengineering,99,0.312,0.000270
Revista de Nutricao-Brazilian Journal of Nutrition,361,0.309,0.000440
South African Journal of Education,111,0.308,0.000140
PSYCHOLOGICA BELGICA,163,0.304,0.000370
Chinese Journal of Aeronautics,123,0.294,0.000330
Revista Iberoamericana de Automatica e Informatica Industrial,25,0.291,0.000120
Hereditary Cancer in Clinical Practice,26,0.276,0.000140
Brazilian Journal of Poultry Science,112,0.275,0.000400
Bangladesh Journal of Plant Taxonomy,39,0.270,0.000060
ACTA SCIENTIARUM-TECHNOLOGY,33,0.267,0.000030
Cerne,137,0.266,0.000230
Revista Brasileira de Fruticultura,783,0.265,0.000630
REVISTA DE METALURGIA,124,0.261,0.000260
Bosnian Journal of Basic Medical Sciences,66,0.250,0.000190
Scientific Programming,203,0.250,0.000630
Anales de Psicologia,144,0.244,0.000080
Anales de Psicologia,144,0.244,0.000080
Archives of Biological Sciences,114,0.238,0.000230
Knowledge and Management of Aquatic Ecosystems,4,0.235,0.000020
JOURNAL OF THE SOUTH AFRICAN VETERINARY ASSOCIATION-TYDSKRIF VAN DIE SUID-AFRIKAANSE VETERINERE VERENIGING,506,0.224,0.000350
Maejo International Journal of Science and Technology,16,0.222,0.000050
ZEITSCHRIFT FUR KRISTALLOGRAPHIE-NEW CRYSTAL STRUCTURES,705,0.221,0.001650
Afrika Spectrum,36,0.217,0.000180
JOURNAL OF THE SOUTH AFRICAN INSTITUTE OF MINING AND METALLURGY,220,0.216,0.000730
Pakistan Journal of Medical Sciences,198,0.203,0.000400
Acta Clinica Croatica,108,0.188,0.000140
Latin American Journal of Solids and Structures,29,0.188,0.000290
Zbornik Radova Ekonomskog Fakulteta u Rijeci-Proceedings of Rijeka Faculty of Economics,7,0.185,0.000020
Journal of Theoretical and Applied Mechanics,99,0.178,0.000380
Revija za Socijalnu Politiku,19,0.170,0.000070
Informes de la Construccion,42,0.169,0.000090
Semina-Ciencias Agrarias,104,0.163,0.000280
China Foundry,16,0.159,0.000090
Revista Internacional de Sociologia,33,0.154,0.000040
Psicologia-Reflexao e Critica,144,0.150,0.000100
Postepy w Kardiologii Interwencyjnej,18,0.149,0.000020
Materiali in Tehnologije,38,0.143,0.000110
Kafkas Universitesi Veteriner Fakultesi Dergisi,72,0.141,0.000070
Italian Journal of Animal Science,258,0.139,0.001030
IRISH VETERINARY JOURNAL,200,0.132,0.000360
CIENCIA FLORESTAL,121,0.128,0.000220
DADOS-REVISTA DE CIENCIAS SOCIAIS,102,0.125,0.000280
Journal of Dental Sciences,16,0.107,0.000070
Soldagem & Inspecao,26,0.104,0.000070
Acta Montanistica Slovaca,69,0.097,0.000090
GEOLOGICAL SURVEY OF DENMARK AND GREENLAND BULLETIN,17,0.095,0.000140
SHOCK AND VIBRATION,240,0.095,0.000930
Psihologija,25,0.082,0.000000
Revista Brasileira de Politica Internacional,17,0.081,0.000020
Earth Sciences Research Journal,9,0.080,0.000050
Balkan Journal of Medical Genetics,10,0.075,0.000020
Clinical and Experimental Otorhinolaryngology,8,0.075,0.000010
Convergencia-Revista de Ciencias Sociales,11,0.074,0.000100
REVISTA DE LA FACULTAD DE CIENCIAS AGRARIAS,16,0.062,0.000040
Papeles de Poblacion,38,0.061,0.000070
Revista MVZ Cordoba,30,0.055,0.000030
Boletin de la Asociacion de Geografos Espanoles,49,0.052,0.000170
BIOLOGY OF SPORT,104,0.051,0.000070
Postepy Dermatologii i Alergologii,16,0.051,0.000010
Revista de Economia Mundial,15,0.032,0.000050
Historia Critica,12,0.029,0.000010
Comunicar,28,0.022,0.000010
Tempo Social,30,0.022,0.000070
Acta Bioethica,16,0.021,0.000010
Acta Bioethica,16,0.021,0.000010
Revue de Geographie Alpine-Journal of Alpine Research,36,0.000,0.000060
Andean Geology,9,Not Available,0.000000
CyTA-Journal of Food,1,Not Available,0.000000
EMBO Molecular Medicine,32,Not Available,0.000000
Zoologia,7,Not Available,0.000000
