Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score
ARCHAEA-AN INTERNATIONAL MICROBIOLOGICAL JOURNAL,326,2.027,0.001120
INTEGRATIVE CANCER THERAPIES,934,2.014,0.001840
BMC Geriatrics,"1,267",2.000,0.004760
BMC Geriatrics,"1,267",2.000,0.004760
Behavioral and Brain Functions,"1,236",2.000,0.003820
International Journal of Environmental Research and Public Health,"2,794",1.993,0.011710
Cancer Cell International,738,1.989,0.001690
BMB Reports,"1,277",1.988,0.005340
Journal of Ethnobiology and Ethnomedicine,887,1.978,0.001370
International Journal of Health Geographics,"1,356",1.967,0.004530
CANADIAN JOURNAL OF GASTROENTEROLOGY,"1,747",1.966,0.003320
Ocean Science,883,1.962,0.005280
BMC BIOCHEMISTRY,880,1.938,0.002850
BMC Urology,474,1.937,0.001210
Journal of Ophthalmology,329,1.935,0.001630
LANGUAGE LEARNING & TECHNOLOGY,484,1.929,0.001090
Scandinavian Journal of Trauma Resuscitation & Emergency Medicine,605,1.926,0.002790
Human Resources for Health,855,1.922,0.002970
BMC Pediatrics,"1,857",1.918,0.007540
BMC MUSCULOSKELETAL DISORDERS,"4,096",1.898,0.015510
JOURNAL OF REHABILITATION MEDICINE,"3,447",1.895,0.008870
Materials,"2,088",1.879,0.008090
Proteome Science,895,1.878,0.003330
BMC Complementary and Alternative Medicine,"2,052",1.877,0.004540
SWISS MEDICAL WEEKLY,"2,346",1.877,0.006380
Health Research Policy and Systems,587,1.860,0.002330
Algorithms for Molecular Biology,325,1.857,0.002290
AIDS Research and Therapy,468,1.841,0.001840
Globalization and Health,438,1.833,0.002400
Globalization and Health,438,1.833,0.002400
Journal of Foot and Ankle Research,325,1.831,0.001450
NATURAL HAZARDS AND EARTH SYSTEM SCIENCES,"3,414",1.826,0.011550
Clinical Interventions in Aging,950,1.824,0.002710
KIDNEY & BLOOD PRESSURE RESEARCH,871,1.820,0.002580
Current Zoology,520,1.814,0.002690
Marine and Coastal Fisheries,247,1.810,0.001740
Mobile Information Systems,133,1.789,0.000480
BMC Palliative Care,307,1.787,0.001260
BMC Palliative Care,307,1.787,0.001260
Food & Nutrition Research,288,1.785,0.001220
FISHERY BULLETIN,"3,393",1.783,0.002000
CELLULAR & MOLECULAR BIOLOGY LETTERS,957,1.782,0.001450
Analytical Cellular Pathology,340,1.758,0.000840
Biomedical Engineering Online,"1,139",1.746,0.002780
AoB Plants,194,1.743,0.000890
BMC Veterinary Research,"1,194",1.743,0.004180
Judgment and Decision Making,948,1.738,0.007440
BMC Family Practice,"1,644",1.735,0.005840
MEDITERRANEAN MARINE SCIENCE,387,1.734,0.000840
ACTA PALAEONTOLOGICA POLONICA,"1,572",1.722,0.003090
SAMJ SOUTH AFRICAN MEDICAL JOURNAL,"2,936",1.712,0.003890
UPSALA JOURNAL OF MEDICAL SCIENCES,513,1.708,0.001360
IRISH VETERINARY JOURNAL,295,1.706,0.000690
Obesity Facts,665,1.705,0.003180
NONLINEAR PROCESSES IN GEOPHYSICS,"1,306",1.692,0.004360
JOURNAL OF RADIATION RESEARCH,"1,661",1.691,0.004040
POLAR RESEARCH,"1,081",1.686,0.002260
JOURNAL OF PHARMACY AND PHARMACEUTICAL SCIENCES,"1,551",1.681,0.001980
ANNALES GEOPHYSICAE,"5,688",1.676,0.016140
BMC Endocrine Disorders,357,1.673,0.001560
FOLIA NEUROPATHOLOGICA,536,1.667,0.001010
Radiology and Oncology,278,1.667,0.000680
Canadian Respiratory Journal,810,1.663,0.001920
Chemistry Central Journal,819,1.663,0.002380
INDIAN JOURNAL OF MEDICAL RESEARCH,"3,943",1.661,0.007680
BMC HEALTH SERVICES RESEARCH,"5,238",1.659,0.020450
Ecology and Evolution,686,1.658,0.003080
BMC Womens Health,601,1.657,0.002360
BMC Womens Health,601,1.657,0.002360
Global Health Action,566,1.646,0.002260
Global Health Action,566,1.646,0.002260
PPAR Research,802,1.644,0.002910
BEHAVIOURAL NEUROLOGY,760,1.642,0.001740
REVISTA BRASILEIRA DE PSIQUIATRIA,"1,119",1.638,0.002170
REVISTA BRASILEIRA DE PSIQUIATRIA,"1,119",1.638,0.002170
Pediatric Rheumatology,280,1.622,0.001160
Reproductive Health,390,1.616,0.001460
Reproductive Health,390,1.616,0.001460
Journal of Nanomaterials,"2,043",1.611,0.006430
Energies,"1,276",1.602,0.004610
BMC Medical Ethics,338,1.600,0.001130
BMC Medical Ethics,338,1.600,0.001130
Harm Reduction Journal,510,1.594,0.001950
AIP Advances,"1,143",1.590,0.005960
International Journal for Equity in Health,722,1.589,0.002350
Journal of Orthopaedic Surgery and Research,444,1.577,0.002160
Physical Review Special Topics-Physics Education Research,433,1.573,0.001370
Physical Review Special Topics-Physics Education Research,433,1.573,0.001370
MEMORIAS DO INSTITUTO OSWALDO CRUZ,"5,757",1.566,0.008580
Entropy,876,1.564,0.004170
Quantitative Economics,65,1.556,0.002140
International Journal of Medical Sciences,"1,111",1.552,0.003340
BioResources,"2,567",1.549,0.006400
International Journal of the Commons,217,1.538,0.000820
BioData Mining,120,1.535,0.000640
Andean Geology,190,1.532,0.000610
Annals of General Psychiatry,451,1.532,0.001260
Annals of General Psychiatry,451,1.532,0.001260
BMC Nephrology,808,1.520,0.003430
Nutrition & Diabetes,94,1.517,0.000480
PHYSICAL REVIEW SPECIAL TOPICS-ACCELERATORS AND BEAMS,"2,089",1.517,0.009770
International Journal of Endocrinology,483,1.515,0.001900
Annals of Clinical Microbiology and Antimicrobials,571,1.514,0.001210
Gastroenterology Research and Practice,600,1.502,0.002920
BMC Cardiovascular Disorders,"1,006",1.500,0.003380
Journal of the International Society of Sports Nutrition,421,1.500,0.001250
Tobacco Induced Diseases,177,1.500,0.000580
Tobacco Induced Diseases,177,1.500,0.000580
BMC Medical Informatics and Decision Making,"1,214",1.496,0.004270
Patient Preference and Adherence,465,1.491,0.001960
KOEDOE,362,1.486,0.000500
GEOLOGICA ACTA,494,1.483,0.001580
Dermatologic Therapy,"1,290",1.478,0.003290
COMPUTATIONAL LINGUISTICS,"1,200",1.468,0.002080
COMPUTATIONAL LINGUISTICS,"1,200",1.468,0.002080
Substance Abuse Treatment Prevention and Policy,412,1.451,0.001490
NEFROLOGIA,773,1.442,0.001550
Noise & Health,713,1.430,0.001640
Clinics,"1,993",1.422,0.006600
Theoretical Economics,227,1.421,0.005070
BMC Medical Education,"1,253",1.409,0.003850
BMC Medical Education,"1,253",1.409,0.003850
EUROPEAN JOURNAL OF MEDICAL RESEARCH,"1,226",1.398,0.002790
PAKISTAN VETERINARY JOURNAL,709,1.392,0.001300
Pain Research & Management,700,1.390,0.001800
ACTA VETERINARIA SCANDINAVICA,"1,544",1.382,0.002620
Journal of Minimal Access Surgery,233,1.374,0.000920
CROATIAN MEDICAL JOURNAL,"1,255",1.373,0.002250
Advances in Meteorology,262,1.348,0.001160
Therapeutics and Clinical Risk Management,880,1.343,0.002650
OncoTargets and Therapy,222,1.342,0.000800
Annals of Thoracic Medicine,265,1.338,0.000950
BMC Anesthesiology,192,1.333,0.000860
COLLEGE & RESEARCH LIBRARIES,528,1.333,0.001300
Evolutionary Psychology,498,1.333,0.002310
Libyan Journal of Medicine,122,1.333,0.000480
Tropical Conservation Science,214,1.329,0.001150
Advances in Astronomy,373,1.328,0.002620
Indian Journal of Dermatology Venereology & Leprology,"1,189",1.325,0.002730
International Journal of Polymer Science,182,1.322,0.000600
REVISTA ESPANOLA DE ENFERMEDADES DIGESTIVAS,802,1.317,0.001600
BIOLOGICAL PROCEDURES ONLINE,381,1.300,0.000630
International Journal of Circumpolar Health,849,1.299,0.001380
International Journal of Circumpolar Health,849,1.299,0.001380
Symmetry Integrability and Geometry-Methods and Applications,767,1.299,0.006170
Water,282,1.291,0.001220
Micromachines,104,1.286,0.000480
Cardiovascular Ultrasound,649,1.283,0.002110
ANGLE ORTHODONTIST,"3,904",1.277,0.007020
INTERNATIONAL JOURNAL OF SPELEOLOGY,341,1.275,0.001040
Jornal Brasileiro de Pneumologia,"1,123",1.268,0.002500
Medical Education Online,184,1.268,0.000700
Theoretical Biology and Medical Modelling,590,1.265,0.001730
International Journal of Integrated Care,386,1.261,0.000850
International Journal of Integrated Care,386,1.261,0.000850
Taiwanese Journal of Obstetrics & Gynecology,675,1.261,0.001490
Latin American Journal of Solids and Structures,169,1.254,0.000740
JOURNAL OF THE BRAZILIAN CHEMICAL SOCIETY,"3,801",1.253,0.006190
Gaceta Sanitaria,"1,093",1.250,0.002310
Gaceta Sanitaria,"1,093",1.250,0.002310
Israel Journal of Health Policy Research,57,1.250,0.000110
SCIENTIA MARINA,"2,550",1.247,0.003480
BMC Surgery,405,1.240,0.001440
Italian Journal of Pediatrics,348,1.236,0.001280
Dose-Response,421,1.234,0.001040
Journal of Hydrology and Hydromechanics,176,1.231,0.000290
Journal of Sport and Health Science,50,1.227,0.000170
Journal of Sport and Health Science,50,1.227,0.000170
Journal of Occupational Medicine and Toxicology,377,1.226,0.001110
REVISTA DE SAUDE PUBLICA,"3,158",1.219,0.005050
REVISTA DE SAUDE PUBLICA,"3,158",1.219,0.005050
Green Chemistry Letters and Reviews,331,1.216,0.000870
Cardiology Journal,578,1.215,0.002290
Comparative Cytogenetics,123,1.211,0.000490
Endokrynologia Polska,436,1.208,0.001030
World Journal of Surgical Oncology,"1,475",1.200,0.004380
ACTA SOCIETATIS BOTANICORUM POLONIAE,513,1.195,0.000590
Evolutionary Bioinformatics,"1,416",1.169,0.001010
Journal of Physiological Anthropology,332,1.164,0.000720
Measurement Science Review,259,1.162,0.000420
ANNALS OF GEOPHYSICS,902,1.157,0.002800
Journal of the European Optical Society-Rapid Publications,333,1.152,0.001360
BMC Oral Health,505,1.147,0.001710
Progress in Natural Science-Materials International,"1,420",1.143,0.003310
International Agrophysics,595,1.142,0.000990
Journal of Veterinary Science,805,1.142,0.001850
Forests,166,1.139,0.000820
Journal of Mining and Metallurgy Section B-Metallurgy,169,1.135,0.000500
Aquatic Invasions,770,1.133,0.002960
Arquivos Brasileiros de Cardiologia,"2,053",1.124,0.003390
Demographic Research,"1,077",1.116,0.004600
MEDICAL PRINCIPLES AND PRACTICE,977,1.113,0.001930
PLANT SOIL AND ENVIRONMENT,977,1.113,0.001960
Journal of Applied Clinical Medical Physics,890,1.110,0.003170
Oil & Gas Science and Technology-Revue d IFP Energies nouvelles,"1,000",1.107,0.002210
Serbian Astronomical Journal,106,1.100,0.000220
BMC International Health and Human Rights,393,1.096,0.001920
Brazilian Journal of Infectious Diseases,"1,149",1.096,0.002780
JOURNAL OF INTERNATIONAL MEDICAL RESEARCH,"2,290",1.095,0.006200
International Journal of Occupational Medicine and Environmental Health,600,1.094,0.001320
Videosurgery and Other Miniinvasive Techniques,175,1.092,0.000110
PSICOTHEMA,"1,601",1.083,0.002940
MATHEMATICAL PROBLEMS IN ENGINEERING,"2,363",1.082,0.004610
GRASAS Y ACEITES,942,1.080,0.001040
Sustainability,681,1.077,0.002920
Sustainability,681,1.077,0.002920
JOURNAL OF LIMNOLOGY,714,1.076,0.001670
BMC Ophthalmology,415,1.075,0.001570
World Journal of Emergency Surgery,300,1.062,0.000910
TERRESTRIAL ATMOSPHERIC AND OCEANIC SCIENCES,804,1.061,0.002140
FLORIDA ENTOMOLOGIST,"2,226",1.056,0.002560
Journal of Eye Movement Research,135,1.056,0.001190
ESTUDIOS GEOLOGICOS-MADRID,292,1.054,0.000430
Atmosphere,69,1.048,0.000520
BIOLOGICAL RESEARCH,861,1.041,0.001190
Indian Journal of Medical Microbiology,853,1.037,0.002020
BRAZILIAN JOURNAL OF MEDICAL AND BIOLOGICAL RESEARCH,"4,318",1.034,0.004610
SALUD PUBLICA DE MEXICO,"1,244",1.034,0.002620
SOUTH AFRICAN JOURNAL OF SCIENCE,"1,764",1.031,0.001930
ACTA PHARMACEUTICA,867,1.025,0.001100
European Journal of Transport and Infrastructure Research,210,1.023,0.000730
SOUTHERN AFRICAN JOURNAL OF HIV MEDICINE,90,1.022,0.000470
CALIFORNIA AGRICULTURE,627,1.021,0.000750
Records of Natural Products,250,1.019,0.000730
Computational and Mathematical Methods in Medicine,327,1.018,0.001380
Journal of Cardiothoracic Surgery,735,1.018,0.003310
CHINESE MEDICAL JOURNAL,"6,003",1.016,0.013510
Advances in Condensed Matter Physics,150,1.013,0.000990
ARQUIVOS DE NEURO-PSIQUIATRIA,"2,067",1.006,0.003220
AGRICULTURAL AND FOOD SCIENCE,425,1.000,0.000710
Bulletin of the Polish Academy of Sciences-Technical Sciences,549,1.000,0.001440
FOLIA HISTOCHEMICA ET CYTOBIOLOGICA,940,1.000,0.002100
Geospatial Health,279,1.000,0.000970
SAUDI PHARMACEUTICAL JOURNAL,245,1.000,0.000540
Revista Brasileira De Reumatologia,445,0.993,0.000770
MOUNTAIN RESEARCH AND DEVELOPMENT,991,0.989,0.001050
BMC MEDICAL IMAGING,321,0.983,0.001270
Brazilian Journal of Physical Therapy,621,0.979,0.001330
JOURNAL OF THE MEDICAL LIBRARY ASSOCIATION,716,0.979,0.001290
FOOD TECHNOLOGY AND BIOTECHNOLOGY,"1,286",0.977,0.001580
Journal of Postgraduate Medicine,"1,066",0.972,0.001540
European Journal of Remote Sensing,70,0.971,0.000110
REVISTA MEXICANA DE CIENCIAS GEOLOGICAS,499,0.969,0.001250
JOURNAL OF HYMENOPTERA RESEARCH,264,0.966,0.000390
International Journal of Mental Health Systems,173,0.963,0.001150
Thermal Science,752,0.962,0.001750
REVISTA BRASILEIRA DE PARASITOLOGIA VETERINARIA,620,0.961,0.001260
Revista de Psicologia del Deporte,324,0.957,0.000300
International Braz J Urol,726,0.956,0.001870
JOURNAL OF RESEARCH OF THE NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,"1,884",0.956,0.001020
Journal of Cancer Research and Therapeutics,569,0.949,0.001970
Nanomaterials and Nanotechnology,39,0.949,0.000120
Journal of Analytical Methods in Chemistry,58,0.948,0.000150
Revista da Sociedade Brasileira de Medicina Tropical,"2,027",0.942,0.003240
Jornal de Pediatria,"1,180",0.935,0.002110
Journal of Innovative Optical Health Sciences,189,0.933,0.000570
SOUTH AFRICAN JOURNAL OF ENOLOGY AND VITICULTURE,463,0.932,0.000590
FLUORIDE,801,0.931,0.000740
INDIAN JOURNAL OF OPHTHALMOLOGY,"1,120",0.927,0.002490
OCEANOLOGIA,482,0.927,0.000840
International Journal of Qualitative Studies on Health and Well-Being,214,0.926,0.000600
SCIENTIA AGRICOLA,"1,549",0.924,0.003230
International Journal of Distributed Sensor Networks,534,0.923,0.000810
JOURNAL OF INSECT SCIENCE,"1,403",0.921,0.004660
HORTICULTURAL SCIENCE,275,0.920,0.000410
PLANT PRODUCTION SCIENCE,723,0.920,0.001380
Symmetry-Basel,199,0.918,0.001600
ZooKeys,"1,237",0.917,0.005850
Revista da Associacao Medica Brasileira,729,0.915,0.001640
Fossil Record,178,0.913,0.000370
ANALES DEL JARDIN BOTANICO DE MADRID,331,0.912,0.000480
BRAZILIAN JOURNAL OF CHEMICAL ENGINEERING,891,0.912,0.001740
CHEMICAL AND BIOCHEMICAL ENGINEERING QUARTERLY,410,0.911,0.000780
REVISTA DO INSTITUTO DE MEDICINA TROPICAL DE SAO PAULO,"1,643",0.907,0.001690
International Journal of Analytical Chemistry,78,0.904,0.000290
