Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score
Annual Review of Pathology-Mechanisms of Disease,"1,527",18.778,0.012560
SURFACE SCIENCE REPORTS,"3,618",18.593,0.009970
Nature Physics,"11,344",18.430,0.152080
ANNUAL REVIEW OF PSYCHOLOGY,"8,666",18.288,0.024000
ANNUAL REVIEW OF PSYCHOLOGY,"8,666",18.288,0.024000
Cell Metabolism,"8,682",18.207,0.075590
Nature Chemistry,"2,041",17.927,0.012990
LANCET ONCOLOGY,"10,853",17.764,0.055320
Annual Review of Biophysics,811,17.524,0.008290
Annual Review of Genomics and Human Genetics,"2,112",17.182,0.015380
ANNALS OF INTERNAL MEDICINE,"45,766",16.729,0.120780
PROGRESS IN MATERIALS SCIENCE,"4,660",16.658,0.016740
LANCET INFECTIOUS DISEASES,"7,199",16.144,0.035250
ANNUAL REVIEW OF PHYSIOLOGY,"7,439",16.106,0.019270
Nature Chemical Biology,"6,991",15.808,0.060190
PLOS MEDICINE,"10,370",15.617,0.083100
MOLECULAR PSYCHIATRY,"11,337",15.470,0.043980
ASTRONOMY AND ASTROPHYSICS REVIEW,704,15.438,0.003290
ECOLOGY LETTERS,"12,913",15.253,0.066190
ASTROPHYSICAL JOURNAL SUPPLEMENT SERIES,"21,079",15.206,0.091590
Annual Review of Marine Science,344,15.000,0.002880
JOURNAL OF EXPERIMENTAL MEDICINE,"68,749",14.776,0.220220
JOURNAL OF THE NATIONAL CANCER INSTITUTE,"36,187",14.697,0.087190
TRENDS IN ECOLOGY & EVOLUTION,"21,179",14.448,0.059350
CIRCULATION,"151,045",14.432,0.363900
JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,"69,411",14.293,0.210980
MOLECULAR CELL,"42,991",14.194,0.262900
NATURE NEUROSCIENCE,"35,315",14.191,0.176080
JOURNAL OF CLINICAL INVESTIGATION,"90,822",14.152,0.237230
Annual Review of Cell and Developmental Biology,"8,414",14.078,0.033850
NEURON,"59,932",14.027,0.237460
DEVELOPMENTAL CELL,"16,739",13.946,0.120820
REPORTS ON PROGRESS IN PHYSICS,"8,577",13.857,0.032150
Cell Host & Microbe,"3,478",13.728,0.031520
NATURE STRUCTURAL & MOLECULAR BIOLOGY,"21,255",13.685,0.126450
GENOME RESEARCH,"24,166",13.588,0.125880
ADVANCED DRUG DELIVERY REVIEWS,"17,985",13.577,0.041760
CURRENT OPINION IN CELL BIOLOGY,"13,739",13.540,0.068260
CLINICAL MICROBIOLOGY REVIEWS,"10,738",13.500,0.022010
BRITISH MEDICAL JOURNAL,"72,217",13.471,0.142500
IMMUNOLOGICAL REVIEWS,"12,233",13.462,0.061170
Journal of Molecular Cell Biology,108,13.400,0.000440
TRENDS IN NEUROSCIENCES,"17,347",13.320,0.050900
GENES & DEVELOPMENT,"56,715",12.889,0.236570
AMERICAN JOURNAL OF PSYCHIATRY,"42,134",12.759,0.078490
AMERICAN JOURNAL OF PSYCHIATRY,"42,134",12.759,0.078490
FRONTIERS IN NEUROENDOCRINOLOGY,"2,595",12.750,0.007950
ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,"178,613",12.730,0.530310
Living Reviews in Relativity,"1,093",12.625,0.005580
PLOS BIOLOGY,"18,454",12.472,0.159930
ANNUAL REVIEW OF MEDICINE,"4,518",12.457,0.013840
Annual Review of Microbiology,"7,240",12.415,0.018120
DRUG RESISTANCE UPDATES,"1,727",12.312,0.005070
Annual Review of Physical Chemistry,"5,844",12.245,0.016260
MICROBIOLOGY AND MOLECULAR BIOLOGY REVIEWS,"7,837",12.220,0.021420
NANO LETTERS,"61,066",12.219,0.316920
ANNUAL REVIEW OF ENTOMOLOGY,"7,833",12.180,0.012460
TRENDS IN CELL BIOLOGY,"10,653",12.140,0.052600
GASTROENTEROLOGY,"56,845",12.032,0.150800
PSYCHOLOGICAL BULLETIN,"27,172",11.975,0.031500
PSYCHOLOGICAL BULLETIN,"27,172",11.975,0.031500
FEMS MICROBIOLOGY REVIEWS,"6,483",11.796,0.018860
ALDRICHIMICA ACTA,969,11.786,0.003380
Nano Today,"1,279",11.750,0.008290
AMERICAN JOURNAL OF HUMAN GENETICS,"35,810",11.680,0.120160
TRENDS IN GENETICS,"11,169",11.364,0.044300
QUARTERLY REVIEWS OF BIOPHYSICS,"2,192",11.235,0.006470
TRENDS IN PHARMACOLOGICAL SCIENCES,"10,168",11.050,0.030890
Annual Review of Biomedical Engineering,"2,764",11.000,0.008210
HEPATOLOGY,"44,006",10.885,0.116510
ADVANCED MATERIALS,"68,115",10.880,0.242450
JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY C-PHOTOCHEMISTRY REVIEWS,"1,326",10.810,0.003520
Nature Reviews Clinical Oncology,649,10.787,0.003880
ARCHIVES OF GENERAL PSYCHIATRY,"34,536",10.782,0.073300
ARCHIVES OF GENERAL PSYCHIATRY,"34,536",10.782,0.073300
ANNALS OF NEUROLOGY,"30,338",10.746,0.072540
Annual Review of Ecology Evolution and Systematics,"13,301",10.698,0.022690
ARCHIVES OF INTERNAL MEDICINE,"36,978",10.639,0.110930
GUT,"28,647",10.614,0.066390
BLOOD,"135,857",10.558,0.451310
MOLECULAR ASPECTS OF MEDICINE,"2,416",10.552,0.008890
Annual Review of Phytopathology,"4,687",10.412,0.009360
Annual Review of Analytical Chemistry,549,10.404,0.004010
Nature Geoscience,"3,166",10.392,0.034040
PROGRESS IN SURFACE SCIENCE,"1,827",10.368,0.005340
TRENDS IN BIOCHEMICAL SCIENCES,"14,872",10.364,0.047810
PROGRESS IN ENERGY AND COMBUSTION SCIENCE,"3,370",10.362,0.007490
PROGRESS IN RETINAL AND EYE RESEARCH,"3,143",10.340,0.009230
Annual Review of Materials Research,"4,668",10.333,0.009900
TRENDS IN MOLECULAR MEDICINE,"5,365",10.308,0.023700
MEDICINAL RESEARCH REVIEWS,"2,903",10.228,0.006460
ANNUAL REVIEW OF FLUID MECHANICS,"5,982",10.216,0.013650
REVIEWS OF PHYSIOLOGY BIOCHEMISTRY AND PHARMACOLOGY,965,10.200,0.001520
AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,"44,997",10.191,0.106760
CURRENT OPINION IN IMMUNOLOGY,"8,525",10.141,0.039690
CRITICAL REVIEWS IN BIOCHEMISTRY AND MOLECULAR BIOLOGY,"2,538",10.125,0.010530
EMBO JOURNAL,"76,014",10.124,0.206320
TRENDS IN PLANT SCIENCE,"11,060",10.095,0.033310
EUROPEAN HEART JOURNAL,"26,318",10.052,0.104600
CURRENT BIOLOGY,"39,883",10.026,0.206640
COORDINATION CHEMISTRY REVIEWS,"22,286",10.018,0.044810
PROGRESS IN NEUROBIOLOGY,"9,720",9.966,0.021140
JOURNAL OF CELL BIOLOGY,"72,566",9.921,0.209300
CURRENT OPINION IN STRUCTURAL BIOLOGY,"9,829",9.903,0.043450
BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER,"2,791",9.886,0.011540
ACS Nano,"9,914",9.865,0.055750
PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,"482,699",9.771,1.659170
Annual Review of Clinical Psychology,"1,126",9.743,0.008460
Annual Review of Clinical Psychology,"1,126",9.743,0.008460
Advances in Organometallic Chemistry,"1,035",9.692,0.001450
TRENDS IN COGNITIVE SCIENCES,"11,991",9.686,0.048770
TRENDS IN COGNITIVE SCIENCES,"11,991",9.686,0.048770
Molecular Systems Biology,"3,877",9.667,0.032330
EUROPEAN CELLS & MATERIALS,"1,005",9.650,0.002970
TRENDS IN BIOTECHNOLOGY,"9,026",9.644,0.023570
PLoS Genetics,"13,327",9.543,0.147200
REVIEWS OF GEOPHYSICS,"5,972",9.538,0.011430
TRENDS IN IMMUNOLOGY,"7,147",9.533,0.031080
SYSTEMATIC BIOLOGY,"9,559",9.532,0.026580
PROGRESS IN LIPID RESEARCH,"3,265",9.510,0.007890
CIRCULATION RESEARCH,"42,346",9.504,0.110490
Energy & Environmental Science,"1,766",9.488,0.009410
CURRENT OPINION IN PLANT BIOLOGY,"8,278",9.437,0.032790
CELL RESEARCH,"4,243",9.417,0.026900
PLANT CELL,"34,533",9.396,0.100390
EJC SUPPLEMENTS,"1,474",9.386,0.006630
CURRENT OPINION IN GENETICS & DEVELOPMENT,"7,985",9.381,0.037320
JOURNAL OF HEPATOLOGY,"18,481",9.334,0.053430
Energy Education Science and Technology,555,9.333,0.000840
CURRENT OPINION IN CHEMICAL BIOLOGY,"7,802",9.312,0.027580
Laser & Photonics Reviews,789,9.312,0.006320
BRIEFINGS IN BIOINFORMATICS,"2,886",9.283,0.010090
JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY,"31,780",9.273,0.079280
BRAIN,"35,378",9.232,0.099450
Nature Reviews Endocrinology,508,9.191,0.003270
MASS SPECTROMETRY REVIEWS,"3,424",9.091,0.012860
ANNALS OF THE RHEUMATIC DISEASES,"22,172",9.082,0.065160
PLoS Pathogens,"10,833",9.079,0.083010
CELL DEATH AND DIFFERENTIATION,"12,873",9.050,0.061050
JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,"369,216",9.023,0.863670
CANADIAN MEDICAL ASSOCIATION JOURNAL,"10,718",9.015,0.029360
NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,"10,008",9.015,0.030530
AGEING RESEARCH REVIEWS,"1,542",9.000,0.005650
INTERNATIONAL REVIEW OF CYTOLOGY-A SURVEY OF CELL BIOLOGY,"3,523",9.000,0.006070
LEUKEMIA,"16,938",8.966,0.064220
DIABETES,"43,893",8.889,0.124100
NATURAL PRODUCT REPORTS,"4,775",8.881,0.013720
EUROPEAN UROLOGY,"13,748",8.843,0.046910
BRAIN RESEARCH REVIEWS,"8,556",8.842,0.024800
EMBO Molecular Medicine,324,8.833,0.002280
FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,"2,994",8.820,0.015920
HUMAN REPRODUCTION UPDATE,"4,791",8.755,0.013980
MUTATION RESEARCH-REVIEWS IN MUTATION RESEARCH,"2,370",8.741,0.006490
PHARMACOLOGY & THERAPEUTICS,"9,574",8.694,0.029960
Nature Clinical Practice Oncology,"1,757",8.676,0.011980
BIOLOGICAL PSYCHIATRY,"32,972",8.674,0.104610
ADVANCES IN COLLOID AND INTERFACE SCIENCE,"5,820",8.660,0.012300
Annual Review of Public Health,"3,144",8.609,0.009870
Annual Review of Public Health,"3,144",8.609,0.009870
Oceanography and Marine Biology,"2,082",8.571,0.003030
Advances in Microbial Physiology,895,8.556,0.001380
ADVANCED FUNCTIONAL MATERIALS,"22,516",8.508,0.110970
CURRENT OPINION IN BIOTECHNOLOGY,"8,209",8.486,0.025010
TRENDS IN ENDOCRINOLOGY AND METABOLISM,"4,730",8.479,0.016020
ARTHRITIS AND RHEUMATISM,"44,602",8.435,0.107950
Nature Protocols,"9,988",8.362,0.084550
MOLECULAR & CELLULAR PROTEOMICS,"11,909",8.354,0.057710
SEMINARS IN IMMUNOLOGY,"3,230",8.337,0.016380
JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY,"27,747",8.288,0.091300
SCHIZOPHRENIA BULLETIN,"8,966",8.273,0.027940
SCHIZOPHRENIA BULLETIN,"8,966",8.273,0.027940
CYTOKINE & GROWTH FACTOR REVIEWS,"4,252",8.239,0.015430
EPIDEMIOLOGIC REVIEWS,"2,329",8.238,0.005540
CANCER RESEARCH,"139,396",8.234,0.399760
ANTIOXIDANTS & REDOX SIGNALING,"7,980",8.209,0.035410
CLINICAL INFECTIOUS DISEASES,"41,482",8.186,0.136310
Advances in Catalysis,"1,449",8.167,0.001280
JOURNAL OF AUTOIMMUNITY,"3,543",8.136,0.010290
HUMAN MOLECULAR GENETICS,"33,206",8.058,0.132770
Annual Review of Earth and Planetary Sciences,"3,896",8.048,0.012950
Polymer Reviews,688,8.024,0.003820
NEUROLOGY,"72,139",8.017,0.158960
ACM COMPUTING SURVEYS,"2,888",8.000,0.005670
BIOMATERIALS,"57,047",7.883,0.134600
Annual Review of Nuclear and Particle Science,"1,812",7.882,0.006810
Annual Review of Nutrition,"3,983",7.878,0.007000
STEM CELLS,"16,123",7.871,0.079660
NUCLEIC ACIDS RESEARCH,"100,444",7.836,0.326950
EMBO REPORTS,"9,402",7.822,0.055130
Pain Physician,"1,739",7.793,0.004170
PSYCHOLOGICAL REVIEW,"19,676",7.784,0.021150
PSYCHOLOGICAL REVIEW,"19,676",7.784,0.021150
SEMINARS IN CANCER BIOLOGY,"3,820",7.758,0.014180
Nature Clinical Practice Endocrinology & Metabolism,"1,222",7.717,0.008340
CURRENT OPINION IN MICROBIOLOGY,"6,743",7.714,0.031080
Nature Clinical Practice Neurology,"1,206",7.707,0.008460
ACTA NEUROPATHOLOGICA,"9,540",7.695,0.023470
PHYSIOLOGY,"1,950",7.657,0.013100
PHYSICAL REVIEW LETTERS,"335,522",7.622,1.233130
BIOTECHNOLOGY ADVANCES,"3,874",7.600,0.011940
TRENDS IN MICROBIOLOGY,"7,314",7.500,0.024720
MOLECULAR INTERVENTIONS,"1,154",7.478,0.003670
ANNALS OF SURGERY,"32,990",7.474,0.067640
Nature Reviews Cardiology,440,7.467,0.002350
JOURNAL OF ECONOMIC LITERATURE,"4,846",7.432,0.014720
ONCOGENE,"59,299",7.414,0.198170
CLINICAL CANCER RESEARCH,"58,094",7.338,0.224210
Small,"11,496",7.336,0.067350
MONOGRAPHS OF THE SOCIETY FOR RESEARCH IN CHILD DEVELOPMENT,"1,560",7.333,0.001590
JOURNAL OF PATHOLOGY,"13,094",7.274,0.036760
JOURNAL OF NEUROSCIENCE,"139,902",7.271,0.469700
CORTEX,"4,788",7.251,0.011560
ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,"30,841",7.215,0.088360
Advances in Immunology,"2,364",7.195,0.010160
JOURNAL OF CONTROLLED RELEASE,"24,331",7.164,0.049740
MOLECULAR THERAPY,"11,493",7.149,0.042960
AGING CELL,"3,371",7.148,0.019910
DIABETES CARE,"42,325",7.141,0.113620
CANCER AND METASTASIS REVIEWS,"3,770",7.140,0.013630
Nature Clinical Practice Rheumatology,"1,252",7.113,0.008160
ARCHIVES OF NEUROLOGY,"21,011",7.108,0.048650
JOURNAL OF BONE AND MINERAL RESEARCH,"21,130",7.059,0.048880
CELLULAR AND MOLECULAR LIFE SCIENCES,"15,469",7.047,0.068530
JOURNAL OF MEDICAL GENETICS,"11,726",7.037,0.036210
JOURNAL OF NUCLEAR MEDICINE,"20,687",7.022,0.047120
CATALYSIS REVIEWS-SCIENCE AND ENGINEERING,"2,582",7.000,0.002450
DIABETOLOGIA,"21,508",6.973,0.066790
PLANT JOURNAL,"28,226",6.948,0.082620
HYPERTENSION,"29,821",6.908,0.070990
DEVELOPMENT,"50,197",6.898,0.154000
CURRENT OPINION IN NEUROBIOLOGY,"10,126",6.891,0.042410
CLINICAL CHEMISTRY,"25,205",6.886,0.046920
GENOME BIOLOGY,"14,195",6.885,0.076460
AMERICAN JOURNAL OF GASTROENTEROLOGY,"26,386",6.882,0.067870
EMERGING INFECTIOUS DISEASES,"20,276",6.859,0.073700
CEREBRAL CORTEX,"17,284",6.844,0.073340
CURRENT OPINION IN PHARMACOLOGY,"4,519",6.817,0.021050
Mucosal Immunology,"1,033",6.817,0.007640
CANCER TREATMENT REVIEWS,"3,091",6.811,0.011060
INTERNATIONAL JOURNAL OF CARDIOLOGY,"11,529",6.802,0.035560
Stem Cell Reviews,676,6.774,0.004350
DEVELOPMENTAL REVIEW,"1,345",6.767,0.003350
PROGRESS IN CRYSTAL GROWTH AND CHARACTERIZATION OF MATERIALS,577,6.750,0.001290
CLADISTICS,"3,379",6.740,0.006980
Advances in Polymer Science,"4,163",6.723,0.010290
ACADEMY OF MANAGEMENT REVIEW,"15,782",6.720,0.021810
NEUROPSYCHOPHARMACOLOGY,"16,460",6.685,0.052760
Advances in Insect Physiology,502,6.667,0.001200
Autophagy,"4,142",6.643,0.030400
CURRENT OPINION IN LIPIDOLOGY,"3,680",6.636,0.011370
NEUROBIOLOGY OF AGING,"12,421",6.634,0.036660
SIAM REVIEW,"4,285",6.620,0.009270
AMERICAN JOURNAL OF CLINICAL NUTRITION,"44,232",6.606,0.093460
TRAC-TRENDS IN ANALYTICAL CHEMISTRY,"5,739",6.602,0.016240
BIOLOGICAL REVIEWS,"5,098",6.574,0.012250
AUTOIMMUNITY REVIEWS,"3,461",6.556,0.013600
ADVANCES IN EXPERIMENTAL SOCIAL PSYCHOLOGY,"2,845",6.545,0.003780
Haematologica-The Hematology Journal,"9,671",6.532,0.042420
INTERNATIONAL REVIEWS IN PHYSICAL CHEMISTRY,"1,381",6.528,0.004850
THORAX,"15,645",6.525,0.034180
CHEST,"42,764",6.519,0.094200
NEW PHYTOLOGIST,"22,653",6.516,0.061580
FASEB JOURNAL,"38,538",6.515,0.103530
Nature Reviews Neurology,502,6.511,0.002270
JOURNAL OF COSMOLOGY AND ASTROPARTICLE PHYSICS,"10,244",6.497,0.055370
JOURNAL OF CLINICAL ENDOCRINOLOGY & METABOLISM,"66,192",6.495,0.138030
MOLECULAR ECOLOGY,"25,229",6.457,0.073180
ANNALS OF ONCOLOGY,"18,391",6.452,0.064890
PLANT PHYSIOLOGY,"55,626",6.451,0.104820
Nature Reviews Rheumatology,468,6.448,0.002600
Nature Clinical Practice Cardiovascular Medicine,"1,550",6.442,0.010570
FISH AND FISHERIES,"1,362",6.434,0.005640
DRUG DISCOVERY TODAY,"7,598",6.422,0.026440
PROGRESS IN PHOTOVOLTAICS,"2,880",6.407,0.009990
CHEMISTRY OF MATERIALS,"62,909",6.400,0.170140
CLINICAL PHARMACOLOGY & THERAPEUTICS,"12,939",6.378,0.031980
Science Signaling,"2,168",6.354,0.017720
AIDS,"21,706",6.348,0.078980
GLOBAL CHANGE BIOLOGY,"13,987",6.346,0.060340
SLEEP MEDICINE REVIEWS,"2,399",6.338,0.007590
STRUCTURE,"11,466",6.337,0.052580
ACTA CRYSTALLOGRAPHICA SECTION D-BIOLOGICAL CRYSTALLOGRAPHY,"11,096",6.326,0.030220
ChemSusChem,"1,630",6.325,0.008800
ALLERGY,"10,652",6.297,0.026440
JOURNAL OF CELL SCIENCE,"38,223",6.290,0.140780
JOURNAL OF INFECTIOUS DISEASES,"40,263",6.288,0.112620
AGE,831,6.280,0.003880
JOURNAL OF INVESTIGATIVE DERMATOLOGY,"22,854",6.270,0.051150
Materials Today,"3,274",6.265,0.020440
DRUG METABOLISM REVIEWS,"2,188",6.263,0.004720
LAB ON A CHIP,"11,675",6.260,0.047150
CRITICAL CARE MEDICINE,"30,064",6.254,0.084860
CELL TRANSPLANTATION,"3,711",6.204,0.008310
Nanomedicine,"1,619",6.202,0.008030
ANGIOGENESIS,"1,468",6.188,0.005990
MOLECULAR AND CELLULAR BIOLOGY,"71,708",6.188,0.229170
Cochrane Database of Systematic Reviews,"27,366",6.186,0.114300
ISME Journal,"2,304",6.153,0.014810
CRITICAL REVIEWS IN SOLID STATE AND MATERIALS SCIENCES,603,6.143,0.001610
CURRENT OPINION IN COLLOID & INTERFACE SCIENCE,"3,818",6.141,0.009280
BASIC RESEARCH IN CARDIOLOGY,"2,576",6.128,0.006930
JOURNAL OF LIPID RESEARCH,"19,582",6.115,0.048970
KIDNEY INTERNATIONAL,"34,817",6.105,0.082780
ENDOSCOPY,"7,955",6.096,0.021700
PERSONALITY AND SOCIAL PSYCHOLOGY REVIEW,"2,343",6.091,0.009200
ENVIRONMENTAL HEALTH PERSPECTIVES,"26,174",6.087,0.062060
Neurotherapeutics,"1,287",6.084,0.007610
Advances in Cancer Research,"1,888",6.080,0.004330
RADIOLOGY,"44,729",6.069,0.082210
MOLECULAR NEUROBIOLOGY,"2,037",6.068,0.006460
ASTROPHYSICAL JOURNAL,"181,127",6.063,0.487180
PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,"21,141",6.053,0.068500
AMERICAN JOURNAL OF TRANSPLANTATION,"14,040",6.051,0.063610
CARDIOVASCULAR RESEARCH,"18,421",6.051,0.054290
RNA-A PUBLICATION OF THE RNA SOCIETY,"10,743",6.051,0.059510
JOURNAL OF HIGH ENERGY PHYSICS,"40,552",6.049,0.150600
AMERICAN PSYCHOLOGIST,"14,443",6.012,0.015400
LASER PHYSICS LETTERS,"2,862",6.010,0.008370
IEEE SIGNAL PROCESSING MAGAZINE,"3,683",6.000,0.017190
PROGRESS IN INORGANIC CHEMISTRY,"1,524",6.000,0.001230
PSYCHOTHERAPY AND PSYCHOSOMATICS,"2,429",6.000,0.005830
PSYCHOTHERAPY AND PSYCHOSOMATICS,"2,429",6.000,0.005830
HUMAN MUTATION,"9,504",5.956,0.040110
BRITISH JOURNAL OF PSYCHIATRY,"20,136",5.947,0.035670
BRITISH JOURNAL OF PSYCHIATRY,"20,136",5.947,0.035670
QUARTERLY JOURNAL OF ECONOMICS,"13,983",5.940,0.047160
ECOLOGICAL MONOGRAPHS,"8,028",5.938,0.012320
NEUROIMAGE,"44,083",5.937,0.153470
JOURNAL OF INTERNAL MEDICINE,"7,480",5.935,0.022080
Orphanet Journal of Rare Diseases,960,5.933,0.005800
EUROPEAN RESPIRATORY JOURNAL,"22,321",5.922,0.056950
MOLECULAR MEDICINE,"2,981",5.908,0.008610
SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY,"4,511",5.908,0.023900
Alzheimers & Dementia,"1,317",5.902,0.007190
Current Topics in Developmental Biology,"1,861",5.892,0.010910
CLINICAL PSYCHOLOGY REVIEW,"5,617",5.882,0.015880
ANALYTICAL CHEMISTRY,"88,324",5.874,0.175000
Advances in the Study of Behavior,962,5.870,0.002690
EPIDEMIOLOGY,"8,076",5.866,0.025240
EPIDEMIOLOGY,"8,076",5.866,0.025240
JACC-Cardiovascular Interventions,"1,327",5.862,0.007730
Obesity Reviews,"3,478",5.862,0.013870
MOLECULAR BIOLOGY OF THE CELL,"29,596",5.861,0.143290
JOURNAL OF PINEAL RESEARCH,"4,490",5.855,0.007510
Journal of Supply Chain Management,886,5.853,0.001290
CHEMISTRY & BIOLOGY,"8,578",5.838,0.028770
EARTH-SCIENCE REVIEWS,"4,565",5.833,0.015850
ONCOLOGIST,"5,820",5.826,0.023610
QUARTERLY REVIEW OF BIOLOGY,"3,117",5.818,0.003390
INTERNATIONAL MATERIALS REVIEWS,"2,160",5.793,0.003790
CHEMICAL COMMUNICATIONS,"88,504",5.787,0.235930
BREAST CANCER RESEARCH,"5,729",5.785,0.027710
Journal of Neuroinflammation,"1,148",5.785,0.005550
INTERNATIONAL JOURNAL OF EPIDEMIOLOGY,"12,434",5.759,0.035760
STROKE,"44,528",5.756,0.102530
BMC Medicine,"1,244",5.750,0.007460
AMERICAN JOURNAL OF EPIDEMIOLOGY,"30,964",5.745,0.068270
JOURNAL OF IMMUNOLOGY,"130,561",5.745,0.400840
CRITICAL REVIEWS IN CLINICAL LABORATORY SCIENCES,943,5.741,0.002230
MAYO CLINIC PROCEEDINGS,"9,088",5.712,0.021300
FREE RADICAL BIOLOGY AND MEDICINE,"28,470",5.707,0.054730
ACS Chemical Biology,"1,927",5.698,0.016990
EVOLUTION,"29,398",5.659,0.059950
GASTROINTESTINAL ENDOSCOPY,"17,458",5.647,0.039350
CELLULAR MICROBIOLOGY,"6,935",5.625,0.037420
BLOOD REVIEWS,"1,629",5.619,0.006260
Technological and Economic Development of Economy,582,5.605,0.001020
REVIEWS IN MEDICAL VIROLOGY,"1,540",5.600,0.006180
HARVARD LAW REVIEW,"4,872",5.597,0.009990
RNA Biology,765,5.597,0.005400
CHRONOBIOLOGY INTERNATIONAL,"3,009",5.576,0.005670
World Psychiatry,837,5.562,0.003100
World Psychiatry,837,5.562,0.003100
ENVIRONMENTAL MICROBIOLOGY,"10,191",5.537,0.045010
JACC-Cardiovascular Imaging,"1,228",5.528,0.007320
Nature Clinical Practice Nephrology,884,5.525,0.005800
Biofuels Bioproducts & Biorefining-Biofpr,617,5.515,0.003030
PLoS Computational Biology,"6,849",5.515,0.060390
METABOLIC ENGINEERING,"1,903",5.512,0.006340
BIOSCIENCE,"9,884",5.510,0.018370
MOLECULAR BIOLOGY AND EVOLUTION,"25,812",5.510,0.090820
GONDWANA RESEARCH,"2,659",5.503,0.008790
JOURNAL OF MOLECULAR AND CELLULAR CARDIOLOGY,"10,415",5.499,0.031000
ANESTHESIOLOGY,"21,603",5.486,0.038920
SLEEP,"12,494",5.486,0.027040
NEURO-ONCOLOGY,"2,326",5.483,0.009270
CHEMISTRY-A EUROPEAN JOURNAL,"43,745",5.476,0.159330
