Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score
Annual Review of Physiology,"7,768",20.827,0.022140
Nature Chemistry,"5,260",20.524,0.032840
PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS,"18,742",20.394,0.045320
PHARMACOLOGICAL REVIEWS,"9,712",20.225,0.016050
Annual Review of Pathology-Mechanisms of Disease,"1,762",20.000,0.013620
ENDOCRINE REVIEWS,"12,765",19.929,0.023340
NATURE CELL BIOLOGY,"29,959",19.488,0.158770
NATURE METHODS,"15,269",19.276,0.125120
Nature Physics,"14,228",18.967,0.172450
JOURNAL OF CLINICAL ONCOLOGY,"120,262",18.372,0.394630
PROGRESS IN MATERIALS SCIENCE,"5,017",18.216,0.015130
ECOLOGY LETTERS,"14,561",17.557,0.067130
Living Reviews in Relativity,"1,215",17.462,0.005600
LANCET INFECTIOUS DISEASES,"8,629",17.391,0.035210
Annual Review of Psychology,"9,464",16.833,0.025750
Annual Review of Psychology,"9,464",16.833,0.025750
ANNALS OF INTERNAL MEDICINE,"45,683",16.733,0.120290
Annual Review of Marine Science,653,16.457,0.005260
PLOS MEDICINE,"12,574",16.269,0.076260
CLINICAL MICROBIOLOGY REVIEWS,"11,551",16.129,0.021690
ALDRICHIMICA ACTA,"1,100",16.091,0.003280
Annual Review of Cell and Developmental Biology,"8,399",15.836,0.027440
TRENDS IN ECOLOGY & EVOLUTION,"22,734",15.748,0.060080
NATURE NEUROSCIENCE,"39,636",15.531,0.159630
Nano Today,"2,170",15.355,0.012130
MATERIALS SCIENCE & ENGINEERING R-REPORTS,"4,487",14.951,0.008150
Annual Review of Genomics and Human Genetics,"2,172",14.829,0.014790
CIRCULATION,"148,286",14.739,0.339280
NEURON,"64,092",14.736,0.227500
REPORTS ON PROGRESS IN PHYSICS,"9,150",14.720,0.029050
Nature Chemical Biology,"9,001",14.690,0.065140
PSYCHOLOGICAL BULLETIN,"28,331",14.457,0.029690
PSYCHOLOGICAL BULLETIN,"28,331",14.457,0.029690
Annual Review of Ecology Evolution and Systematics,"14,049",14.373,0.023300
Annual Review of Microbiology,"7,940",14.345,0.018120
TRENDS IN NEUROSCIENCES,"17,821",14.235,0.045690
PROGRESS IN ENERGY AND COMBUSTION SCIENCE,"4,279",14.220,0.010340
MOLECULAR CELL,"44,493",14.178,0.250750
JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,"70,298",14.156,0.220350
Annual Review of Physical Chemistry,"6,657",14.130,0.016860
BRITISH MEDICAL JOURNAL,"74,759",14.093,0.144020
DEVELOPMENTAL CELL,"18,481",14.030,0.118390
ADVANCED MATERIALS,"79,860",13.877,0.262410
JOURNAL OF EXPERIMENTAL MEDICINE,"67,223",13.853,0.188510
JOURNAL OF THE NATIONAL CANCER INSTITUTE,"35,847",13.757,0.080690
Cell Metabolism,"9,907",13.668,0.071500
MOLECULAR PSYCHIATRY,"11,679",13.668,0.040570
GENOME RESEARCH,"24,988",13.608,0.127020
Annual Review of Biophysics,"1,294",13.574,0.013080
Cell Host & Microbe,"4,840",13.500,0.041960
ASTROPHYSICAL JOURNAL SUPPLEMENT SERIES,"21,343",13.456,0.076400
ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,"209,862",13.455,0.514210
NANO LETTERS,"75,287",13.198,0.345910
Annual Review of Medicine,"4,559",13.104,0.013450
Annual Review of Materials Research,"4,964",13.073,0.011710
JOURNAL OF CLINICAL INVESTIGATION,"91,498",13.069,0.218370
MICROBIOLOGY AND MOLECULAR BIOLOGY REVIEWS,"8,496",13.018,0.019410
CURRENT OPINION IN CELL BIOLOGY,"13,795",12.897,0.063740
Annual Review of Fluid Mechanics,"6,234",12.767,0.012960
NATURE STRUCTURAL & MOLECULAR BIOLOGY,"22,401",12.712,0.122860
ACTA CRYSTALLOGRAPHICA SECTION D-BIOLOGICAL CRYSTALLOGRAPHY,"12,770",12.619,0.053840
TRENDS IN COGNITIVE SCIENCES,"13,558",12.586,0.046700
TRENDS IN COGNITIVE SCIENCES,"13,558",12.586,0.046700
AMERICAN JOURNAL OF PSYCHIATRY,"41,901",12.539,0.067580
AMERICAN JOURNAL OF PSYCHIATRY,"41,901",12.539,0.067580
Living Reviews in Solar Physics,370,12.500,0.002780
Nature Reviews Neurology,"1,390",12.461,0.009220
Annual Review of Condensed Matter Physics,293,12.389,0.003480
REVIEWS OF GEOPHYSICS,"5,798",12.364,0.010920
TRENDS IN CELL BIOLOGY,"10,684",12.354,0.047010
Annual Review of Biomedical Engineering,"2,868",12.214,0.008200
COORDINATION CHEMISTRY REVIEWS,"25,062",12.110,0.041690
ARCHIVES OF GENERAL PSYCHIATRY,"35,277",12.016,0.062500
ARCHIVES OF GENERAL PSYCHIATRY,"35,277",12.016,0.062500
Nature Reviews Clinical Oncology,"1,558",11.963,0.009990
Nature Geoscience,"5,131",11.754,0.054330
SURFACE SCIENCE REPORTS,"3,702",11.696,0.009040
GASTROENTEROLOGY,"57,982",11.675,0.156400
HEPATOLOGY,"46,871",11.665,0.120260
GENES & DEVELOPMENT,"55,857",11.659,0.209550
ASTRONOMY AND ASTROPHYSICS REVIEW,817,11.526,0.005480
ADVANCED DRUG DELIVERY REVIEWS,"19,409",11.502,0.039340
ARCHIVES OF INTERNAL MEDICINE,"37,598",11.462,0.107640
Annual Review of Entomology,"8,270",11.455,0.012090
PLOS BIOLOGY,"20,579",11.452,0.149590
FRONTIERS IN NEUROENDOCRINOLOGY,"2,660",11.429,0.008980
ACS Nano,"22,409",11.421,0.120830
IMMUNOLOGICAL REVIEWS,"11,982",11.148,0.055220
ANNALS OF NEUROLOGY,"31,352",11.089,0.067360
AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,"46,471",11.080,0.102820
TRENDS IN PLANT SCIENCE,"11,845",11.047,0.031280
JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY,"35,353",11.003,0.089690
FEMS MICROBIOLOGY REVIEWS,"7,160",10.960,0.017590
TRENDS IN PHARMACOLOGICAL SCIENCES,"10,380",10.927,0.029000
TRENDS IN BIOCHEMICAL SCIENCES,"15,180",10.847,0.041660
Pain Physician,"2,790",10.722,0.004590
MEDICINAL RESEARCH REVIEWS,"3,096",10.700,0.006770
PROGRESS IN LIPID RESEARCH,"3,761",10.667,0.008970
STUDIES IN MYCOLOGY,"1,266",10.625,0.003040
AMERICAN JOURNAL OF HUMAN GENETICS,"34,192",10.603,0.106840
CANCER AND METASTASIS REVIEWS,"4,501",10.573,0.018040
EUROPEAN HEART JOURNAL,"28,286",10.478,0.111140
MASS SPECTROMETRY REVIEWS,"3,994",10.461,0.011040
TRENDS IN IMMUNOLOGY,"7,232",10.403,0.027310
JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY C-PHOTOCHEMISTRY REVIEWS,"1,654",10.360,0.003670
TRENDS IN MOLECULAR MEDICINE,"5,639",10.355,0.022640
BRAIN RESEARCH REVIEWS,"8,773",10.342,0.022520
EMBO Molecular Medicine,776,10.333,0.005830
JOURNAL OF CELL BIOLOGY,"71,070",10.264,0.186320
SYSTEMATIC BIOLOGY,"10,361",10.225,0.026720
ADVANCED FUNCTIONAL MATERIALS,"28,503",10.179,0.112690
GUT,"29,465",10.111,0.062140
QUARTERLY REVIEWS OF BIOPHYSICS,"2,221",10.091,0.007040
TRENDS IN GENETICS,"10,591",10.064,0.036120
SIAM REVIEW,"4,537",10.020,0.011460
Nature Reviews Endocrinology,"1,179",9.971,0.007730
LASER PHYSICS LETTERS,"4,670",9.970,0.011500
MOLECULAR ASPECTS OF MEDICINE,"2,656",9.970,0.008430
Nature Protocols,"13,626",9.924,0.107160
JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,"408,307",9.907,0.817300
BLOOD,"140,118",9.898,0.427940
Advances in Microbial Physiology,909,9.875,0.001290
Annual Review of Phytopathology,"5,009",9.875,0.007710
CURRENT OPINION IN CHEMICAL BIOLOGY,"8,599",9.850,0.027870
NATURAL PRODUCT REPORTS,"5,774",9.790,0.015940
PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,"504,243",9.681,1.601680
JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY,"29,678",9.663,0.078300
CURRENT BIOLOGY,"41,572",9.647,0.186070
BIOTECHNOLOGY ADVANCES,"5,293",9.646,0.015840
Energy & Environmental Science,"5,087",9.610,0.018020
LEUKEMIA,"17,255",9.561,0.067640
DRUG RESISTANCE UPDATES,"1,854",9.559,0.005000
CURRENT OPINION IN IMMUNOLOGY,"8,729",9.522,0.037930
CIRCULATION RESEARCH,"43,101",9.489,0.108840
CRITICAL REVIEWS IN SOLID STATE AND MATERIALS SCIENCES,694,9.467,0.002090
BRAIN,"38,614",9.457,0.099640
PROGRESS IN RETINAL AND EYE RESEARCH,"3,277",9.455,0.008310
Annual Review of Nutrition,"4,095",9.447,0.006920
CURRENT OPINION IN STRUCTURAL BIOLOGY,"10,190",9.424,0.041080
Cold Spring Harbor Perspectives in Biology,"2,379",9.402,0.022790
BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER,"3,046",9.380,0.012460
PROGRESS IN INORGANIC CHEMISTRY,"1,495",9.333,0.000810
ACTA NEUROPATHOLOGICA,"10,562",9.320,0.026390
CURRENT OPINION IN PLANT BIOLOGY,"8,747",9.272,0.030500
JOURNAL OF HEPATOLOGY,"19,779",9.264,0.052350
JOURNAL OF ECONOMIC LITERATURE,"4,715",9.243,0.016960
HUMAN REPRODUCTION UPDATE,"5,125",9.234,0.013390
EMBO JOURNAL,"73,390",9.205,0.173350
CLINICAL INFECTIOUS DISEASES,"43,819",9.154,0.133960
TRENDS IN BIOTECHNOLOGY,"9,581",9.148,0.021900
PLoS Pathogens,"15,642",9.127,0.113820
FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,"3,745",9.113,0.019700
Annual Review of Clinical Psychology,"1,573",9.111,0.008300
Annual Review of Clinical Psychology,"1,573",9.111,0.008300
BIOLOGICAL REVIEWS,"5,678",9.067,0.014020
Annual Review of Analytical Chemistry,876,9.048,0.005200
GENOME BIOLOGY,"15,556",9.036,0.082190
PLANT CELL,"36,816",8.987,0.089380
PROGRESS IN NEUROBIOLOGY,"9,985",8.874,0.019380
CELL DEATH AND DIFFERENTIATION,"13,183",8.849,0.057510
Nature Reviews Cardiology,"1,018",8.833,0.007160
SCHIZOPHRENIA BULLETIN,"10,353",8.800,0.029690
SCHIZOPHRENIA BULLETIN,"10,353",8.800,0.029690
ANNALS OF THE RHEUMATIC DISEASES,"24,321",8.727,0.068220
PLoS Genetics,"16,668",8.694,0.154260
NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,"11,422",8.650,0.029650
PROGRESS IN SURFACE SCIENCE,"1,728",8.636,0.004130
Molecular Systems Biology,"4,671",8.626,0.039150
PHARMACOLOGY & THERAPEUTICS,"10,260",8.562,0.029170
EUROPEAN UROLOGY,"14,914",8.493,0.051070
ANTIOXIDANTS & REDOX SIGNALING,"9,629",8.456,0.037020
Nature Reviews Rheumatology,"1,196",8.388,0.007930
Small,"15,181",8.349,0.072370
NEUROLOGY,"72,475",8.312,0.143830
DIABETES,"44,820",8.286,0.104170
BIOLOGICAL PSYCHIATRY,"34,481",8.283,0.093870
CANADIAN MEDICAL ASSOCIATION JOURNAL,"11,413",8.217,0.029470
CELL RESEARCH,"5,318",8.190,0.027960
ADVANCES IN COLLOID AND INTERFACE SCIENCE,"6,414",8.120,0.013140
TRENDS IN ENDOCRINOLOGY AND METABOLISM,"5,044",8.115,0.017470
Nature Reviews Gastroenterology & Hepatology,888,8.102,0.005360
DIABETES CARE,"44,452",8.087,0.114230
CURRENT OPINION IN GENETICS & DEVELOPMENT,"7,832",8.086,0.033730
NUCLEIC ACIDS RESEARCH,"106,520",8.026,0.304880
CURRENT OPINION IN COLLOID & INTERFACE SCIENCE,"4,478",8.010,0.009190
Nature Clinical Practice Oncology,"1,527",8.000,0.008690
NEUROPSYCHOPHARMACOLOGY,"18,318",7.991,0.053450
PHYSIOLOGY,"2,230",7.953,0.011740
CURRENT OPINION IN MICROBIOLOGY,"7,344",7.929,0.029690
TRENDS IN MICROBIOLOGY,"7,745",7.910,0.020870
CLINICAL CHEMISTRY,"25,542",7.905,0.046520
ARTHRITIS AND RHEUMATISM,"43,887",7.866,0.098670
CANCER RESEARCH,"138,772",7.856,0.362730
CYTOKINE & GROWTH FACTOR REVIEWS,"4,405",7.812,0.012780
Science Translational Medicine,"2,509",7.804,0.017730
STEM CELLS,"17,241",7.781,0.081180
PSYCHOLOGICAL REVIEW,"19,753",7.756,0.022030
PSYCHOLOGICAL REVIEW,"19,753",7.756,0.022030
CLINICAL CANCER RESEARCH,"60,853",7.742,0.205970
QUARTERLY REVIEW OF BIOLOGY,"3,153",7.727,0.003200
CURRENT OPINION IN BIOTECHNOLOGY,"8,718",7.711,0.023570
Journal of Molecular Cell Biology,298,7.667,0.001700
CRITICAL REVIEWS IN BIOCHEMISTRY AND MOLECULAR BIOLOGY,"2,500",7.655,0.008700
Advances in Carbohydrate Chemistry and Biochemistry,851,7.643,0.000820
HUMAN MOLECULAR GENETICS,"33,384",7.636,0.115140
Nature Clinical Practice Neurology,"1,055",7.636,0.006630
ARCHIVES OF NEUROLOGY,"21,196",7.584,0.045610
EPIDEMIOLOGIC REVIEWS,"2,589",7.583,0.006100
Nature Clinical Practice Endocrinology & Metabolism,"1,127",7.545,0.006780
Chemical Science,"1,697",7.525,0.004520
CATALYSIS REVIEWS-SCIENCE AND ENGINEERING,"2,737",7.500,0.002190
Science Signaling,"3,597",7.499,0.032350
ANNALS OF SURGERY,"35,171",7.492,0.070660
Autophagy,"4,923",7.453,0.029950
CURRENT OPINION IN NEUROBIOLOGY,"10,788",7.444,0.040300
ECOLOGICAL MONOGRAPHS,"8,300",7.433,0.010710
BIOMATERIALS,"60,902",7.404,0.130650
MOLECULAR & CELLULAR PROTEOMICS,"12,985",7.398,0.054250
Nature Communications,"1,859",7.396,0.012220
Laser & Photonics Reviews,"1,188",7.388,0.009180
ISME Journal,"3,899",7.375,0.023420
PHYSICAL REVIEW LETTERS,"335,444",7.370,1.144570
JOURNAL OF AUTOIMMUNITY,"3,583",7.368,0.010810
EMBO REPORTS,"9,618",7.355,0.046600
BASIC RESEARCH IN CARDIOLOGY,"3,310",7.348,0.008390
Annual Review of Chemical and Biomolecular Engineering,158,7.294,0.000930
CHEMISTRY OF MATERIALS,"69,926",7.286,0.158360
AMERICAN JOURNAL OF GASTROENTEROLOGY,"26,645",7.282,0.062320
Particle and Fibre Toxicology,"1,029",7.253,0.004600
Annual Review of Earth and Planetary Sciences,"4,024",7.227,0.010650
Physics of Life Reviews,549,7.208,0.002150
REVIEWS IN MEDICAL VIROLOGY,"1,696",7.200,0.005420
EXPERT REVIEWS IN MOLECULAR MEDICINE,"1,511",7.143,0.006930
JOURNAL OF NEUROSCIENCE,"150,228",7.115,0.449630
Nature Reviews Nephrology,849,7.092,0.005330
INTERNATIONAL JOURNAL OF CARDIOLOGY,"11,668",7.078,0.033420
CLINICAL PSYCHOLOGY REVIEW,"6,710",7.071,0.019190
SEMINARS IN LIVER DISEASE,"3,337",7.053,0.007480
Nature Clinical Practice Cardiovascular Medicine,"1,403",7.043,0.007500
Obesity Reviews,"4,347",7.038,0.015640
ENVIRONMENTAL HEALTH PERSPECTIVES,"28,595",7.036,0.063130
Advances in Organometallic Chemistry,951,7.000,0.000740
PROGRESS IN QUANTUM ELECTRONICS,699,7.000,0.001870
Nano Research,"2,017",6.970,0.011140
Mucosal Immunology,"1,475",6.963,0.010400
INTERNATIONAL MATERIALS REVIEWS,"2,026",6.962,0.003400
SLEEP MEDICINE REVIEWS,"2,482",6.931,0.007990
MOLECULAR THERAPY,"11,679",6.873,0.042980
AMERICAN PSYCHOLOGIST,"14,908",6.869,0.016220
GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,"3,816",6.868,0.011200
GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,"3,816",6.868,0.011200
GLOBAL CHANGE BIOLOGY,"16,313",6.862,0.064550
CURRENT OPINION IN PHARMACOLOGY,"5,003",6.856,0.020630
THORAX,"15,810",6.840,0.035930
DRUG DISCOVERY TODAY,"8,280",6.828,0.021850
ChemSusChem,"3,040",6.827,0.013390
DIABETOLOGIA,"22,276",6.814,0.058870
PROCEEDINGS OF THE IEEE,"16,872",6.810,0.040810
JACC-Cardiovascular Interventions,"2,602",6.800,0.019040
JOURNAL OF MAMMARY GLAND BIOLOGY AND NEOPLASIA,"1,972",6.741,0.005590
Advances in Cancer Research,"1,838",6.733,0.004830
Nanomedicine-Nanotechnology Biology and Medicine,"2,091",6.692,0.007240
AMERICAN JOURNAL OF CLINICAL NUTRITION,"45,766",6.669,0.093840
GONDWANA RESEARCH,"3,498",6.659,0.011000
SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY,"4,982",6.646,0.024610
NEW PHYTOLOGIST,"24,938",6.645,0.063860
AUTOIMMUNITY REVIEWS,"3,998",6.624,0.014350
BRITISH JOURNAL OF PSYCHIATRY,"20,364",6.619,0.034320
BRITISH JOURNAL OF PSYCHIATRY,"20,364",6.619,0.034320
NEUROPSYCHOLOGY REVIEW,"1,339",6.618,0.005500
NEUROPSYCHOLOGY REVIEW,"1,339",6.618,0.005500
KIDNEY INTERNATIONAL,"37,436",6.606,0.071270
DEVELOPMENT,"51,121",6.596,0.138530
EARTH-SCIENCE REVIEWS,"5,065",6.594,0.016640
CELLULAR AND MOLECULAR LIFE SCIENCES,"16,807",6.570,0.065200
Topics in Current Chemistry,"4,942",6.568,0.007830
CEREBRAL CORTEX,"19,105",6.544,0.072770
PLANT PHYSIOLOGY,"59,542",6.535,0.098770
JOURNAL OF CONTROLLED RELEASE,"26,071",6.499,0.046430
SEMINARS IN CANCER BIOLOGY,"3,861",6.475,0.013360
CRITICAL REVIEWS IN BIOTECHNOLOGY,"1,193",6.472,0.002180
Retrovirology,"3,101",6.470,0.016390
Circulation-Arrhythmia and Electrophysiology,"1,416",6.462,0.009430
MUTATION RESEARCH-REVIEWS IN MUTATION RESEARCH,"2,571",6.462,0.007190
Annual Review of Nuclear and Particle Science,"1,853",6.457,0.007230
ACS Chemical Biology,"2,681",6.446,0.018510
JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,"15,531",6.444,0.025370
JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,"15,531",6.444,0.025370
ANNALS OF ONCOLOGY,"19,905",6.425,0.066140
Haematologica-The Hematology Journal,"10,766",6.424,0.046450
Annual Review of Environment and Resources,"1,170",6.419,0.004940
Annual Review of Environment and Resources,"1,170",6.419,0.004940
INTERNATIONAL JOURNAL OF EPIDEMIOLOGY,"13,378",6.414,0.037470
JOURNAL OF INFECTIOUS DISEASES,"42,700",6.410,0.102740
PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,"23,973",6.401,0.077290
DRUG METABOLISM REVIEWS,"2,206",6.400,0.004810
AMERICAN JOURNAL OF TRANSPLANTATION,"15,126",6.394,0.059480
SEMINARS IN IMMUNOLOGY,"3,235",6.393,0.015790
JOURNAL OF NUCLEAR MEDICINE,"21,165",6.381,0.047240
Alzheimers & Dementia,"1,888",6.373,0.008650
JOURNAL OF BONE AND MINERAL RESEARCH,"21,405",6.373,0.048310
ONCOGENE,"58,176",6.373,0.171680
ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,"30,722",6.368,0.082480
JOURNAL OF MEDICAL GENETICS,"11,334",6.365,0.030410
STRUCTURE,"11,853",6.347,0.047760
CRITICAL CARE MEDICINE,"30,570",6.330,0.080360
GREEN CHEMISTRY,"12,023",6.320,0.031850
JOURNAL OF PATHOLOGY,"13,421",6.318,0.034060
JOURNAL OF INVESTIGATIVE DERMATOLOGY,"22,454",6.314,0.050120
IEEE Communications Surveys and Tutorials,874,6.311,0.005020
Circulation-Heart Failure,"1,395",6.286,0.011360
PSYCHOTHERAPY AND PSYCHOSOMATICS,"2,663",6.284,0.005700
PSYCHOTHERAPY AND PSYCHOSOMATICS,"2,663",6.284,0.005700
Polymer Reviews,939,6.281,0.004850
Seminars in Immunopathology,945,6.274,0.006760
TRAC-TRENDS IN ANALYTICAL CHEMISTRY,"6,620",6.273,0.016720
ALLERGY,"12,156",6.271,0.031460
CRITICAL REVIEWS IN MICROBIOLOGY,"1,279",6.270,0.002740
AGING CELL,"3,673",6.265,0.018560
AIDS,"23,156",6.245,0.073000
World Psychiatry,911,6.233,0.003120
World Psychiatry,911,6.233,0.003120
Journal of Physical Chemistry Letters,"4,695",6.213,0.024170
HYPERTENSION,"30,265",6.207,0.066410
NEUROBIOLOGY OF AGING,"12,739",6.189,0.033780
AGEING RESEARCH REVIEWS,"1,713",6.174,0.005720
ACADEMY OF MANAGEMENT REVIEW,"16,559",6.169,0.021000
CHEMICAL COMMUNICATIONS,"105,562",6.169,0.241000
EMERGING INFECTIOUS DISEASES,"20,666",6.169,0.066860
PLANT JOURNAL,"30,416",6.160,0.076480
PSYCHOLOGICAL MEDICINE,"15,297",6.159,0.033870
PSYCHOLOGICAL MEDICINE,"15,297",6.159,0.033870
Eurosurveillance,"5,072",6.153,0.024850
Social Cognitive and Affective Neuroscience,"1,374",6.132,0.009810
Social Cognitive and Affective Neuroscience,"1,374",6.132,0.009810
JOURNAL OF CELL SCIENCE,"38,674",6.111,0.120960
Circulation-Cardiovascular Genetics,"1,080",6.105,0.008420
Biotechnology for Biofuels,538,6.088,0.002610
CURRENT OPINION IN LIPIDOLOGY,"3,478",6.086,0.010650
Nature Clinical Practice Nephrology,803,6.083,0.004880
CORTEX,"4,985",6.080,0.013450
PERSONALITY AND SOCIAL PSYCHOLOGY REVIEW,"2,610",6.071,0.009860
CARDIOVASCULAR RESEARCH,"19,557",6.064,0.051480
ANGIOGENESIS,"1,633",6.063,0.006160
Circulation-Cardiovascular Interventions,"1,091",6.058,0.008400
CANCER TREATMENT REVIEWS,"3,642",6.054,0.012890
ADVANCED SYNTHESIS & CATALYSIS,"14,629",6.048,0.048070
CLINICAL PHARMACOLOGY & THERAPEUTICS,"12,986",6.043,0.030820
BMC Medicine,"1,835",6.035,0.009660
BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY,"10,674",6.026,0.027510
ASTROPHYSICAL JOURNAL,"166,376",6.024,0.429620
RENEWABLE & SUSTAINABLE ENERGY REVIEWS,"6,844",6.018,0.024400
Neurotherapeutics,"1,524",6.008,0.008380
JOURNAL OF CATALYSIS,"33,570",6.002,0.044180
Current Topics in Developmental Biology,"2,056",6.000,0.012230
KINDHEIT UND ENTWICKLUNG,586,6.000,0.001070
JOURNAL OF MATERIALS CHEMISTRY,"46,166",5.968,0.126410
INTERNATIONAL REVIEWS IN PHYSICAL CHEMISTRY,"1,533",5.967,0.004020
JOURNAL OF CLINICAL ENDOCRINOLOGY & METABOLISM,"65,397",5.967,0.128180
Progress in Optics,941,5.952,0.001540
NEOPLASIA,"5,282",5.946,0.019650
Circulation-Cardiovascular Imaging,"1,053",5.941,0.007570
CHEMISTRY-A EUROPEAN JOURNAL,"54,127",5.925,0.169080
QUARTERLY JOURNAL OF ECONOMICS,"14,234",5.920,0.049040
Nanoscale,"3,187",5.914,0.011660
Cochrane Database of Systematic Reviews,"29,593",5.912,0.121700
EUROPEAN RESPIRATORY JOURNAL,"23,009",5.895,0.055650
NEUROIMAGE,"50,569",5.895,0.153560
HUMAN BRAIN MAPPING,"10,916",5.880,0.036170
ORGANIC LETTERS,"68,838",5.862,0.187960
ANALYTICAL CHEMISTRY,"95,262",5.856,0.175830
Nature Clinical Practice Rheumatology,"1,058",5.846,0.006440
ENVIRONMENTAL MICROBIOLOGY,"12,352",5.843,0.052140
JOURNAL OF HIGH ENERGY PHYSICS,"45,573",5.831,0.167130
CHEMISTRY & BIOLOGY,"9,121",5.829,0.027600
PSYCHONEUROENDOCRINOLOGY,"8,114",5.809,0.021720
FISH AND FISHERIES,"1,549",5.800,0.005700
JOURNAL OF CLINICAL PSYCHIATRY,"17,719",5.799,0.036400
JOURNAL OF CLINICAL PSYCHIATRY,"17,719",5.799,0.036400
JOURNAL OF PINEAL RESEARCH,"4,136",5.794,0.006150
PROGRESS IN PHOTOVOLTAICS,"3,277",5.789,0.009800
JOURNAL OF IMMUNOLOGY,"131,493",5.788,0.369890
PAIN,"29,045",5.777,0.047260
Advances in Immunology,"2,240",5.762,0.008590
Nanotoxicology,793,5.758,0.003330
BMC BIOLOGY,"2,193",5.750,0.016720
PROGRESS IN CRYSTAL GROWTH AND CHARACTERIZATION OF MATERIALS,589,5.750,0.001300
MOLECULAR NEUROBIOLOGY,"2,358",5.735,0.007780
JOURNAL OF THROMBOSIS AND HAEMOSTASIS,"12,697",5.731,0.054170
STROKE,"48,243",5.729,0.105960
RADIOLOGY,"43,818",5.726,0.073460
