Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score
Living Reviews in Relativity,"1,838",19.250,0.006300
PROGRESS IN ENERGY AND COMBUSTION SCIENCE,"6,443",19.220,0.011770
Annual Review of Pathology-Mechanisms of Disease,"3,122",18.750,0.013320
Annual Review of Physiology,"8,693",18.510,0.016850
JOURNAL OF CLINICAL ONCOLOGY,"133,258",18.443,0.346810
Annual Review of Pharmacology and Toxicology,"7,561",18.365,0.011680
ANNALS OF INTERNAL MEDICINE,"48,356",17.810,0.106290
ASTRONOMY AND ASTROPHYSICS REVIEW,"1,209",17.737,0.006830
Living Reviews in Solar Physics,840,17.636,0.006040
Cell Metabolism,"18,502",17.565,0.079190
ADVANCED MATERIALS,"128,805",17.493,0.299560
BMJ-British Medical Journal,"89,031",17.445,0.169220
CLINICAL MICROBIOLOGY REVIEWS,"13,982",17.406,0.020110
ARCHIVES OF INTERNAL MEDICINE,"38,021",17.333,0.066730
PHARMACOLOGICAL REVIEWS,"11,630",17.099,0.017260
ALDRICHIMICA ACTA,"1,097",17.083,0.002300
REPORTS ON PROGRESS IN PHYSICS,"12,463",17.062,0.036730
Advances in Anatomy Embryology and Cell Biology,424,17.000,0.000440
Annual Review of Physical Chemistry,"7,749",16.842,0.014090
Psychological Science in the Public Interest,685,16.833,0.002580
GASTROENTEROLOGY,"66,614",16.716,0.138210
Annual Review of Cell and Developmental Biology,"9,301",16.660,0.023560
JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,"80,926",16.503,0.212750
TRENDS IN ECOLOGY & EVOLUTION,"28,654",16.196,0.053180
Advanced Energy Materials,"10,129",16.146,0.037510
NATURE NEUROSCIENCE,"50,204",16.095,0.154920
JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY C-PHOTOCHEMISTRY REVIEWS,"2,767",16.091,0.004270
Science Translational Medicine,"13,031",15.843,0.091690
Annual Review of Genetics,"7,474",15.724,0.020560
MATERIALS SCIENCE & ENGINEERING R-REPORTS,"5,625",15.500,0.007310
Annual Review of Biophysics,"2,329",15.436,0.014210
Nature Reviews Neurology,"4,264",15.358,0.024290
EUROPEAN HEART JOURNAL,"38,544",15.203,0.124890
CIRCULATION,"155,571",15.073,0.279250
NEURON,"77,446",15.054,0.223200
ADVANCED DRUG DELIVERY REVIEWS,"27,077",15.038,0.040380
Nano Today,"4,770",15.000,0.016250
REVIEWS OF GEOPHYSICS,"7,707",14.800,0.011900
Annual Review of Condensed Matter Physics,"1,159",14.786,0.010960
SURFACE SCIENCE REPORTS,"4,495",14.765,0.004870
PSYCHOLOGICAL BULLETIN,"36,794",14.756,0.032040
PSYCHOLOGICAL BULLETIN,"36,794",14.756,0.032040
GUT,"34,911",14.660,0.062150
GENOME RESEARCH,"33,977",14.630,0.138390
MICROBIOLOGY AND MOLECULAR BIOLOGY REVIEWS,"9,777",14.611,0.014450
Light-Science & Applications,"1,042",14.603,0.004480
Nature Climate Change,"5,415",14.547,0.037590
Nature Climate Change,"5,415",14.547,0.037590
MOLECULAR PSYCHIATRY,"14,510",14.496,0.043170
ARCHIVES OF GENERAL PSYCHIATRY,"36,976",14.480,0.048690
ARCHIVES OF GENERAL PSYCHIATRY,"36,976",14.480,0.048690
PLOS MEDICINE,"18,649",14.429,0.068770
SYSTEMATIC BIOLOGY,"13,303",14.387,0.029450
Annual Review of Marine Science,"1,976",14.356,0.013050
World Psychiatry,"1,914",14.225,0.004810
World Psychiatry,"1,914",14.225,0.004810
Annual Review of Biomedical Engineering,"3,859",14.211,0.007390
Nature Reviews Clinical Oncology,"4,462",14.180,0.025200
Materials Today,"5,339",14.107,0.012440
MOLECULAR CELL,"53,786",14.018,0.200630
EUROPEAN UROLOGY,"21,495",13.938,0.061560
Annual Review of Entomology,"10,553",13.731,0.011340
NANO LETTERS,"118,534",13.592,0.363960
TRENDS IN NEUROSCIENCES,"19,082",13.555,0.033630
NATURE STRUCTURAL & MOLECULAR BIOLOGY,"26,673",13.309,0.114740
Nature Reviews Endocrinology,"3,661",13.281,0.019640
JOURNAL OF CLINICAL INVESTIGATION,"98,555",13.262,0.188270
STUDIES IN MYCOLOGY,"1,660",13.250,0.003640
FEMS MICROBIOLOGY REVIEWS,"8,828",13.244,0.018740
JAMA Internal Medicine,"2,934",13.116,0.017550
AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,"51,902",12.996,0.098420
Nature Chemical Biology,"14,121",12.996,0.063130
TRENDS IN PLANT SCIENCE,"16,637",12.929,0.032360
Annual Review of Medicine,"5,612",12.928,0.013490
ACS Nano,"78,579",12.881,0.310210
Annual Review of Clinical Psychology,"2,980",12.674,0.009760
Annual Review of Clinical Psychology,"2,980",12.674,0.009760
Nature Reviews Gastroenterology & Hepatology,"3,345",12.610,0.017180
JNCI-Journal of the National Cancer Institute,"36,458",12.583,0.062750
JOURNAL OF EXPERIMENTAL MEDICINE,"62,917",12.515,0.120070
CELL RESEARCH,"9,195",12.413,0.034820
Alzheimers & Dementia,"5,371",12.407,0.022130
Cell Host & Microbe,"9,206",12.328,0.051850
AMERICAN JOURNAL OF PSYCHIATRY,"42,476",12.295,0.048430
AMERICAN JOURNAL OF PSYCHIATRY,"42,476",12.295,0.048430
COORDINATION CHEMISTRY REVIEWS,"29,127",12.239,0.039260
Annual Review of Microbiology,"9,193",12.182,0.016250
JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,"489,761",12.113,0.813230
JAMA Psychiatry,"1,886",12.008,0.009990
JAMA Psychiatry,"1,886",12.008,0.009990
TRENDS IN CELL BIOLOGY,"11,481",12.007,0.034740
TRENDS IN BIOTECHNOLOGY,"11,427",11.958,0.021090
Wiley Interdisciplinary Reviews-Computational Molecular Science,"2,014",11.885,0.008530
Annual Review of Materials Research,"6,481",11.854,0.011140
BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY,"14,786",11.808,0.035450
ADVANCED FUNCTIONAL MATERIALS,"51,895",11.805,0.131860
Autophagy,"9,457",11.753,0.032890
Nature Geoscience,"12,258",11.740,0.086980
TRENDS IN PHARMACOLOGICAL SCIENCES,"10,743",11.539,0.021190
JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY,"38,706",11.476,0.079860
Nature Communications,"39,396",11.470,0.263260
JOURNAL OF HEPATOLOGY,"27,739",11.336,0.072320
ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,"242,023",11.261,0.530690
Annual Review of Nuclear and Particle Science,"2,464",11.256,0.007280
TRENDS IN BIOCHEMICAL SCIENCES,"15,782",11.227,0.032380
ASTROPHYSICAL JOURNAL SUPPLEMENT SERIES,"23,963",11.215,0.091090
Annual Review of Fluid Mechanics,"8,177",11.163,0.013940
HEPATOLOGY,"58,031",11.055,0.127980
CIRCULATION RESEARCH,"47,773",11.019,0.082680
AMERICAN JOURNAL OF HUMAN GENETICS,"34,816",10.931,0.081600
Molecular Systems Biology,"7,644",10.872,0.038870
GENOME BIOLOGY,"22,663",10.810,0.087790
GENES & DEVELOPMENT,"59,511",10.798,0.128000
ACTA NEUROPATHOLOGICA,"13,098",10.762,0.033290
AMERICAN JOURNAL OF GASTROENTEROLOGY,"30,570",10.755,0.054520
ECOLOGY LETTERS,"22,999",10.689,0.068600
Annual Review of Ecology Evolution and Systematics,"16,942",10.562,0.016790
BLOOD,"150,854",10.452,0.372990
Kidney International Supplements,691,10.435,0.004710
EMBO JOURNAL,"72,583",10.434,0.128000
LEUKEMIA,"20,905",10.431,0.057380
TRENDS IN IMMUNOLOGY,"8,931",10.399,0.026610
ANNALS OF THE RHEUMATIC DISEASES,"33,400",10.377,0.071730
Nano Energy,"2,755",10.325,0.008260
BIOLOGICAL PSYCHIATRY,"40,812",10.255,0.079480
MOLECULAR ASPECTS OF MEDICINE,"4,050",10.238,0.011220
HUMAN REPRODUCTION UPDATE,"6,625",10.165,0.014440
IMMUNOLOGICAL REVIEWS,"12,935",10.120,0.042560
NPG Asia Materials,"1,145",10.118,0.005090
Advances in Optics and Photonics,880,10.111,0.005360
NATURAL PRODUCT REPORTS,"8,047",10.107,0.016730
Lancet Global Health,457,10.042,0.002040
Lancet Global Health,457,10.042,0.002040
PROGRESS IN LIPID RESEARCH,"4,825",10.015,0.009380
Advances in Catalysis,"1,455",10.000,0.000990
PROGRESS IN NEUROBIOLOGY,"11,430",9.992,0.020140
ANNALS OF NEUROLOGY,"32,934",9.977,0.060540
TRENDS IN GENETICS,"11,210",9.918,0.026560
Nature Reviews Rheumatology,"3,335",9.845,0.016860
JOURNAL OF CELL BIOLOGY,"71,695",9.834,0.130140
PHARMACOLOGY & THERAPEUTICS,"11,806",9.723,0.022020
DEVELOPMENTAL CELL,"23,646",9.708,0.090600
PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,"586,144",9.674,1.416410
Nature Protocols,"24,589",9.673,0.083290
BIOLOGICAL REVIEWS,"7,868",9.670,0.016480
Lancet Respiratory Medicine,925,9.629,0.003920
Annual Review of Phytopathology,"6,346",9.620,0.008330
BRIEFINGS IN BIOINFORMATICS,"3,679",9.617,0.012940
JOURNAL OF PINEAL RESEARCH,"6,906",9.600,0.008160
CURRENT BIOLOGY,"48,575",9.571,0.144060
Perspectives on Psychological Science,"4,439",9.546,0.024690
Cold Spring Harbor Perspectives in Medicine,"2,588",9.469,0.016130
TRENDS IN MOLECULAR MEDICINE,"7,186",9.453,0.019460
TRENDS IN ENDOCRINOLOGY AND METABOLISM,"6,457",9.392,0.019290
JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY,"32,059",9.343,0.059310
PLOS BIOLOGY,"25,729",9.343,0.092920
PLANT CELL,"46,901",9.338,0.080800
SEMINARS IN CANCER BIOLOGY,"5,094",9.330,0.010960
CANCER RESEARCH,"142,659",9.329,0.211550
eLife,"3,179",9.322,0.024860
ACS Catalysis,"9,046",9.312,0.032510
ISME Journal,"10,314",9.302,0.045780
Chemical Science,"14,941",9.211,0.068000
BRAIN,"44,379",9.196,0.084890
PSYCHOTHERAPY AND PSYCHOSOMATICS,"2,866",9.196,0.005510
PSYCHOTHERAPY AND PSYCHOSOMATICS,"2,866",9.196,0.005510
TRENDS IN MICROBIOLOGY,"9,285",9.186,0.019340
Lancet Diabetes & Endocrinology,710,9.185,0.001640
Nature Reviews Cardiology,"2,647",9.183,0.015820
INTERNATIONAL JOURNAL OF EPIDEMIOLOGY,"16,999",9.176,0.040590
DRUG RESISTANCE UPDATES,"2,178",9.121,0.004390
NUCLEIC ACIDS RESEARCH,"136,883",9.112,0.343470
MOLECULAR BIOLOGY AND EVOLUTION,"37,529",9.105,0.094360
EMBO REPORTS,"11,419",9.055,0.035720
Physical Review X,"2,364",9.043,0.019810
BIOTECHNOLOGY ADVANCES,"10,390",9.015,0.025560
Annual Review of Genomics and Human Genetics,"2,516",8.957,0.008610
CLINICAL INFECTIOUS DISEASES,"51,710",8.886,0.126800
Annual Review of Analytical Chemistry,"1,478",8.833,0.004770
NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,"16,868",8.802,0.041230
IEEE TRANSACTIONS ON FUZZY SYSTEMS,"8,581",8.746,0.012810
PROGRESS IN RETINAL AND EYE RESEARCH,"4,326",8.733,0.009080
CLINICAL CANCER RESEARCH,"72,155",8.722,0.161250
Cold Spring Harbor Perspectives in Biology,"7,817",8.679,0.057770
Annual Review of Chemical and Biomolecular Engineering,852,8.676,0.004610
CEREBRAL CORTEX,"26,191",8.665,0.069270
EMBO Molecular Medicine,"3,363",8.665,0.019610
Annual Review of Earth and Planetary Sciences,"5,801",8.582,0.012020
Physics of the Dark Universe,324,8.571,0.002270
KIDNEY INTERNATIONAL,"37,913",8.563,0.055160
BIOMATERIALS,"93,432",8.557,0.148670
Nature Reviews Nephrology,"2,345",8.542,0.012690
SLEEP MEDICINE REVIEWS,"3,919",8.513,0.009590
INTERNATIONAL MATERIALS REVIEWS,"2,949",8.500,0.004080
CATALYSIS REVIEWS-SCIENCE AND ENGINEERING,"2,986",8.471,0.001790
CURRENT OPINION IN CELL BIOLOGY,"13,844",8.467,0.038410
ONCOGENE,"64,071",8.459,0.103620
SCHIZOPHRENIA BULLETIN,"13,525",8.450,0.028060
SCHIZOPHRENIA BULLETIN,"13,525",8.450,0.028060
MEDICINAL RESEARCH REVIEWS,"3,542",8.431,0.004950
DIABETES CARE,"56,103",8.420,0.114140
JOURNAL OF AUTOIMMUNITY,"4,722",8.410,0.011570
Small,"26,638",8.368,0.076710
Annual Review of Nutrition,"4,699",8.359,0.004950
Cell Reports,"6,886",8.358,0.056460
CHEMISTRY OF MATERIALS,"86,283",8.354,0.121280
ANNALS OF SURGERY,"41,468",8.327,0.074720
THORAX,"19,426",8.290,0.035940
FISH AND FISHERIES,"2,526",8.258,0.006770
GONDWANA RESEARCH,"7,772",8.235,0.022000
NEUROLOGY,"76,539",8.185,0.122330
CELL DEATH AND DIFFERENTIATION,"16,082",8.184,0.040700
Geochemical Perspectives,60,8.143,0.000430
DIABETES,"49,747",8.095,0.088020
GLOBAL CHANGE BIOLOGY,"25,578",8.044,0.070050
Theranostics,"1,850",8.022,0.005990
GREEN CHEMISTRY,"24,614",8.020,0.047360
Laser & Photonics Reviews,"2,793",8.008,0.013100
Obesity Reviews,"7,580",7.995,0.023380
BRITISH JOURNAL OF PSYCHIATRY,"22,557",7.991,0.029800
BRITISH JOURNAL OF PSYCHIATRY,"22,557",7.991,0.029800
BMC BIOLOGY,"3,676",7.984,0.016970
ENVIRONMENTAL HEALTH PERSPECTIVES,"34,489",7.977,0.055140
PSYCHOLOGICAL REVIEW,"24,097",7.972,0.017130
PSYCHOLOGICAL REVIEW,"24,097",7.972,0.017130
AUTOIMMUNITY REVIEWS,"6,156",7.933,0.015300
CLINICAL CHEMISTRY,"26,550",7.911,0.034740
CLINICAL PHARMACOLOGY & THERAPEUTICS,"15,257",7.903,0.029760
Clinical Gastroenterology and Hepatology,"11,534",7.896,0.035920
EARTH-SCIENCE REVIEWS,"8,594",7.885,0.021550
CURRENT OPINION IN PLANT BIOLOGY,"11,125",7.848,0.025060
BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER,"3,964",7.845,0.010370
QUARTERLY REVIEWS OF BIOPHYSICS,"2,345",7.810,0.004390
ADVANCES IN COLLOID AND INTERFACE SCIENCE,"8,997",7.776,0.013390
Academy of Management Annals,"1,148",7.769,0.007260
ARTHRITIS AND RHEUMATISM,"46,886",7.764,0.080220
Seminars in Immunopathology,"2,008",7.748,0.009130
CRITICAL REVIEWS IN BIOCHEMISTRY AND MOLECULAR BIOLOGY,"3,088",7.714,0.007800
MASS SPECTROMETRY REVIEWS,"3,572",7.709,0.006640
JOURNAL OF CONTROLLED RELEASE,"35,437",7.705,0.052510
NEW PHYTOLOGIST,"33,918",7.672,0.071710
ChemSusChem,"10,725",7.657,0.032950
EUROPEAN RESPIRATORY JOURNAL,"28,687",7.636,0.053170
CANCER TREATMENT REVIEWS,"5,719",7.588,0.013880
PROGRESS IN PHOTOVOLTAICS,"7,188",7.584,0.016850
CURRENT OPINION IN GENETICS & DEVELOPMENT,"8,084",7.574,0.026580
PLoS Pathogens,"30,229",7.562,0.149020
PLoS Genetics,"33,624",7.528,0.198080
PHYSICAL REVIEW LETTERS,"387,635",7.512,0.938980
CHEST,"45,169",7.483,0.074850
CURRENT OPINION IN IMMUNOLOGY,"8,513",7.478,0.027330
Physics of Life Reviews,950,7.478,0.003080
ACADEMY OF MANAGEMENT REVIEW,"19,739",7.475,0.015710
Journal of Physical Chemistry Letters,"20,052",7.458,0.095240
Journal of Materials Chemistry A,"18,266",7.443,0.044320
FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,"6,205",7.441,0.017910
APPLIED CATALYSIS B-ENVIRONMENTAL,"33,001",7.435,0.053340
JOURNAL OF PATHOLOGY,"15,629",7.429,0.031630
ARCHIVES OF NEUROLOGY,"20,557",7.419,0.031350
ANTIOXIDANTS & REDOX SIGNALING,"15,899",7.407,0.045300
Nanoscale,"30,888",7.394,0.100010
Mucosal Immunology,"3,141",7.374,0.015500
Social Cognitive and Affective Neuroscience,"3,937",7.372,0.015630
Social Cognitive and Affective Neuroscience,"3,937",7.372,0.015630
ACTA NUMERICA,"1,308",7.364,0.003570
BMC Medicine,"5,708",7.356,0.024100
JACC-Cardiovascular Interventions,"5,235",7.345,0.031470
PSYCHOLOGICAL METHODS,"7,617",7.338,0.013600
GENETICS IN MEDICINE,"5,496",7.329,0.025330
BULLETIN OF THE AMERICAN MUSEUM OF NATURAL HISTORY,"2,583",7.316,0.002550
Journal of Cachexia Sarcopenia and Muscle,713,7.315,0.002080
JAMA Neurology,"1,672",7.271,0.008070
JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,"17,723",7.260,0.024820
JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,"17,723",7.260,0.024820
Conservation Letters,"1,701",7.241,0.009440
PROGRESS IN NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY,"2,127",7.237,0.004310
CANCER AND METASTASIS REVIEWS,"5,649",7.234,0.011050
JOURNAL OF INVESTIGATIVE DERMATOLOGY,"25,658",7.216,0.042690
INTENSIVE CARE MEDICINE,"16,128",7.214,0.034480
CURRENT OPINION IN STRUCTURAL BIOLOGY,"10,897",7.201,0.030910
JACC-Cardiovascular Imaging,"4,390",7.188,0.024610
CRITICAL REVIEWS IN BIOTECHNOLOGY,"1,735",7.178,0.002690
JAMA Pediatrics,"1,184",7.148,0.005690
CURRENT OPINION IN BIOTECHNOLOGY,"11,210",7.117,0.024600
Particle and Fibre Toxicology,"2,620",7.113,0.007530
PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,"32,026",7.055,0.079490
NEUROPSYCHOPHARMACOLOGY,"22,005",7.048,0.050060
ANNALS OF ONCOLOGY,"26,807",7.040,0.080770
FRONTIERS IN NEUROENDOCRINOLOGY,"3,146",7.037,0.008010
INTERNATIONAL REVIEWS IN PHYSICAL CHEMISTRY,"1,553",7.034,0.002680
Nano Research,"5,222",7.010,0.017410
Advances in Organometallic Chemistry,791,7.000,0.000310
ECOLOGICAL MONOGRAPHS,"9,207",6.980,0.009490
PLANT CELL AND ENVIRONMENT,"17,291",6.960,0.024310
CLINICAL PSYCHOLOGY REVIEW,"10,297",6.932,0.024160
JOURNAL OF CATALYSIS,"39,917",6.921,0.035500
Journal of Molecular Cell Biology,"1,141",6.870,0.005730
RADIOLOGY,"48,908",6.867,0.076860
PLANT PHYSIOLOGY,"73,318",6.841,0.092000
NEUROSCIENTIST,"3,821",6.837,0.008820
CHEMICAL COMMUNICATIONS,"160,408",6.834,0.350820
JOURNAL OF BONE AND MINERAL RESEARCH,"25,097",6.832,0.046710
CURRENT OPINION IN CHEMICAL BIOLOGY,"9,712",6.813,0.024240
JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY,"25,650",6.807,0.034930
IEEE Communications Surveys and Tutorials,"2,788",6.806,0.015670
mBio,"4,529",6.786,0.025870
NEURO-ONCOLOGY,"6,048",6.776,0.021650
AMERICAN JOURNAL OF CLINICAL NUTRITION,"51,613",6.770,0.072890
METABOLIC ENGINEERING,"3,929",6.767,0.010260
Advances in Genetics,"1,371",6.760,0.003380
EMERGING INFECTIOUS DISEASES,"24,477",6.751,0.059320
ACS Applied Materials & Interfaces,"32,234",6.723,0.094060
PERSONALITY AND SOCIAL PSYCHOLOGY REVIEW,"3,862",6.692,0.008870
DRUG DISCOVERY TODAY,"10,008",6.691,0.018440
DIABETOLOGIA,"26,260",6.671,0.055260
EPIDEMIOLOGIC REVIEWS,"3,063",6.667,0.003920
QUARTERLY JOURNAL OF ECONOMICS,"17,890",6.654,0.054580
JOURNAL OF HEART AND LUNG TRANSPLANTATION,"8,562",6.650,0.024350
CHEMISTRY & BIOLOGY,"11,228",6.645,0.028000
AGEING RESEARCH REVIEWS,"2,986",6.634,0.008790
CURRENT OPINION IN NEUROBIOLOGY,"12,732",6.628,0.033800
PROGRESS IN SOLID STATE CHEMISTRY,"1,635",6.600,0.001100
MOLECULAR & CELLULAR PROTEOMICS,"16,299",6.564,0.051800
Molecular Neurodegeneration,"2,058",6.563,0.008730
Methods in Ecology and Evolution,"2,906",6.554,0.017500
GLOBAL ECOLOGY AND BIOGEOGRAPHY,"6,957",6.531,0.020230
EUROPEAN JOURNAL OF HEART FAILURE,"7,181",6.526,0.023540
STEM CELLS,"20,143",6.523,0.048880
International Journal of Neural Systems,"1,154",6.507,0.002030
HYPERTENSION,"34,018",6.499,0.056590
IEEE TRANSACTIONS ON INDUSTRIAL ELECTRONICS,"27,141",6.498,0.063330
MOLECULAR ECOLOGY,"32,977",6.494,0.065010
TRAC-TRENDS IN ANALYTICAL CHEMISTRY,"9,058",6.472,0.017610
Annual Review of Public Health,"4,090",6.469,0.006730
Annual Review of Public Health,"4,090",6.469,0.006730
DEVELOPMENT,"54,140",6.462,0.108410
JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,"15,504",6.459,0.025980
JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,"15,504",6.459,0.025980
CRITICAL REVIEWS IN SOLID STATE AND MATERIALS SCIENCES,"1,052",6.450,0.001730
ACADEMY OF MANAGEMENT JOURNAL,"22,351",6.448,0.028090
Aging-US,"2,583",6.432,0.012550
NEW ASTRONOMY REVIEWS,865,6.429,0.002800
Nanotoxicology,"2,564",6.411,0.006760
BIOSENSORS & BIOELECTRONICS,"30,531",6.409,0.059190
HUMAN MOLECULAR GENETICS,"37,440",6.393,0.096910
REMOTE SENSING OF ENVIRONMENT,"34,609",6.393,0.045690
ORGANIC LETTERS,"87,730",6.364,0.173830
DIABETES OBESITY & METABOLISM,"6,605",6.360,0.021340
Oncotarget,"3,908",6.359,0.014340
NEUROIMAGE,"78,028",6.357,0.172390
JOURNAL OF NEUROSCIENCE,"173,265",6.344,0.383260
AGING CELL,"5,793",6.340,0.019120
Molecular Plant,"4,214",6.337,0.017720
JOURNAL OF MEDICAL GENETICS,"11,382",6.335,0.024030
Biochimica et Biophysica Acta-Gene Regulatory Mechanisms,"5,799",6.332,0.019260
Circulation-Cardiovascular Interventions,"2,718",6.324,0.017630
CRITICAL CARE MEDICINE,"33,132",6.312,0.065650
Annual Review of Food Science and Technology,600,6.289,0.002670
SPACE SCIENCE REVIEWS,"7,430",6.283,0.027500
Science Signaling,"7,211",6.279,0.047140
Reviews of Physiology Biochemistry and Pharmacology,779,6.273,0.000480
OncoImmunology,"2,080",6.266,0.006940
SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY,"6,404",6.265,0.022440
MAYO CLINIC PROCEEDINGS,"9,990",6.262,0.019720
PSYCHOLOGICAL INQUIRY,"2,700",6.250,0.003450
CURRENT OPINION IN SOLID STATE & MATERIALS SCIENCE,"3,068",6.235,0.004710
Journal of Crohns & Colitis,"2,946",6.234,0.009310
Health Psychology Review,462,6.233,0.001770
MOLECULAR THERAPY,"13,077",6.227,0.035200
Advances in Parasitology,"1,702",6.226,0.003180
FUNGAL DIVERSITY,"2,441",6.221,0.008750
IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS PART B-CYBERNETICS,"7,317",6.220,0.018290
CLADISTICS,"3,643",6.217,0.004680
JOURNAL OF POWER SOURCES,"83,937",6.217,0.116300
MUTATION RESEARCH-REVIEWS IN MUTATION RESEARCH,"2,740",6.213,0.004600
JOURNAL OF CLINICAL ENDOCRINOLOGY & METABOLISM,"72,536",6.209,0.120340
TRENDS IN PARASITOLOGY,"5,287",6.204,0.011750
ENVIRONMENTAL MICROBIOLOGY,"16,493",6.201,0.041830
CARBON,"46,718",6.196,0.073220
EPIDEMIOLOGY,"10,623",6.196,0.025820
EPIDEMIOLOGY,"10,623",6.196,0.025820
MODERN PATHOLOGY,"11,797",6.187,0.027040
JOURNAL OF NUCLEAR MEDICINE,"22,620",6.160,0.042460
Polymer Reviews,"1,388",6.156,0.002550
Nanomedicine-Nanotechnology Biology and Medicine,"5,381",6.155,0.014020
OPHTHALMOLOGY,"29,035",6.135,0.050290
PHYSICS LETTERS B,"61,553",6.131,0.105100
LAB ON A CHIP,"21,499",6.115,0.061910
JOURNAL OF HIGH ENERGY PHYSICS,"65,164",6.111,0.162940
AMERICAN PSYCHOLOGIST,"17,525",6.100,0.012240
