Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score
Journal of Translational Medicine,516,2.935,0.003330
Biogeosciences,278,2.813,0.002570
BMC BIOTECHNOLOGY,547,2.747,0.004410
BMC CANCER,"1,906",2.709,0.012580
BMC IMMUNOLOGY,340,2.673,0.002680
Evidence-based Complementary and Alternative Medicine,403,2.535,0.001400
MALARIA JOURNAL,918,2.473,0.007140
BMC Medical Genetics,485,2.419,0.003880
JOURNAL OF LIMNOLOGY,265,2.375,0.001270
Reproductive Biology and Endocrinology,"1,047",2.370,0.007390
COMPUTATIONAL LINGUISTICS,992,2.367,0.002260
COMPUTATIONAL LINGUISTICS,992,2.367,0.002260
HYDROLOGY AND EARTH SYSTEM SCIENCES,"1,320",2.270,0.006770
INTERNATIONAL JOURNAL OF INFECTIOUS DISEASES,635,2.250,0.003220
ECOLOGY AND SOCIETY,601,2.215,0.005300
Nanoscale Research Letters,62,2.158,0.000330
MOLECULAR MEDICINE,"2,069",2.078,0.005320
CANADIAN JOURNAL OF GASTROENTEROLOGY,"1,075",2.030,0.003880
BMC INFECTIOUS DISEASES,979,2.021,0.007640
BMC GASTROENTEROLOGY,369,1.975,0.002380
JOURNAL OF REHABILITATION MEDICINE,"1,003",1.951,0.005680
ACTA DERMATO-VENEREOLOGICA,"3,134",1.927,0.005510
JOURNAL OF EPIDEMIOLOGY,709,1.906,0.002720
BMC Neurology,281,1.903,0.002490
GEOCHEMICAL TRANSACTIONS,170,1.842,0.001170
DISEASE MARKERS,611,1.794,0.002570
GENETICS SELECTION EVOLUTION,"1,174",1.735,0.003420
INDIAN JOURNAL OF MEDICAL RESEARCH,"2,072",1.670,0.005310
BMC PUBLIC HEALTH,"1,183",1.633,0.008650
Algorithms for Molecular Biology,43,1.625,0.000310
Journal of Statistical Software,302,1.621,0.002890
ASIAN JOURNAL OF ANDROLOGY,610,1.609,0.002830
BMC GENETICS,936,1.582,0.008220
SENSORS,707,1.573,0.003140
JOURNAL OF THE BRAZILIAN CHEMICAL SOCIETY,"2,044",1.539,0.007200
FISHERY BULLETIN,"3,246",1.489,0.006590
PHYSICAL REVIEW SPECIAL TOPICS-ACCELERATORS AND BEAMS,924,1.457,0.007220
Climate of the Past,76,1.450,0.000390
Trials,52,1.438,0.000360
ANNALES GEOPHYSICAE,"4,073",1.427,0.018040
JOURNAL OF THE MEDICAL LIBRARY ASSOCIATION,388,1.392,0.001990
BMC HEALTH SERVICES RESEARCH,614,1.358,0.004500
BMC MUSCULOSKELETAL DISORDERS,501,1.323,0.003670
NONLINEAR PROCESSES IN GEOPHYSICS,707,1.314,0.006210
SWISS MEDICAL WEEKLY,857,1.310,0.005180
Orphanet Journal of Rare Diseases,86,1.300,0.000570
Acta Orthopaedica,"5,058",1.285,0.008900
SCIENCE AND TECHNOLOGY OF ADVANCED MATERIALS,898,1.270,0.005690
SAMJ SOUTH AFRICAN MEDICAL JOURNAL,"2,270",1.268,0.003800
JOURNAL OF RADIATION RESEARCH,698,1.260,0.002930
MEMORIAS DO INSTITUTO OSWALDO CRUZ,"3,215",1.225,0.008820
REVISTA BRASILEIRA DE PSIQUIATRIA,306,1.225,0.001160
LANGUAGE LEARNING & TECHNOLOGY,169,1.222,0.000850
FLUORIDE,536,1.212,0.000290
Environmental Research Letters,30,1.200,0.000230
GEOLOGICA ACTA,151,1.192,0.001390
CROATIAN MEDICAL JOURNAL,735,1.174,0.003190
MEDIATORS OF INFLAMMATION,571,1.162,0.002280
BRAZILIAN JOURNAL OF MEDICAL AND BIOLOGICAL RESEARCH,"3,059",1.150,0.008700
FOLIA NEUROPATHOLOGICA,275,1.140,0.000970
Neotropical Ichthyology,185,1.133,0.000870
WATER SA,918,1.120,0.002710
JOURNAL OF ARTIFICIAL INTELLIGENCE RESEARCH,"1,296",1.107,0.005260
Marine Drugs,81,1.103,0.000440
ACTA CHIMICA SLOVENICA,470,1.093,0.002100
REVISTA ESPANOLA DE ENFERMEDADES DIGESTIVAS,505,1.089,0.001210
ANNALS OF AGRICULTURAL AND ENVIRONMENTAL MEDICINE,512,1.074,0.001880
ACTA PALAEONTOLOGICA POLONICA,686,1.067,0.004750
INFORMATION RESEARCH-AN INTERNATIONAL ELECTRONIC JOURNAL,291,1.027,0.001710
NATURAL HAZARDS AND EARTH SYSTEM SCIENCES,508,1.021,0.004210
ANGLE ORTHODONTIST,"2,413",0.972,0.005350
PSICOTHEMA,603,0.965,0.000980
Journal of Applied Clinical Medical Physics,288,0.963,0.002000
LOW TEMPERATURE PHYSICS,"1,242",0.955,0.004290
JOURNAL OF INSECT SCIENCE,383,0.950,0.003000
SCIENTIA MARINA,"1,457",0.945,0.005180
INTERNATIONAL JOURNAL OF PHOTOENERGY,227,0.942,0.001390
MOLECULES,"1,194",0.940,0.004020
QUIMICA NOVA,"1,699",0.910,0.003760
FOOD TECHNOLOGY AND BIOTECHNOLOGY,437,0.906,0.001780
ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS,756,0.895,0.002290
FOLIA HISTOCHEMICA ET CYTOBIOLOGICA,350,0.886,0.001240
ASIAN-AUSTRALASIAN JOURNAL OF ANIMAL SCIENCES,"1,381",0.857,0.003020
HEREDITAS,"1,546",0.840,0.002070
Demographic Research,313,0.835,0.002340
CIENCIAS MARINAS,433,0.820,0.001180
COLLEGE & RESEARCH LIBRARIES,474,0.820,0.001780
CURRENT SCIENCE,"4,776",0.800,0.016170
Beilstein Journal of Organic Chemistry,39,0.767,0.000220
BEHAVIOURAL NEUROLOGY,396,0.762,0.000770
INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,313,0.750,0.002120
JOURNAL OF INFRARED AND MILLIMETER WAVES,322,0.743,0.000550
PLANT PRODUCTION SCIENCE,309,0.729,0.001090
REVISTA CHILENA DE HISTORIA NATURAL,709,0.725,0.001810
ACTA VETERINARIA SCANDINAVICA,"1,073",0.717,0.001000
DISCRETE MATHEMATICS AND THEORETICAL COMPUTER SCIENCE,116,0.694,0.001750
ACTA VETERINARIA BRNO,425,0.687,0.000990
FLORIDA ENTOMOLOGIST,"1,441",0.687,0.003090
OIL & GAS SCIENCE AND TECHNOLOGY-REVUE DE L INSTITUT FRANCAIS DU PETROLE,323,0.653,0.002570
PHYSICS OF THE SOLID STATE,"4,690",0.650,0.010340
VETERINARNI MEDICINA,335,0.645,0.000810
CHINESE MEDICAL JOURNAL,"2,315",0.636,0.007710
CZECH JOURNAL OF ANIMAL SCIENCE,276,0.633,0.000760
SCIENTIA AGRICOLA,487,0.620,0.002000
EURASIP Journal on Advances in Signal Processing,751,0.619,0.007530
International Journal of Nanomedicine,38,0.618,0.000180
ARCHIV FUR TIERZUCHT-ARCHIVES OF ANIMAL BREEDING,409,0.612,0.000620
CROATICA CHEMICA ACTA,909,0.606,0.002250
SALUD PUBLICA DE MEXICO,647,0.600,0.001710
ANNALES ACADEMIAE SCIENTIARUM FENNICAE-MATHEMATICA,494,0.589,0.003400
JOURNAL OF APPLIED BOTANY AND FOOD QUALITY-ANGEWANDTE BOTANIK,51,0.588,0.000310
REVISTA MEXICANA DE CIENCIAS GEOLOGICAS,141,0.586,0.000580
Revista da Sociedade Brasileira de Medicina Tropical,842,0.568,0.002450
ACTA ZOOLOGICA ACADEMIAE SCIENTIARUM HUNGARICAE,194,0.558,0.000240
REVISTA DE SAUDE PUBLICA,991,0.557,0.002860
DISCRETE DYNAMICS IN NATURE AND SOCIETY,114,0.552,0.000460
JOURNAL OF THE SERBIAN CHEMICAL SOCIETY,676,0.536,0.002040
NEFROLOGIA,450,0.516,0.000900
CERAMICS-SILIKATY,137,0.488,0.000700
GENETICS AND MOLECULAR BIOLOGY,611,0.485,0.002460
ELECTRONIC JOURNAL OF COMBINATORICS,510,0.482,0.009500
SCIENCE OF SINTERING,99,0.481,0.000390
Boundary Value Problems,311,0.480,0.000830
EDUCATIONAL TECHNOLOGY & SOCIETY,229,0.475,0.001540
Condensed Matter Physics,181,0.470,0.001020
ELECTRONIC RESEARCH ANNOUNCEMENTS OF THE AMERICAN MATHEMATICAL SOCIETY,99,0.464,0.002060
BRAZILIAN JOURNAL OF CHEMICAL ENGINEERING,318,0.448,0.001300
CZECH JOURNAL OF FOOD SCIENCES,190,0.448,0.000560
ARQUIVOS DE NEURO-PSIQUIATRIA,"1,133",0.441,0.002700
Advances in Difference Equations,61,0.437,0.000760
JOURNAL OF VENOMOUS ANIMALS AND TOXINS INCLUDING TROPICAL DISEASES,210,0.436,0.000240
REVISTA DE METALURGIA,184,0.436,0.000550
ONDERSTEPOORT JOURNAL OF VETERINARY RESEARCH,670,0.422,0.000670
JOURNAL OF INEQUALITIES AND APPLICATIONS,178,0.408,0.001350
TERRESTRIAL ATMOSPHERIC AND OCEANIC SCIENCES,446,0.407,0.001850
GEOLOGICA BELGICA,59,0.396,0.000260
MATERIALES DE CONSTRUCCION,113,0.393,0.000490
REVISTA BRASILEIRA DE ZOOTECNIA-BRAZILIAN JOURNAL OF ANIMAL SCIENCE,"1,399",0.388,0.000960
JOURNAL OF THE SOUTH AFRICAN VETERINARY ASSOCIATION-TYDSKRIF VAN DIE SUID-AFRIKAANSE VETERINERE VERENIGING,552,0.382,0.000560
MATHEMATICAL PROBLEMS IN ENGINEERING,183,0.376,0.000970
Botanical Studies,37,0.375,0.000050
HELMINTHOLOGIA,232,0.373,0.000470
Psicologica,74,0.361,0.000540
CHEMICAL AND BIOCHEMICAL ENGINEERING QUARTERLY,197,0.353,0.001070
BRAZILIAN ARCHIVES OF BIOLOGY AND TECHNOLOGY,420,0.349,0.001910
BRAZILIAN JOURNAL OF MICROBIOLOGY,340,0.339,0.001260
SAUDI MEDICAL JOURNAL,"1,021",0.329,0.004230
Revista Mexicana de Biodiversidad,19,0.327,0.000120
SOUTH AFRICAN JOURNAL OF CHEMISTRY-SUID-AFRIKAANSE TYDSKRIF VIR CHEMIE,108,0.327,0.000180
GRASAS Y ACEITES,470,0.319,0.000470
SHOCK AND VIBRATION,149,0.310,0.000710
PSYCHOLOGICA BELGICA,115,0.300,0.000390
REVISTA BRASILEIRA DE CIENCIA DO SOLO,300,0.300,0.000950
ANNALS OF GEOPHYSICS,266,0.298,0.002790
Journal of Sports Science and Medicine,123,0.290,0.000750
SPANISH JOURNAL OF AGRICULTURAL RESEARCH,62,0.278,0.000510
PESQUISA AGROPECUARIA BRASILEIRA,"1,035",0.274,0.002010
REVISTA DE BIOLOGIA TROPICAL,"1,055",0.274,0.001400
ZEITSCHRIFT FUR KRISTALLOGRAPHIE-NEW CRYSTAL STRUCTURES,666,0.258,0.002150
BRAZILIAN JOURNAL OF OCEANOGRAPHY,24,0.231,0.000110
ARQUIVO BRASILEIRO DE MEDICINA VETERINARIA E ZOOTECNIA,358,0.222,0.000580
SOUTH AFRICAN JOURNAL OF ENOLOGY AND VITICULTURE,186,0.219,0.000160
Italian Journal of Animal Science,173,0.218,0.000720
ADANSONIA,179,0.196,0.000200
MEDICINA-BUENOS AIRES,329,0.193,0.000620
Revue de Geographie Alpine-Journal of Alpine Research,49,0.171,0.000070
EURE-REVISTA LATINOAMERICANA DE ESTUDIOS URBANO REGIONALES,82,0.167,0.000270
AGRICULTURAL AND FOOD SCIENCE,149,0.161,0.000430
IHERINGIA SERIE ZOOLOGIA,98,0.117,0.000280
GEOLOGICAL SURVEY OF DENMARK AND GREENLAND BULLETIN,16,0.113,0.000210
JOURNAL OF THE SOUTH AFRICAN INSTITUTE OF MINING AND METALLURGY,174,0.108,0.000590
DADOS-REVISTA DE CIENCIAS SOCIAIS,40,0.098,0.000070
IRISH VETERINARY JOURNAL,161,0.093,0.000200
BIOLOGY OF SPORT,77,0.091,0.000060
REVISTA DE LA FACULTAD DE CIENCIAS AGRARIAS,2,0.091,0.000020
Boletin de la Asociacion de Geografos Espanoles,9,0.072,0.000050
CIENCIA FLORESTAL,28,0.063,0.000070
POLITICA Y GOBIERNO,8,0.000,0.000050
