Full.Journal.Title	1997	1997_SCIE_SSCI	1998	1998_SCIE_SSCI	1999	1999_SCIE_SSCI	2000	2000_SCIE_SSCI	2001	2001_SCIE_SSCI	2002	2002_SCIE_SSCI	2003	2003_SCIE_SSCI	2004	2004_SCIE_SSCI	2005	2005_SCIE_SSCI	2006	2006_SCIE_SSCI	2007	2007_SCIE_SSCI	2008	2008_SCIE_SSCI	2009	2009_SCIE_SSCI	2010	2010_SCIE_SSCI	2011	2011_SCIE_SSCI	2012	2012_SCIE_SSCI	2013	2013_SCIE_SSCI	2014	2014_SCIE_SSCI	2015	2015_SCIE_SSCI	2016	2016_SCIE_SSCI	2017	2017_SCIE_SSCI
progress in inorganic chemistry	NA	1951	NA	2001	NA	2013	NA	1822	NA	1901	NA	1813	NA	1921	NA	1910	NA	NA	NA	NA	NA	NA	NA	NA	NA	1666	NA	1524	NA	1495	NA	NA	NA	1294	NA	1266	NA	1241	NA	1105	NA	NA
annual review of physiology	NA	5791	NA	5971	NA	6416	NA	6469	NA	6352	NA	6629	NA	6580	NA	6740	NA	6281	NA	6927	NA	7174	NA	7039	NA	6980	NA	7439	NA	7768	NA	7914	NA	8246	NA	8693	NA	8496	NA	8818	9111	9111
trends in neurosciences	NA	12489	NA	13614	NA	14518	NA	14017	NA	14013	NA	14042	NA	14558	NA	14615	NA	14537	NA	15117	NA	15499	NA	16147	NA	16663	NA	17347	NA	17821	NA	17889	NA	18523	NA	19082	NA	18656	NA	19178	20061	20061
annual review of plant physiology and plant molecular biology	NA	6142	NA	6265	NA	6482	NA	6719	NA	6876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solid state physics-advances in research and applications	NA	2219	NA	2173	NA	2272	NA	2192	NA	2304	NA	2273	NA	2183	NA	2052	NA	2076	NA	2105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
immunology today	NA	13824	NA	14696	NA	14288	NA	13638	NA	12989	NA	11363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
lancet	NA	98372	NA	108175	NA	112952	NA	113804	NA	117415	NA	118123	NA	123292	NA	126002	NA	131616	NA	133932	NA	135949	NA	148106	NA	152843	NA	155736	NA	158906	NA	166922	NA	176528	NA	185361	NA	195553	NA	214732	233269	233269
neuron	NA	27185	NA	31006	NA	34420	NA	33515	NA	34720	NA	35984	NA	40833	NA	43226	NA	45419	NA	48224	NA	50707	NA	53310	NA	56161	NA	59932	NA	64092	NA	69526	NA	71989	NA	77446	NA	78507	NA	82253	89413	89413
annual review of pharmacology and toxicology	NA	3916	NA	4356	NA	4360	NA	4353	NA	4679	NA	5194	NA	5462	NA	5724	NA	5994	NA	6248	NA	6262	NA	6510	NA	6749	NA	6842	NA	7084	NA	7205	NA	7373	NA	7561	NA	7434	NA	7538	7827	7827
faseb journal	NA	21243	NA	22410	NA	22209	NA	22151	NA	22875	NA	24319	NA	25461	NA	27094	NA	28657	NA	30621	NA	32421	NA	34300	NA	35849	NA	38538	NA	38304	NA	39540	NA	41104	NA	41076	NA	41645	NA	42242	41572	41572
journal of experimental medicine	NA	60825	NA	67452	NA	68208	NA	66984	NA	67436	NA	65261	NA	63872	NA	63416	NA	64170	NA	65399	NA	65842	NA	67322	NA	65865	NA	68749	NA	67223	NA	65088	NA	64191	NA	62917	NA	62854	NA	63434	62537	62537
accounts of chemical research	NA	10902	NA	11106	NA	11954	NA	13071	NA	13852	NA	15616	NA	17598	NA	18816	NA	21293	NA	22956	NA	24129	NA	26252	NA	30727	NA	33869	NA	39664	NA	42112	NA	47005	NA	53349	NA	58876	NA	61609	67004	67004
embo journal	NA	66081	NA	73612	NA	77747	NA	77689	NA	79463	NA	77524	NA	78343	NA	80131	NA	77132	NA	74535	NA	74734	NA	73804	NA	74782	NA	76014	NA	73390	NA	75950	NA	76176	NA	72583	NA	68016	NA	66603	67036	67036
reviews of modern physics	NA	10940	NA	11529	NA	12495	NA	13344	NA	13673	NA	15338	NA	15742	NA	17765	NA	19446	NA	20672	NA	22606	NA	24577	NA	27005	NA	29872	NA	31368	NA	35720	NA	37647	NA	39402	NA	41133	NA	45510	47289	47289
trends in pharmacological sciences	NA	8842	NA	8791	NA	8683	NA	8311	NA	8158	NA	8693	NA	8747	NA	9045	NA	8942	NA	9111	NA	9179	NA	9642	NA	9297	NA	10168	NA	10380	NA	10417	NA	10912	NA	10743	NA	10682	NA	11348	11806	11806
annual review of genetics	NA	3898	NA	4309	NA	4118	NA	4229	NA	4207	NA	4146	NA	4206	NA	4397	NA	4564	NA	4803	NA	4889	NA	5010	NA	5437	NA	6116	NA	6212	NA	6772	NA	7015	NA	7474	NA	7166	NA	7482	7707	7707
annals of internal medicine	NA	36148	NA	36778	NA	36492	NA	35912	NA	36633	NA	36127	NA	36590	NA	36932	NA	38396	NA	39609	NA	40783	NA	44785	NA	45184	NA	45766	NA	45683	NA	46905	NA	47309	NA	48356	NA	49618	NA	53793	53689	53689
journal of cell biology	NA	66838	NA	72113	NA	72486	NA	74455	NA	71058	NA	68928	NA	69413	NA	70125	NA	67749	NA	66403	NA	67102	NA	68535	NA	71752	NA	72566	NA	71070	NA	72974	NA	71491	NA	71695	NA	67778	NA	67863	68915	68915
critical reviews in biochemistry and molecular biology	NA	1949	NA	2045	NA	1990	NA	1912	NA	1933	NA	1845	NA	1768	NA	1840	NA	1836	NA	1924	NA	2074	NA	2181	NA	2328	NA	2538	NA	2500	NA	2729	NA	2868	NA	3088	NA	3222	NA	3355	3337	3337
advances in immunology	NA	3718	NA	3756	NA	3525	NA	3547	NA	3424	NA	3199	NA	2852	NA	2626	NA	2310	NA	2258	NA	2222	NA	2245	NA	2162	NA	2364	NA	2240	NA	2325	NA	2289	NA	2270	NA	2328	NA	2288	2423	2423
protein profile	NA	279	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
brain research reviews	NA	2589	NA	2823	NA	3232	NA	3749	NA	4114	NA	4617	NA	5177	NA	5439	NA	5800	NA	6188	NA	6628	NA	7202	NA	7805	NA	8556	NA	8773	NA	8903	NA	8452	NA	NA	NA	NA	NA	NA	NA	NA
journal of the national cancer institute	NA	22284	NA	22854	NA	24015	NA	25781	NA	27232	NA	28748	NA	29089	NA	29516	NA	31526	NA	32139	NA	33111	NA	35371	NA	35795	NA	36187	NA	35847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
advances in catalysis	NA	1351	NA	1353	NA	1424	NA	1413	NA	1385	NA	1414	NA	1465	NA	1393	NA	1472	NA	1443	NA	1443	NA	1441	NA	1595	NA	1449	NA	1395	NA	1399	NA	1433	NA	1455	NA	1394	NA	1471	1480	1480
trends in cell biology	NA	3814	NA	4755	NA	5180	NA	6116	NA	6505	NA	7180	NA	7658	NA	8197	NA	8511	NA	8847	NA	9072	NA	9681	NA	10222	NA	10653	NA	10684	NA	11039	NA	11144	NA	11481	NA	11479	NA	12503	13708	13708
nature structural biology	NA	4495	NA	6310	NA	8147	NA	9579	NA	11195	NA	12506	NA	12899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
archives of general psychiatry	NA	23238	NA	23132	NA	24354	NA	24832	NA	24919	NA	24451	NA	25635	NA	26915	NA	28542	NA	29529	NA	31309	NA	33954	NA	33963	NA	34536	NA	35277	NA	37412	NA	38622	NA	36976	NA	NA	NA	NA	NA	NA
gastroenterology	NA	40388	NA	42174	NA	45206	NA	43224	NA	45434	NA	44966	NA	46174	NA	45041	NA	46285	NA	50594	NA	51135	NA	54263	NA	55276	NA	56845	NA	57982	NA	60408	NA	62445	NA	66614	NA	67726	NA	70320	73198	73198
american journal of human genetics	NA	18996	NA	20894	NA	23048	NA	24826	NA	26634	NA	26770	NA	29080	NA	31117	NA	31938	NA	32627	NA	31921	NA	32980	NA	34654	NA	35810	NA	34192	NA	34687	NA	33944	NA	34816	NA	34628	NA	33926	36546	36546
human brain mapping	NA	713	NA	1114	NA	1572	NA	1966	NA	2574	NA	2715	NA	3567	NA	3898	NA	4588	NA	4943	NA	5685	NA	6602	NA	8443	NA	9363	NA	10916	NA	13379	NA	14858	NA	16505	NA	17184	NA	18139	20334	20334
molecular and cellular biology	NA	58993	NA	62112	NA	64911	NA	65025	NA	67488	NA	66521	NA	66420	NA	68354	NA	68516	NA	69227	NA	69609	NA	69445	NA	70185	NA	71708	NA	67032	NA	67211	NA	65994	NA	64143	NA	59899	NA	59340	58133	58133
current opinion in genetics & development	NA	4110	NA	5014	NA	5893	NA	6297	NA	6666	NA	6905	NA	7218	NA	7069	NA	7366	NA	7433	NA	7620	NA	7252	NA	7598	NA	7985	NA	7832	NA	8178	NA	8165	NA	8084	NA	7617	NA	7740	7791	7791
trends in genetics	NA	6770	NA	7418	NA	7881	NA	8015	NA	8012	NA	8298	NA	8786	NA	9404	NA	9940	NA	9926	NA	10104	NA	10164	NA	10721	NA	11169	NA	10591	NA	10798	NA	11015	NA	11210	NA	10789	NA	11304	11805	11805
development	NA	25631	NA	29434	NA	32820	NA	36128	NA	36136	NA	37776	NA	40004	NA	41076	NA	45266	NA	44646	NA	46024	NA	46547	NA	49204	NA	50197	NA	51121	NA	51191	NA	51998	NA	54140	NA	52227	NA	52509	53815	53815
circulation	NA	70703	NA	76737	NA	82133	NA	88410	NA	91750	NA	93746	NA	104465	NA	115133	NA	120204	NA	126019	NA	134158	NA	143852	NA	145961	NA	151045	NA	148286	NA	152281	NA	158661	NA	155571	NA	155582	NA	165641	167720	167720
plant cell	NA	10458	NA	12654	NA	13518	NA	14925	NA	16131	NA	17373	NA	18947	NA	21024	NA	23294	NA	23186	NA	27508	NA	28874	NA	31626	NA	34533	NA	36816	NA	39067	NA	44699	NA	46901	NA	47208	NA	49690	48393	48393
journal of clinical investigation	NA	74774	NA	77598	NA	81251	NA	80103	NA	81014	NA	78789	NA	78418	NA	78271	NA	78425	NA	80963	NA	83472	NA	87012	NA	87133	NA	90822	NA	91498	NA	94264	NA	96908	NA	98555	NA	101063	NA	105106	107818	107818
annual review of astronomy and astrophysics	NA	3070	NA	3104	NA	3969	NA	4072	NA	3909	NA	5029	NA	4926	NA	5043	NA	5366	NA	5621	NA	5894	NA	6280	NA	6957	NA	6856	NA	7112	NA	8240	NA	8312	NA	8462	NA	9000	NA	9417	10702	10702
annals of neurology	NA	21722	NA	23293	NA	24688	NA	24416	NA	24757	NA	25974	NA	24887	NA	25960	NA	24933	NA	26611	NA	26880	NA	28710	NA	29669	NA	30338	NA	31352	NA	32256	NA	33670	NA	32934	NA	32995	NA	34215	37259	37259
annual review of biophysics and biomolecular structure	NA	3100	NA	3186	NA	3152	NA	3122	NA	3281	NA	3471	NA	3402	NA	3772	NA	3872	NA	4281	NA	4298	NA	4500	NA	4585	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blood	NA	71362	NA	72847	NA	77256	NA	80263	NA	84175	NA	89069	NA	95527	NA	97885	NA	105074	NA	108180	NA	116789	NA	122032	NA	126597	NA	135857	NA	140118	NA	143670	NA	149865	NA	150854	NA	158083	NA	161962	167858	167858
quarterly reviews of biophysics	NA	1559	NA	1671	NA	1710	NA	1534	NA	1478	NA	1615	NA	1709	NA	1882	NA	1806	NA	1817	NA	1914	NA	2047	NA	2138	NA	2192	NA	2221	NA	2277	NA	2529	NA	2345	NA	2250	NA	2290	2236	2236
magnetic resonance quarterly	NA	309	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
jama-journal of the american medical association	NA	53250	NA	61510	NA	64762	NA	69197	NA	71918	NA	75539	NA	82700	NA	88864	NA	95715	NA	100317	NA	103620	NA	114250	NA	117090	NA	117497	NA	117668	NA	121504	NA	124822	NA	126479	NA	129909	NA	141015	148775	148775
economist	NA	977	NA	1168	NA	1287	NA	47	NA	67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
advances in protein chemistry	NA	2340	NA	2450	NA	2569	NA	2240	NA	2338	NA	2543	NA	2468	NA	2782	NA	2754	NA	2875	NA	2649	NA	2693	NA	2592	NA	2413	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
physics reports-review section of physics letters	NA	9205	NA	10010	NA	10519	NA	11392	NA	12039	NA	13360	NA	12591	NA	13822	NA	14803	NA	15074	NA	16335	NA	17347	NA	18855	NA	19243	NA	18742	NA	20765	NA	21386	NA	22152	NA	22898	NA	25052	26127	26127
ca-a cancer journal for clinicians	NA	1234	NA	2332	NA	2564	NA	2736	NA	2750	NA	3096	NA	3342	NA	3725	NA	4218	NA	5266	NA	6021	NA	7522	NA	8528	NA	9804	NA	10976	NA	13722	NA	16130	NA	18594	NA	20488	NA	24539	28839	28839
current opinion in immunology	NA	4505	NA	5686	NA	6264	NA	6977	NA	7662	NA	7895	NA	8019	NA	7983	NA	7715	NA	7725	NA	7737	NA	7852	NA	8252	NA	8525	NA	8729	NA	8689	NA	8714	NA	8513	NA	8781	NA	9083	9275	9275
proceedings of the national academy of sciences of the united states of america-physical sciences	NA	271952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
molecular biology of the cell	NA	6001	NA	7936	NA	9422	NA	11802	NA	12804	NA	14170	NA	16032	NA	19035	NA	21180	NA	22858	NA	24223	NA	25456	NA	28605	NA	29596	NA	29375	NA	31128	NA	31175	NA	31240	NA	29750	NA	29952	30462	30462
annual review of microbiology	NA	4012	NA	4336	NA	4360	NA	4119	NA	4574	NA	4695	NA	4894	NA	5323	NA	5547	NA	5971	NA	6322	NA	6508	NA	7144	NA	7240	NA	7940	NA	8449	NA	9159	NA	9193	NA	9267	NA	9437	9814	9814
diabetes	NA	21461	NA	21830	NA	23929	NA	23847	NA	25176	NA	27770	NA	31151	NA	34332	NA	35666	NA	37265	NA	40379	NA	43101	NA	45282	NA	43893	NA	44820	NA	46158	NA	49801	NA	49747	NA	51024	NA	54142	53645	53645
clinical microbiology reviews	NA	2423	NA	2935	NA	3337	NA	3648	NA	4178	NA	4498	NA	5016	NA	5714	NA	6455	NA	7196	NA	7954	NA	9307	NA	10034	NA	10738	NA	11551	NA	12055	NA	12781	NA	13982	NA	14832	NA	16502	18070	18070
angewandte chemie-international edition	NA	40906	NA	43432	NA	45914	NA	51380	NA	56217	NA	60526	NA	68778	NA	76904	NA	89731	NA	102854	NA	117993	NA	139534	NA	164626	NA	178613	NA	209862	NA	229894	NA	215408	NA	242023	NA	263526	NA	277191	302685	302685
human molecular genetics	NA	12093	NA	13752	NA	15156	NA	16303	NA	17353	NA	17943	NA	19931	NA	21091	NA	22803	NA	24701	NA	25423	NA	27279	NA	29567	NA	33206	NA	33384	NA	36041	NA	35897	NA	37440	NA	37772	NA	37849	40142	40142
circulation research	NA	28059	NA	28005	NA	28171	NA	29361	NA	29423	NA	30451	NA	33113	NA	35038	NA	34533	NA	35989	NA	38737	NA	39873	NA	39903	NA	42346	NA	43101	NA	46448	NA	47185	NA	47773	NA	47491	NA	49784	52753	52753
cancer research	NA	83568	NA	88061	NA	89550	NA	92411	NA	94630	NA	97796	NA	103564	NA	105196	NA	108146	NA	112911	NA	119174	NA	125341	NA	131662	NA	139396	NA	138772	NA	143522	NA	142970	NA	142659	NA	139464	NA	139655	139291	139291
advances in microbial physiology	NA	578	NA	615	NA	691	NA	678	NA	758	NA	796	NA	850	NA	846	NA	846	NA	807	NA	870	NA	904	NA	845	NA	895	NA	909	NA	1006	NA	1014	NA	1048	NA	927	NA	1027	1009	1009
behavioral and brain sciences	NA	2642	NA	2934	NA	3063	NA	3008	NA	3478	NA	3451	NA	3575	NA	3926	NA	4029	NA	4425	NA	4721	NA	5274	NA	6290	NA	5902	NA	6081	NA	6402	NA	7017	NA	7562	NA	7873	NA	8195	8900	8900
advances in inorganic chemistry	NA	1877	NA	1875	NA	1973	NA	1972	NA	2012	NA	2045	NA	2013	NA	1991	NA	2035	NA	1936	NA	1787	NA	1683	NA	1765	NA	1591	NA	1567	NA	1666	NA	1511	NA	1393	NA	1381	NA	1332	1249	1249
advances in cancer research	NA	2266	NA	2297	NA	2517	NA	2549	NA	2375	NA	2451	NA	2381	NA	2209	NA	2134	NA	1968	NA	1863	NA	1885	NA	1815	NA	1888	NA	1838	NA	1890	NA	1957	NA	1956	NA	2001	NA	2187	2343	2343
journal of neuroscience	NA	44784	NA	52982	NA	62368	NA	65848	NA	70894	NA	77003	NA	86508	NA	93263	NA	96732	NA	103022	NA	112914	NA	120933	NA	127366	NA	139902	NA	150228	NA	160915	NA	167915	NA	173265	NA	172201	NA	171800	176159	176159
journal of clinical oncology	NA	23665	NA	27623	NA	30141	NA	34046	NA	36053	NA	42183	NA	45857	NA	49123	NA	59014	NA	71827	NA	81338	NA	97639	NA	104253	NA	114318	NA	120262	NA	128679	NA	130991	NA	133258	NA	141362	NA	149617	156476	156476
catalysis reviews-science and engineering	NA	2004	NA	1871	NA	1855	NA	1890	NA	1905	NA	1822	NA	2202	NA	2242	NA	2366	NA	2147	NA	2225	NA	2410	NA	2694	NA	2582	NA	2737	NA	2529	NA	2699	NA	2986	NA	3062	NA	3202	3208	3208
reports on progress in physics	NA	3254	NA	3443	NA	3940	NA	4091	NA	4378	NA	4566	NA	4417	NA	5219	NA	5488	NA	5987	NA	6871	NA	7491	NA	8256	NA	8577	NA	9150	NA	10223	NA	11421	NA	12463	NA	12755	NA	14032	15949	15949
structure	NA	3610	NA	4831	NA	NA	NA	NA	NA	7093	NA	7325	NA	7768	NA	8528	NA	8897	NA	9454	NA	9623	NA	10162	NA	10927	NA	11466	NA	11853	NA	12441	NA	13343	NA	13533	NA	13559	NA	14139	14417	14417
current opinion in structural biology	NA	3449	NA	4126	NA	4675	NA	5167	NA	5830	NA	6156	NA	6337	NA	7416	NA	7523	NA	8189	NA	8278	NA	8844	NA	9606	NA	9829	NA	10190	NA	10116	NA	10465	NA	10897	NA	10167	NA	10440	10619	10619
nature biotechnology	NA	1353	NA	2793	NA	4705	NA	7174	NA	9303	NA	11672	NA	14519	NA	18169	NA	20914	NA	22518	NA	25744	NA	28188	NA	31564	NA	34523	NA	36144	NA	38728	NA	42156	NA	45986	NA	48650	NA	53992	57510	57510
current opinion in neurobiology	NA	3193	NA	4347	NA	5285	NA	5912	NA	6421	NA	6768	NA	7432	NA	7660	NA	8223	NA	8648	NA	9197	NA	9413	NA	9784	NA	10126	NA	10788	NA	11429	NA	12062	NA	12732	NA	13090	NA	13188	14190	14190
reviews of physiology biochemistry and pharmacology	NA	966	NA	997	NA	972	NA	985	NA	970	NA	872	NA	865	NA	918	NA	978	NA	1073	NA	1062	NA	1005	NA	999	NA	965	NA	842	NA	838	NA	767	NA	779	NA	738	NA	713	752	752
frontiers in neuroendocrinology	NA	811	NA	990	NA	990	NA	1006	NA	1260	NA	1162	NA	1272	NA	1354	NA	1336	NA	1423	NA	1429	NA	1817	NA	2003	NA	2595	NA	2660	NA	2842	NA	3070	NA	3146	NA	3407	NA	3516	3924	3924
trends in plant science	NA	492	NA	1135	NA	1886	NA	2717	NA	3419	NA	4283	NA	5062	NA	5598	NA	6479	NA	6550	NA	7855	NA	8403	NA	9756	NA	11060	NA	11845	NA	12941	NA	15367	NA	16637	NA	17092	NA	18467	18864	18864
psychological review	NA	9005	NA	10363	NA	11040	NA	11062	NA	11311	NA	11740	NA	12023	NA	12753	NA	13423	NA	14712	NA	15541	NA	17810	NA	20106	NA	19676	NA	19753	NA	21374	NA	22243	NA	24097	NA	23958	NA	25352	27474	27474
bioessays	NA	4994	NA	5960	NA	6631	NA	7009	NA	7241	NA	7484	NA	7699	NA	8144	NA	8241	NA	8262	NA	8421	NA	8462	NA	8656	NA	8862	NA	8453	NA	8695	NA	8726	NA	9096	NA	8919	NA	9199	9697	9697
progress in materials science	NA	723	NA	787	NA	798	NA	858	NA	1009	NA	1155	NA	1318	NA	1691	NA	1777	NA	2135	NA	2803	NA	3425	NA	3808	NA	4660	NA	5017	NA	5921	NA	6903	NA	8475	NA	9196	NA	10521	12382	12382
journal of biological chemistry	NA	296759	NA	322529	NA	338742	NA	344256	NA	359126	NA	370056	NA	384393	NA	405017	NA	404397	NA	410903	NA	407853	NA	407492	NA	406606	NA	412004	NA	402449	NA	408477	NA	406586	NA	396051	NA	377497	NA	371124	366247	366247
journal of immunology	NA	86038	NA	94835	NA	96911	NA	97347	NA	103290	NA	104794	NA	106593	NA	108602	NA	112686	NA	117464	NA	119897	NA	123910	NA	124712	NA	130561	NA	131493	NA	129339	NA	129160	NA	124744	NA	127089	NA	128917	128252	128252
advances in physics	NA	3211	NA	3075	NA	3176	NA	3290	NA	3303	NA	3523	NA	3366	NA	3465	NA	3737	NA	3590	NA	3703	NA	3980	NA	4227	NA	4193	NA	4400	NA	4849	NA	5026	NA	5095	NA	5030	NA	5466	5747	5747
molecular endocrinology	NA	10502	NA	11504	NA	11582	NA	11028	NA	11873	NA	11834	NA	12277	NA	12285	NA	13003	NA	12591	NA	13576	NA	14086	NA	14504	NA	14407	NA	13707	NA	14304	NA	14166	NA	13685	NA	12547	NA	12591	12103	12103
surface science reports	NA	1277	NA	1437	NA	1605	NA	1625	NA	1789	NA	2017	NA	2167	NA	2291	NA	2668	NA	2524	NA	3031	NA	3142	NA	3411	NA	3618	NA	3702	NA	4115	NA	4410	NA	4495	NA	4266	NA	4620	4543	4543
oncogene	NA	21928	NA	24924	NA	29362	NA	32228	NA	35686	NA	37379	NA	42088	NA	45546	NA	49577	NA	51032	NA	52737	NA	56007	NA	57366	NA	59299	NA	58176	NA	60526	NA	62603	NA	64071	NA	64269	NA	65039	66411	66411
journal of the american college of cardiology	NA	28813	NA	30072	NA	31790	NA	32529	NA	33216	NA	32462	NA	37325	NA	40841	NA	43957	NA	47747	NA	52948	NA	60121	NA	62350	NA	69411	NA	70298	NA	73021	NA	79235	NA	80926	NA	84932	NA	96042	99084	99084
journal of bone and mineral research	NA	9450	NA	10827	NA	12170	NA	13181	NA	14086	NA	14695	NA	15742	NA	15147	NA	17786	NA	17633	NA	18006	NA	19819	NA	19632	NA	21130	NA	21405	NA	22111	NA	23020	NA	25097	NA	23684	NA	25813	26804	26804
trends in ecology & evolution	NA	3763	NA	4714	NA	5387	NA	6141	NA	7011	NA	7887	NA	9125	NA	10292	NA	12101	NA	13543	NA	15166	NA	16830	NA	19073	NA	21179	NA	22734	NA	24279	NA	26806	NA	28654	NA	30421	NA	32332	35124	35124
chemical society reviews	NA	2827	NA	3024	NA	3625	NA	4073	NA	4531	NA	4725	NA	4977	NA	5621	NA	6584	NA	7605	NA	9202	NA	12305	NA	17601	NA	24951	NA	35918	NA	47646	NA	63071	NA	81907	NA	99930	NA	113731	125900	125900
current biology	NA	6393	NA	9427	NA	12962	NA	15927	NA	18263	NA	20020	NA	22589	NA	25144	NA	26820	NA	28406	NA	30816	NA	33409	NA	37237	NA	39883	NA	41572	NA	43191	NA	46037	NA	48575	NA	49471	NA	52274	56595	56595
american journal of pathology	NA	22968	NA	24727	NA	26218	NA	27360	NA	28908	NA	29832	NA	31490	NA	31822	NA	31925	NA	32608	NA	32948	NA	34497	NA	35130	NA	37110	NA	38109	NA	38905	NA	39632	NA	39901	NA	39426	NA	39447	39201	39201
american journal of psychiatry	NA	22478	NA	23087	NA	24658	NA	26160	NA	27047	NA	27906	NA	29883	NA	32415	NA	35338	NA	36565	NA	38989	NA	41537	NA	42193	NA	42134	NA	41901	NA	42730	NA	43193	NA	42476	NA	41752	NA	41446	42370	42370
harvard law review	NA	4008	NA	4722	NA	4608	NA	4602	NA	4509	NA	4124	NA	4438	NA	4670	NA	4174	NA	5071	NA	4136	NA	4539	NA	4263	NA	4872	NA	4682	NA	5018	NA	4274	NA	5373	NA	5733	NA	5987	6560	6560
human gene therapy	NA	4105	NA	4744	NA	6449	NA	8476	NA	7967	NA	8020	NA	8063	NA	7620	NA	7252	NA	7020	NA	6696	NA	6357	NA	6286	NA	6749	NA	6220	NA	6017	NA	5689	NA	5460	NA	5449	NA	5287	5559	5559
cerebrovascular and brain metabolism reviews	NA	636	NA	572	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
arthritis and rheumatism	NA	17962	NA	19506	NA	20542	NA	21130	NA	23973	NA	26215	NA	28886	NA	32827	NA	36352	NA	38124	NA	40724	NA	44251	NA	41156	NA	44602	NA	43887	NA	45200	NA	46884	NA	46886	NA	45624	NA	NA	NA	NA
physical review letters	NA	135825	NA	146573	NA	162847	NA	174223	NA	187316	NA	209138	NA	206131	NA	229765	NA	250517	NA	268454	NA	282787	NA	310717	NA	332130	NA	335522	NA	335444	NA	362185	NA	378568	NA	387635	NA	394146	NA	427669	432843	432843
journal of the american society of nephrology	NA	6240	NA	7250	NA	8298	NA	9541	NA	10855	NA	12437	NA	14918	NA	15341	NA	18531	NA	21114	NA	22501	NA	26176	NA	27269	NA	27747	NA	29678	NA	30132	NA	31083	NA	32059	NA	32376	NA	35795	37796	37796
vitamins and hormones-advances in research and applications	NA	539	NA	521	NA	568	NA	577	NA	671	NA	704	NA	780	NA	755	NA	854	NA	833	NA	968	NA	1014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
pharmacogenetics	NA	1671	NA	1802	NA	2323	NA	2662	NA	2766	NA	3292	NA	3778	NA	4497	NA	4636	NA	4505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
molecular and cellular neuroscience	NA	1296	NA	1743	NA	2128	NA	2447	NA	2796	NA	3229	NA	3736	NA	4339	NA	4827	NA	5494	NA	5867	NA	6379	NA	6310	NA	6743	NA	6899	NA	7205	NA	6846	NA	6956	NA	6625	NA	6529	6789	6789
physics today	NA	1699	NA	2146	NA	2469	NA	2515	NA	2759	NA	3009	NA	2820	NA	3000	NA	3084	NA	3182	NA	3133	NA	3429	NA	3501	NA	3482	NA	3527	NA	3738	NA	3787	NA	3890	NA	3829	NA	4093	4402	4402
psychological bulletin	NA	11572	NA	12646	NA	13023	NA	13367	NA	13885	NA	14314	NA	15062	NA	15557	NA	16506	NA	18429	NA	19678	NA	22965	NA	26149	NA	27172	NA	28331	NA	30814	NA	34080	NA	36794	NA	39345	NA	43457	47657	47657
gene therapy	NA	1993	NA	2855	NA	4249	NA	6173	NA	6903	NA	7775	NA	8473	NA	9020	NA	9192	NA	9350	NA	9122	NA	9157	NA	9279	NA	9787	NA	9315	NA	9317	NA	8482	NA	7694	NA	7779	NA	7522	7733	7733
