Full.Journal.Title	1997	1997_SCIE_SSCI	1998	1998_SCIE_SSCI	1999	1999_SCIE_SSCI	2000	2000_SCIE_SSCI	2001	2001_SCIE_SSCI	2002	2002_SCIE_SSCI	2003	2003_SCIE_SSCI	2004	2004_SCIE_SSCI	2005	2005_SCIE_SSCI	2006	2006_SCIE_SSCI	2007	2007_SCIE_SSCI	2008	2008_SCIE_SSCI	2009	2009_SCIE_SSCI	2010	2010_SCIE_SSCI	2011	2011_SCIE_SSCI	2012	2012_SCIE_SSCI	2013	2013_SCIE_SSCI	2014	2014_SCIE_SSCI	2015	2015_SCIE_SSCI	2016	2016_SCIE_SSCI	2017	2017_SCIE_SSCI
human biology	NA	1354	NA	1450	NA	1412	NA	1514	NA	1713	NA	1577	NA	1623	NA	1788	NA	1666	NA	1724	NA	1902	NA	2004	NA	1770	NA	2038	NA	1856	NA	1901	NA	1839	NA	1794	NA	1758	NA	1809	1888	1888
medical informatics	NA	194	NA	258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
biochemical and molecular medicine	NA	159	NA	327	NA	399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
analytical communications	NA	129	NA	339	NA	546	NA	719	NA	654	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
canadian journal of botany-revue canadienne de botanique	NA	6720	NA	6773	NA	7130	NA	7078	NA	7444	NA	6987	NA	6949	NA	6978	NA	7066	NA	7024	NA	6895	NA	7031	NA	7351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
human development	NA	549	NA	586	NA	529	NA	514	NA	547	NA	576	NA	485	NA	519	NA	494	NA	557	NA	674	NA	781	NA	778	NA	845	NA	892	NA	826	NA	899	NA	896	NA	996	NA	1156	1431	1431
journal of low temperature physics	NA	2452	NA	2910	NA	2647	NA	3036	NA	2864	NA	2896	NA	2796	NA	2747	NA	2530	NA	2616	NA	2644	NA	2978	NA	2971	NA	2933	NA	2776	NA	3300	NA	3102	NA	3106	NA	2750	NA	3420	3245	3245
journal of radiation research	NA	216	NA	286	316	316	348	348	321	321	432	432	575	575	519	519	586	586	702	702	698	698	947	947	1032	1032	1245	1245	1315	1315	1271	1271	1661	1661	1919	1919	2071	2071	2270	2270	2439	2439
psychiatric clinics of north america	NA	1131	NA	1191	NA	1214	NA	1330	NA	1469	NA	1505	NA	1616	NA	1544	NA	1860	NA	1848	NA	1855	NA	1877	NA	1947	NA	1928	NA	2075	NA	2052	NA	2252	NA	2171	NA	2248	NA	2286	2606	2606
tropical medicine & international health	NA	181	NA	334	NA	722	NA	811	NA	1138	NA	1457	NA	1772	NA	2148	NA	2378	NA	3275	NA	3727	NA	4063	NA	4837	NA	5503	NA	5727	NA	6119	NA	6600	NA	6796	NA	6882	NA	7033	7679	7679
clinics in perinatology	NA	813	NA	999	NA	914	NA	1001	NA	1086	NA	995	NA	989	NA	1040	NA	1078	NA	1151	NA	1049	NA	1297	NA	1208	NA	1249	NA	1459	NA	1566	NA	1613	NA	1629	NA	1768	NA	2140	2377	2377
international journal of environmental analytical chemistry	NA	1131	NA	1169	NA	1276	NA	1286	NA	1184	NA	1214	NA	1155	NA	1163	NA	1179	NA	1136	NA	1323	NA	1308	NA	1547	NA	1408	NA	1372	NA	1653	NA	1700	NA	1655	NA	1760	NA	1765	1836	1836
journal of craniofacial genetics and developmental biology	NA	445	NA	412	NA	447	NA	397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
public health reports	NA	2129	NA	2224	NA	2210	NA	2175	NA	2027	NA	2028	NA	2034	NA	2299	NA	2469	NA	2636	NA	2636	NA	3121	NA	3220	NA	3602	NA	3625	NA	4053	NA	4229	NA	4547	NA	4572	NA	4834	5312	5312
zoological journal of the linnean society	NA	733	NA	951	NA	917	NA	1019	NA	1189	NA	1371	NA	1309	NA	1392	NA	1608	NA	1799	NA	2120	NA	2140	NA	2529	NA	2978	NA	3022	NA	3239	NA	3511	NA	3787	NA	4034	NA	4245	4824	4824
canadian mineralogist	NA	1440	NA	1624	NA	1718	NA	1828	NA	1896	NA	2186	NA	2360	NA	2151	NA	2464	NA	2620	NA	2680	NA	3149	NA	3074	NA	3098	NA	3304	NA	3594	NA	3872	NA	3957	NA	4043	NA	4142	5173	5173
eye	NA	1518	NA	1691	NA	1829	NA	1940	NA	2195	NA	2176	NA	2400	NA	2420	NA	1797	NA	2240	NA	2648	NA	3054	NA	3487	NA	3661	NA	4884	NA	5169	NA	5637	NA	5895	NA	6530	NA	7463	8628	8628
canadian journal of zoology-revue canadienne de zoologie	NA	7264	NA	7626	NA	8160	NA	8012	NA	8559	NA	8690	NA	8986	NA	8906	NA	9316	NA	10009	NA	10542	NA	10039	NA	9875	NA	9848	NA	9387	NA	10200	NA	10504	NA	NA	NA	NA	NA	NA	NA	NA
dysphagia	NA	461	NA	630	NA	688	NA	699	NA	712	NA	624	NA	778	NA	654	NA	794	NA	918	NA	1051	NA	1211	NA	1628	NA	1278	NA	1343	NA	1817	NA	1937	NA	2032	NA	2231	NA	2539	3153	3153
urological research	NA	815	NA	777	NA	983	NA	868	NA	825	NA	901	NA	884	NA	1094	NA	1068	NA	1165	NA	1208	NA	1273	NA	1218	NA	1275	NA	1364	NA	1537	NA	1626	NA	1476	NA	NA	NA	NA	NA	NA
polymer journal	NA	2446	NA	2595	NA	2557	NA	2834	NA	2852	NA	2710	NA	2857	NA	2858	NA	2618	NA	2808	NA	2748	NA	2752	NA	3091	NA	2845	NA	2980	NA	3024	NA	3238	NA	3426	NA	3915	NA	4261	4576	4576
american surgeon	NA	2795	NA	3094	NA	3283	NA	3562	NA	3773	NA	3954	NA	4081	NA	4077	NA	4301	NA	4792	NA	5029	NA	5928	NA	5476	NA	5552	NA	5498	NA	5464	NA	5473	NA	5765	NA	5598	NA	6059	6167	6167
ecological economics	NA	398	NA	499	NA	737	NA	856	NA	946	NA	966	NA	1254	NA	1599	NA	1672	NA	2600	NA	3338	NA	4347	NA	6081	NA	7172	NA	8115	NA	9938	NA	11775	NA	12802	NA	15479	NA	17659	21723	21723
international statistical review	NA	427	NA	461	NA	551	NA	490	NA	491	NA	491	NA	498	NA	559	NA	528	NA	632	NA	648	NA	763	NA	983	NA	888	NA	949	NA	1001	NA	1044	NA	1131	NA	1240	NA	1412	1731	1731
journal of morphology	NA	2898	NA	2965	NA	2738	NA	2874	NA	2819	NA	3137	NA	3082	NA	3067	NA	3206	NA	3341	NA	3779	NA	3912	NA	4289	NA	4581	NA	4306	NA	4364	NA	4587	NA	4895	NA	5264	NA	5030	5560	5560
fuel processing technology	NA	561	NA	549	NA	586	NA	642	NA	705	NA	829	NA	1042	NA	1271	NA	1569	NA	1832	NA	2384	NA	3116	NA	3817	NA	4791	NA	5739	NA	7405	NA	9065	NA	11150	NA	12869	NA	15628	17840	17840
haemophilia	NA	140	NA	273	NA	276	NA	614	NA	682	NA	1007	NA	1190	NA	1536	NA	1390	NA	2297	NA	2196	NA	2953	NA	3380	NA	3039	NA	3933	NA	4851	NA	4682	NA	4882	NA	4973	NA	6137	5776	5776
journal of applied econometrics	NA	362	NA	412	NA	535	NA	509	NA	600	NA	587	NA	650	NA	769	NA	903	NA	1113	NA	1319	NA	1645	NA	2131	NA	2135	NA	2315	NA	2600	NA	2995	NA	3078	NA	3525	NA	4188	4828	4828
american journal of physical medicine & rehabilitation	NA	896	NA	1007	NA	1186	NA	1196	NA	1371	NA	1427	NA	1494	NA	1922	NA	2087	NA	2264	NA	2614	NA	2924	NA	3348	NA	3522	NA	3334	NA	3804	NA	4042	NA	4259	NA	4573	NA	4895	5314	5314
plant cell reports	NA	2238	NA	2731	NA	2586	NA	3309	NA	3207	NA	3018	NA	3529	NA	3473	NA	3879	NA	3722	NA	4234	NA	4863	NA	5542	NA	5951	NA	6589	NA	6445	NA	6750	NA	6884	NA	7647	NA	7659	7385	7385
zeitschrift fur lebensmittel-untersuchung und-forschung a-food research and technology	NA	1393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
food and agricultural immunology	NA	202	NA	249	NA	238	NA	172	NA	267	NA	263	NA	242	NA	295	NA	261	NA	227	NA	248	NA	207	NA	334	NA	272	NA	273	NA	312	NA	358	NA	360	NA	467	NA	519	901	901
journal of career assessment	NA	103	NA	181	NA	170	NA	233	NA	195	NA	254	NA	209	NA	261	NA	232	NA	353	NA	369	NA	351	NA	417	NA	570	NA	624	NA	614	NA	726	NA	819	NA	960	NA	1181	1279	1279
analytical and quantitative cytology and histology	NA	774	NA	737	NA	602	NA	676	NA	632	NA	620	NA	699	NA	715	NA	532	NA	528	NA	701	NA	NA	NA	NA	NA	583	NA	486	NA	570	NA	532	NA	509	NA	NA	NA	NA	NA	NA
developmental immunology	NA	197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
journal of comparative physiology b-biochemical systemic and environmentalphysiology	NA	1273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
water air and soil pollution	NA	3216	NA	4341	NA	3886	NA	3991	NA	4321	NA	4483	NA	4898	NA	4923	NA	5061	NA	5703	NA	5998	NA	6961	NA	7729	NA	8261	NA	8858	NA	9683	NA	10594	NA	10861	NA	11490	NA	12952	13524	13524
clinical and investigative medicine-medecine clinique et experimentale	NA	709	NA	743	NA	702	NA	672	NA	660	NA	660	NA	640	NA	595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
aggression and violent behavior	NA	29	NA	40	NA	75	NA	137	NA	129	NA	237	NA	292	NA	351	NA	448	NA	568	NA	633	NA	809	NA	1050	NA	1151	NA	1437	NA	1517	NA	1816	NA	2062	NA	2477	NA	3002	3792	3792
journal of physiology and pharmacology	NA	228	NA	290	NA	428	NA	468	NA	618	NA	758	NA	785	NA	895	NA	983	NA	1124	NA	1511	NA	1787	NA	2064	NA	2617	NA	2673	NA	2934	NA	3091	NA	3130	NA	3222	NA	3284	3251	3251
journal of clinical anesthesia	NA	816	NA	851	NA	994	NA	952	NA	999	NA	1082	NA	1156	NA	1304	NA	1364	NA	1442	NA	1491	NA	1612	NA	1810	NA	1960	NA	1822	NA	1843	NA	1918	NA	1949	NA	2266	NA	2864	3442	3442
journal of experimental zoology	NA	5153	NA	5494	NA	5523	NA	5516	NA	5689	NA	5631	NA	5743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
personal relationships	NA	198	NA	249	NA	242	NA	287	NA	359	NA	452	NA	516	NA	557	NA	561	NA	643	NA	759	NA	935	NA	1023	NA	1130	NA	1238	NA	1366	NA	1484	NA	1613	NA	1723	NA	1856	2168	2168
arthroscopy	NA	1566	NA	1662	NA	2364	NA	2422	NA	2918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
diabetes research and clinical practice	NA	968	NA	1015	NA	1072	NA	1204	NA	1502	NA	1552	NA	1927	NA	2046	NA	2235	NA	2673	NA	3364	NA	4131	NA	4636	NA	4936	NA	5488	NA	6451	NA	7368	NA	8209	NA	9112	NA	10370	11053	11053
ecotoxicology and environmental safety	NA	1139	NA	1130	NA	1433	NA	1591	NA	1626	NA	1953	NA	2095	NA	2301	NA	2788	NA	3198	NA	3726	NA	4447	NA	5111	NA	5810	NA	6578	NA	7388	NA	8875	NA	10033	NA	12047	NA	14190	16338	16338
aids education and prevention	NA	508	NA	586	NA	607	NA	710	NA	671	NA	741	NA	839	NA	837	NA	1014	NA	1055	NA	1217	NA	1228	NA	1244	NA	1347	NA	1535	NA	1636	NA	1684	NA	1822	NA	1735	NA	1744	1758	1758
experimental and clinical endocrinology & diabetes	NA	659	NA	913	NA	980	NA	1211	NA	1359	NA	1337	NA	1523	NA	1444	NA	1385	NA	1445	NA	1598	NA	1850	NA	1868	NA	1987	NA	2059	NA	2095	NA	2267	NA	2221	NA	2209	NA	2338	2476	2476
journal of microbiological methods	NA	902	NA	1002	NA	1139	NA	1355	NA	1530	NA	1632	NA	2184	NA	2622	NA	3203	NA	3806	NA	4597	NA	5087	NA	5911	NA	6452	NA	7178	NA	7548	NA	8191	NA	8743	NA	9173	NA	9403	9921	9921
theory and society	NA	305	NA	338	NA	392	NA	421	NA	391	NA	448	NA	396	NA	495	NA	575	NA	615	NA	694	NA	845	NA	1209	NA	1082	NA	1198	NA	1251	NA	1347	NA	1540	NA	1713	NA	2088	2628	2628
enantiomer	NA	57	NA	149	NA	182	NA	303	NA	381	NA	360	NA	385	NA	352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
journal of neurogenetics	NA	294	NA	335	NA	380	NA	306	NA	305	NA	310	NA	385	NA	260	NA	307	NA	301	NA	319	NA	286	NA	313	NA	422	NA	463	NA	498	NA	489	NA	552	NA	548	NA	590	603	603
physiological entomology	NA	929	NA	974	NA	1136	NA	1114	NA	950	NA	1033	NA	1035	NA	1152	NA	1234	NA	1253	NA	1418	NA	1523	NA	1534	NA	1634	NA	1638	NA	1651	NA	1761	NA	1855	NA	1701	NA	1811	1756	1756
american journal of otology	NA	1463	NA	1281	NA	1945	NA	1962	NA	1950	NA	1955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
carbohydrate polymers	NA	1225	NA	1350	NA	1535	NA	1627	NA	2043	NA	2423	NA	2854	NA	3232	NA	3796	NA	4753	NA	5488	NA	7471	NA	9730	NA	11770	NA	15055	NA	18471	NA	24477	NA	30889	NA	36918	NA	45390	53857	53857
journal of family violence	NA	396	NA	371	NA	438	NA	512	NA	516	NA	528	NA	606	NA	598	NA	729	NA	768	NA	828	NA	957	NA	1053	NA	1217	NA	1316	NA	1510	NA	1604	NA	1731	NA	1869	NA	2069	2550	2550
human heredity	NA	859	NA	909	NA	952	NA	1063	NA	1121	NA	1130	NA	1176	NA	1301	NA	1509	NA	1680	NA	1687	NA	1717	NA	1847	NA	1737	NA	1562	NA	1336	NA	1224	NA	1249	NA	1134	NA	1014	968	968
surgical laparoscopy & endoscopy	NA	983	NA	1089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
general relativity and gravitation	NA	1260	NA	1415	NA	1561	NA	1624	NA	1462	NA	1935	NA	1761	NA	1944	NA	2246	NA	2481	NA	2650	NA	3366	NA	3674	NA	3512	NA	3995	NA	4247	NA	4048	NA	4430	NA	4766	NA	4697	5425	5425
journal of gastroenterology and hepatology	NA	1317	NA	1534	NA	1778	NA	2169	NA	2290	NA	2969	NA	3171	NA	3138	NA	3456	NA	4127	NA	4759	NA	6304	NA	6744	NA	6942	NA	8025	NA	9204	NA	10133	NA	10763	NA	11388	NA	11789	12495	12495
information systems research	NA	78	NA	120	NA	165	NA	331	NA	308	NA	457	NA	614	NA	615	NA	949	NA	1508	NA	2146	NA	2778	NA	3037	NA	3517	NA	3286	NA	3443	NA	4393	NA	4404	NA	5175	NA	6257	6640	6640
magnetic resonance in chemistry	NA	1762	NA	1777	NA	1927	NA	2039	NA	1856	NA	1967	NA	1988	NA	2312	NA	2597	NA	2695	NA	2888	NA	3199	NA	3730	NA	3418	NA	3449	NA	3556	NA	3753	NA	3328	NA	3476	NA	3546	3936	3936
international journal of pancreatology	NA	614	NA	699	NA	891	NA	741	NA	866	NA	778	NA	775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
presence-teleoperators and virtual environments	NA	148	NA	195	NA	411	NA	367	NA	513	NA	430	NA	461	NA	576	NA	575	NA	682	NA	791	NA	918	NA	1272	NA	1069	NA	887	NA	1068	NA	1145	NA	1117	NA	1320	NA	1652	1590	1590
genetica	NA	1088	NA	1214	NA	1443	NA	1430	NA	1528	NA	1470	NA	1747	NA	2027	NA	2124	NA	2090	NA	2471	NA	2862	NA	2946	NA	3254	NA	3209	NA	3283	NA	3308	NA	3292	NA	2998	NA	2868	3125	3125
comparative biochemistry and physiology b-biochemistry & molecular biology	NA	4137	NA	4290	NA	4063	NA	4207	NA	4061	NA	4664	NA	4626	NA	4857	NA	5109	NA	5678	NA	5914	NA	5827	NA	6270	NA	6534	NA	6533	NA	6692	NA	6805	NA	6390	NA	6489	NA	6405	6912	6912
hyperfine interactions	NA	1846	NA	1793	NA	2086	NA	1759	NA	1675	NA	2109	NA	1915	NA	1952	NA	1766	NA	1838	NA	1472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
journal of the american veterinary medical association	NA	8203	NA	8233	NA	8185	NA	8554	NA	8613	NA	8989	NA	9684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
parasitology research	NA	981	NA	1220	NA	1351	NA	1391	NA	1493	NA	1651	NA	1914	NA	2163	NA	2300	NA	2512	NA	3305	NA	4027	NA	5094	NA	5741	NA	7080	NA	9088	NA	9597	NA	10275	NA	10391	NA	11649	12003	12003
journal of american history	NA	522	NA	634	NA	597	NA	539	NA	576	NA	517	NA	559	NA	668	NA	572	NA	583	NA	512	NA	746	NA	905	NA	672	NA	767	NA	679	NA	606	NA	656	NA	813	NA	897	1311	1311
journal of coastal research	NA	690	NA	745	NA	859	NA	1013	NA	1002	NA	1283	NA	1118	NA	1476	NA	1573	NA	1942	NA	2493	NA	2788	NA	3385	NA	3120	NA	3732	NA	4205	NA	5184	NA	5758	NA	5725	NA	7128	6904	6904
science education	NA	642	NA	569	NA	701	NA	728	NA	673	NA	604	NA	900	NA	943	NA	939	NA	1084	NA	1228	NA	1539	NA	2448	NA	2209	NA	2348	NA	2711	NA	3245	NA	3098	NA	3191	NA	4116	4811	4811
science of the total environment	NA	4301	NA	5000	NA	5053	NA	6114	NA	6217	NA	7836	NA	8359	NA	9265	NA	10981	NA	12498	NA	14554	NA	17331	NA	20059	NA	22018	NA	25057	NA	28281	NA	32723	NA	39706	NA	46952	NA	60599	71249	71249
clinical radiology	NA	2606	NA	2798	NA	2904	NA	2825	NA	3117	NA	2895	NA	2990	NA	3106	NA	3071	NA	3298	NA	3445	NA	4074	NA	4166	NA	4015	NA	4138	NA	4333	NA	4450	NA	4636	NA	5239	NA	5717	6234	6234
concepts in magnetic resonance	NA	103	NA	75	NA	172	NA	200	NA	262	NA	304	NA	354	NA	353	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
research policy	NA	704	NA	922	NA	887	NA	1103	NA	1297	NA	1646	NA	1848	NA	2006	NA	2470	NA	2830	NA	3524	NA	5476	NA	6793	NA	7539	NA	7774	NA	9291	NA	9518	NA	11035	NA	13078	NA	17032	20135	20135
biological bulletin	NA	2953	NA	3131	NA	3353	NA	3426	NA	3505	NA	3579	NA	3417	NA	3672	NA	3460	NA	3806	NA	4072	NA	4240	NA	4491	NA	4767	NA	4514	NA	4864	NA	4937	NA	4702	NA	4905	NA	4803	4877	4877
environment and planning a	NA	1067	NA	1249	NA	1248	NA	1472	NA	1448	NA	1675	NA	1746	NA	1864	NA	1858	NA	2195	NA	2681	NA	3011	NA	3978	NA	3986	NA	4195	NA	4823	NA	5215	NA	5596	NA	6236	NA	6825	NA	NA
pediatric pulmonology	NA	1387	NA	1879	NA	1900	NA	2322	NA	2734	NA	2839	NA	3124	NA	2792	NA	3488	NA	3968	NA	3972	NA	4392	NA	4483	NA	4583	NA	4693	NA	5146	NA	5141	NA	5474	NA	5980	NA	5951	6731	6731
international journal of psychiatry in medicine	NA	610	NA	687	NA	703	NA	703	NA	679	NA	782	NA	723	NA	759	NA	788	NA	786	NA	823	NA	880	NA	914	NA	925	NA	926	NA	1000	NA	1080	NA	1075	NA	1092	NA	1233	1194	1194
canadian journal of veterinary research-revue canadienne de recherche veterinaire	NA	703	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	787	NA	859	NA	854	NA	873	NA	1024	NA	1105	NA	1415	NA	1346	NA	1337	NA	1419	NA	1399	NA	1353	NA	1284	NA	1319	1478	1478
ieee signal processing magazine	NA	33	NA	77	NA	204	NA	187	NA	463	NA	558	NA	798	NA	951	NA	1218	NA	1466	NA	1751	NA	3040	NA	3176	NA	3683	NA	4089	NA	4516	NA	5580	NA	5989	NA	6140	NA	9088	10318	10318
research in virology	NA	437	NA	479	NA	445	NA	405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cell structure and function	NA	597	NA	745	NA	796	NA	781	NA	803	NA	715	NA	823	NA	1011	NA	1096	NA	1120	NA	1033	NA	1094	NA	1175	NA	1146	NA	1080	NA	1063	NA	1097	NA	1002	NA	1015	NA	978	1089	1089
journal of luminescence	NA	2467	NA	2465	NA	2869	NA	3266	NA	3495	NA	3987	NA	4178	NA	4298	NA	4649	NA	4993	NA	5757	NA	6778	NA	7396	NA	8008	NA	8861	NA	9585	NA	11482	NA	13877	NA	14731	NA	15603	17185	17185
journal of personality assessment	NA	1647	NA	1711	NA	2141	NA	1888	NA	2127	NA	2139	NA	1920	NA	2064	NA	2042	NA	2284	NA	2675	NA	3102	NA	3265	NA	3863	NA	3680	NA	4346	NA	4864	NA	5017	NA	5899	NA	6509	6944	6944
learning and individual differences	NA	155	NA	65	NA	79	NA	193	NA	262	NA	306	NA	NA	NA	309	NA	286	NA	354	NA	342	NA	516	NA	666	NA	773	NA	936	NA	1319	NA	1608	NA	2051	NA	2452	NA	3165	3943	3943
human psychopharmacology-clinical and experimental	NA	347	NA	399	NA	419	NA	673	NA	630	NA	727	NA	695	NA	862	NA	1083	NA	1197	NA	1146	NA	1406	NA	1590	NA	1749	NA	1786	NA	1996	NA	2010	NA	2100	NA	2089	NA	2121	2238	2238
photosynthetica	NA	813	NA	763	NA	811	NA	778	NA	913	NA	968	NA	959	NA	953	NA	1062	NA	1126	NA	1291	NA	1235	NA	1448	NA	1590	NA	1732	NA	1856	NA	1877	NA	2192	NA	2217	NA	2397	2698	2698
hydrological processes	NA	519	NA	691	NA	1123	NA	1326	NA	1678	NA	1857	NA	2454	NA	2861	NA	3431	NA	4862	NA	5729	NA	7038	NA	7644	NA	8914	NA	10194	NA	11581	NA	13639	NA	15618	NA	16884	NA	18733	19530	19530
journal of hydrology	NA	3354	NA	3475	NA	4656	NA	4776	NA	5358	NA	5549	NA	6086	NA	7040	NA	8658	NA	10922	NA	13086	NA	14510	NA	17279	NA	18635	NA	21362	NA	25961	NA	29080	NA	33300	NA	37044	NA	42808	46099	46099
biology of the cell	NA	1382	NA	1395	NA	1421	NA	1454	NA	1359	NA	1255	NA	1302	NA	1504	NA	1718	NA	2010	NA	2090	NA	2342	NA	2396	NA	2656	NA	2461	NA	2679	NA	2801	NA	2778	NA	2480	NA	2410	2310	2310
aquatic sciences	NA	228	NA	288	NA	332	NA	303	NA	326	NA	348	NA	467	NA	476	NA	642	NA	698	NA	1013	NA	1041	NA	1250	NA	1308	NA	1436	NA	1548	NA	1781	NA	2036	NA	2131	NA	2459	2673	2673
biometrics	NA	5657	NA	5760	NA	6882	NA	6816	NA	7029	NA	7469	NA	7929	NA	8163	NA	9074	NA	10235	NA	10950	NA	12772	NA	13768	NA	13512	NA	14212	NA	15497	NA	15966	NA	17163	NA	17456	NA	19952	20622	20622
clinical and experimental pharmacology and physiology	NA	1489	NA	1864	NA	2086	NA	2423	NA	2555	NA	2725	NA	2980	NA	2968	NA	3063	NA	3388	NA	3784	NA	4067	NA	4350	NA	4737	NA	4716	NA	4951	NA	5172	NA	4902	NA	4843	NA	5359	5570	5570
clinics in plastic surgery	NA	1113	NA	1141	NA	1309	NA	1322	NA	1263	NA	1164	NA	1176	NA	1261	NA	1352	NA	1575	NA	1524	NA	1642	NA	1726	NA	1682	NA	1842	NA	1824	NA	1877	NA	1760	NA	1817	NA	2210	2256	2256
international journal of modern physics c	NA	331	NA	426	NA	540	NA	604	NA	643	NA	790	NA	756	NA	969	NA	1106	NA	1041	NA	1053	NA	1159	NA	1410	NA	1263	NA	1134	NA	1144	NA	1391	NA	1507	NA	1647	NA	1846	1903	1903
journal of law medicine & ethics	NA	132	NA	202	NA	204	NA	202	NA	276	NA	332	NA	486	NA	442	NA	553	NA	558	NA	756	NA	814	NA	964	NA	949	NA	1071	NA	1122	NA	1161	NA	1189	NA	1537	NA	1496	1547	1547
siam journal on numerical analysis	NA	2669	NA	3176	NA	3151	NA	3845	NA	3676	NA	3842	NA	3983	NA	3623	NA	4399	NA	5308	NA	5428	NA	6593	NA	7589	NA	7009	NA	6983	NA	7636	NA	8593	NA	9276	NA	9371	NA	10137	11357	11357
journal of clinical child psychology	NA	829	NA	1038	NA	1041	NA	1269	NA	1277	NA	1672	NA	1597	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
journal of clinical gastroenterology	NA	2236	NA	2333	NA	2611	NA	2740	NA	2809	NA	2939	NA	3215	NA	3410	NA	3630	NA	4107	NA	4597	NA	5523	NA	5501	NA	5610	NA	5752	NA	6167	NA	6519	NA	6993	NA	7280	NA	7425	7826	7826
geodinamica acta	NA	156	NA	163	NA	184	NA	179	NA	224	NA	260	NA	310	NA	348	NA	382	NA	428	NA	478	NA	495	NA	749	NA	671	NA	517	NA	677	NA	607	NA	595	NA	652	678	678	754	754
international journal of solids and structures	NA	2916	NA	3326	NA	3870	NA	4298	NA	4925	NA	5066	NA	5931	NA	6702	NA	6968	NA	8258	NA	8930	NA	11653	NA	12107	NA	12129	NA	12501	NA	13537	NA	16322	NA	17284	NA	19083	NA	22288	23500	23500
