Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score
Climate of the Past,706,2.821,0.005490
Algorithms for Molecular Biology,175,2.800,0.001470
BMC Neurology,831,2.797,0.004710
BMC DEVELOPMENTAL BIOLOGY,"1,858",2.781,0.012040
ACTA DERMATO-VENEREOLOGICA,"3,998",2.780,0.005050
PPAR Research,596,2.727,0.003150
Cardiovascular Diabetology,751,2.720,0.003000
Evolutionary Bioinformatics,"1,368",2.684,0.009240
Journal of the International Society of Sports Nutrition,230,2.675,0.000640
Genome Biology and Evolution,160,2.674,0.001270
Journal of Statistical Software,"1,041",2.647,0.007100
Journal of NeuroEngineering and Rehabilitation,647,2.638,0.003260
Atmospheric Measurement Techniques,259,2.623,0.000910
Frontiers in Computational Neuroscience,113,2.586,0.000990
Nanoscale Research Letters,"1,278",2.560,0.006260
Nutrition Journal,801,2.560,0.003230
Virology Journal,"1,945",2.546,0.011120
INTERNATIONAL JOURNAL OF INFECTIOUS DISEASES,"1,644",2.529,0.007010
Frontiers in Zoology,550,2.519,0.003270
Implementation Science,606,2.514,0.003850
Implementation Science,606,2.514,0.003850
BMC GENETICS,"1,475",2.489,0.008600
Proteome Science,387,2.488,0.001780
BMC GASTROENTEROLOGY,987,2.468,0.004360
Oxidative Medicine and Cellular Longevity,137,2.468,0.000190
BMC CELL BIOLOGY,"1,239",2.464,0.007850
HYDROLOGY AND EARTH SYSTEM SCIENCES,"2,612",2.463,0.011470
Environmental Health,883,2.450,0.004700
BMC Medical Genetics,"1,642",2.439,0.010380
Radiation Oncology,528,2.409,0.002790
Translational Oncology,183,2.400,0.000830
BMC Veterinary Research,467,2.371,0.002250
BMC PUBLIC HEALTH,"5,255",2.364,0.029190
Nutrition & Metabolism,719,2.349,0.002890
International Journal of Health Geographics,906,2.341,0.004390
Behavioral and Brain Functions,710,2.305,0.004160
Physical Review Special Topics-Physics Education Research,267,2.302,0.001130
Physical Review Special Topics-Physics Education Research,267,2.302,0.001130
INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,"1,652",2.279,0.006550
BMC STRUCTURAL BIOLOGY,835,2.258,0.006180
BMC Medical Informatics and Decision Making,656,2.239,0.003990
Lipids in Health and Disease,589,2.239,0.002190
Canadian Journal of Infectious Diseases & Medical Microbiology,463,2.225,0.001720
BIOSCIENCE REPORTS,"1,296",2.213,0.002520
BMC Complementary and Alternative Medicine,791,2.195,0.002740
Scandinavian Journal of Trauma Resuscitation & Emergency Medicine,171,2.176,0.000610
BMB Reports,605,2.167,0.003250
BMC Medical Research Methodology,"1,648",2.153,0.009220
BMC Nephrology,282,2.136,0.001450
Parasites & Vectors,272,2.130,0.001140
JOURNAL OF EPIDEMIOLOGY,"1,084",2.110,0.002400
Trials,617,2.080,0.004650
MEDIATORS OF INFLAMMATION,"1,272",2.059,0.003190
MEMORIAS DO INSTITUTO OSWALDO CRUZ,"5,385",2.058,0.010470
INTERNATIONAL JOURNAL OF SPELEOLOGY,189,2.057,0.000600
BMC Cardiovascular Disorders,564,2.021,0.003220
Journal of Inflammation-London,312,2.017,0.001500
JOURNAL OF RADIATION RESEARCH,"1,245",2.007,0.003310
MOLECULES,"3,234",1.988,0.008980
Radiology and Oncology,190,1.970,0.000200
JOURNAL OF REHABILITATION MEDICINE,"2,180",1.967,0.007390
JOURNAL OF BIOMEDICAL SCIENCE,"1,751",1.962,0.004970
ACTA PALAEONTOLOGICA POLONICA,"1,169",1.949,0.004000
BMC MUSCULOSKELETAL DISORDERS,"1,838",1.941,0.009820
Frontiers in Human Neuroscience,206,1.940,0.001460
JOURNAL OF EXPERIMENTAL & CLINICAL CANCER RESEARCH,"1,316",1.921,0.003940
GEOCHEMICAL TRANSACTIONS,266,1.920,0.001400
JOURNAL OF PHARMACY AND PHARMACEUTICAL SCIENCES,"1,094",1.914,0.002610
BMC Pediatrics,754,1.904,0.003730
Acta Orthopaedica,"6,287",1.897,0.010180
Fossil Record,182,1.875,0.000460
Health and Quality of Life Outcomes,"2,114",1.860,0.008460
Health and Quality of Life Outcomes,"2,114",1.860,0.008460
Advances in High Energy Physics,43,1.846,0.000280
INDIAN JOURNAL OF MEDICAL RESEARCH,"3,169",1.826,0.007540
SWISS MEDICAL WEEKLY,"1,484",1.823,0.005500
EUROPEAN JOURNAL OF HISTOCHEMISTRY,610,1.809,0.000810
NATURAL HAZARDS AND EARTH SYSTEM SCIENCES,"1,595",1.792,0.005980
SENSORS,"3,157",1.774,0.013380
JASSS-THE JOURNAL OF ARTIFICIAL SOCIETIES AND SOCIAL SIMULATION,630,1.733,0.001430
DISEASE MARKERS,879,1.723,0.002790
BMC HEALTH SERVICES RESEARCH,"2,393",1.721,0.013750
INTEGRATIVE CANCER THERAPIES,558,1.716,0.001710
Geospatial Health,186,1.705,0.000930
Reproductive Biology and Endocrinology,"1,678",1.695,0.005490
LANGUAGE LEARNING & TECHNOLOGY,461,1.692,0.000890
JOURNAL OF ARTIFICIAL INTELLIGENCE RESEARCH,"1,739",1.691,0.004120
SAMJ SOUTH AFRICAN MEDICAL JOURNAL,"2,453",1.676,0.004250
Journal of Nanomaterials,413,1.675,0.002130
PHYSICAL REVIEW SPECIAL TOPICS-ACCELERATORS AND BEAMS,"1,492",1.661,0.008370
Chemistry Central Journal,147,1.650,0.000820
Judgment and Decision Making,399,1.632,0.002780
ANNALES GEOPHYSICAE,"4,694",1.620,0.022650
Theoretical Biology and Medical Modelling,413,1.604,0.002050
REVISTA BRASILEIRA DE PSIQUIATRIA,873,1.593,0.002300
REVISTA BRASILEIRA DE PSIQUIATRIA,873,1.593,0.002300
Geoscientific Model Development,71,1.591,0.000290
Journal of Postgraduate Medicine,996,1.589,0.002060
Substance Abuse Treatment Prevention and Policy,171,1.581,0.000940
Express Polymer Letters,474,1.575,0.002200
Cardiovascular Ultrasound,447,1.561,0.002350
CANADIAN JOURNAL OF GASTROENTEROLOGY,"1,279",1.550,0.004180
ASIAN JOURNAL OF ANDROLOGY,"1,194",1.549,0.003620
Demographic Research,648,1.531,0.003680
Beilstein Journal of Organic Chemistry,360,1.515,0.001480
Pain Research & Management,479,1.515,0.001390
GENETICS SELECTION EVOLUTION,"1,245",1.484,0.002280
GEOLOGICA ACTA,402,1.474,0.001580
International Journal of Computational Intelligence Systems,124,1.471,0.000140
BMC Family Practice,738,1.467,0.003730
Harm Reduction Journal,317,1.458,0.002190
CROATIAN MEDICAL JOURNAL,"1,011",1.455,0.002880
Ocean Science,388,1.443,0.002970
Clinics,844,1.422,0.003400
BioResources,471,1.418,0.002120
International Braz J Urol,539,1.397,0.001950
Diagnostic Pathology,327,1.388,0.001390
Human Resources for Health,428,1.383,0.002030
BMC Ophthalmology,233,1.375,0.001250
Canadian Respiratory Journal,573,1.347,0.001980
INTERNATIONAL JOURNAL OF PHOTOENERGY,406,1.345,0.001490
JOURNAL OF THE BRAZILIAN CHEMICAL SOCIETY,"2,795",1.343,0.006620
Anales de Psicologia,246,1.338,0.000390
Anales de Psicologia,246,1.338,0.000390
Mobile Information Systems,67,1.325,0.000210
ACTA PHARMACEUTICA,638,1.312,0.001410
International Journal for Equity in Health,274,1.306,0.001580
BEHAVIOURAL NEUROLOGY,490,1.304,0.001170
NONLINEAR PROCESSES IN GEOPHYSICS,958,1.300,0.005290
Journal of Mining and Metallurgy Section B-Metallurgy,72,1.294,0.000080
Universitas Psychologica,196,1.283,0.000230
Evolutionary Psychology,218,1.278,0.001500
FOLIA NEUROPATHOLOGICA,361,1.222,0.000930
BMC Medical Education,667,1.201,0.003300
BMC Medical Education,667,1.201,0.003300
ACTA VETERINARIA SCANDINAVICA,"1,247",1.196,0.001610
CZECH JOURNAL OF ANIMAL SCIENCE,564,1.190,0.001070
Journal of Veterinary Science,606,1.153,0.001840
BRAZILIAN JOURNAL OF MEDICAL AND BIOLOGICAL RESEARCH,"3,924",1.150,0.007190
Arquivos Brasileiros de Cardiologia,"1,757",1.147,0.002540
JOURNAL OF LIMNOLOGY,484,1.140,0.000780
REVISTA MEXICANA DE CIENCIAS GEOLOGICAS,297,1.136,0.001270
Energies,97,1.130,0.000510
REVISTA ESPANOLA DE ENFERMEDADES DIGESTIVAS,733,1.130,0.001230
Psicologia-Reflexao e Critica,263,1.124,0.000170
Biomedical Engineering Online,551,1.119,0.002010
World Journal of Surgical Oncology,729,1.116,0.003150
Gaceta Sanitaria,827,1.114,0.001900
Gaceta Sanitaria,827,1.114,0.001900
Entropy,305,1.109,0.001030
SCIENTIA MARINA,"1,989",1.079,0.004090
PLANT SOIL AND ENVIRONMENT,429,1.076,0.001150
EDUCATIONAL TECHNOLOGY & SOCIETY,640,1.066,0.001990
HEREDITAS,"1,896",1.066,0.001100
International Journal of Circumpolar Health,502,1.065,0.001490
International Journal of Circumpolar Health,502,1.065,0.001490
ANNALS OF AGRICULTURAL AND ENVIRONMENTAL MEDICINE,827,1.062,0.001670
Annals of Thoracic Medicine,102,1.060,0.000320
OIL & GAS SCIENCE AND TECHNOLOGY-REVUE DE L INSTITUT FRANCAIS DU PETROLE,664,1.059,0.002420
Andean Geology,21,1.056,0.000130
EURASIP Journal on Advances in Signal Processing,"2,077",1.053,0.011400
FLORIDA ENTOMOLOGIST,"1,793",1.052,0.002850
Boundary Value Problems,522,1.047,0.001610
Journal of the European Optical Society-Rapid Publications,183,1.044,0.000990
JOURNAL OF INSECT SCIENCE,753,1.014,0.002570
ACTA CHIMICA SLOVENICA,959,1.011,0.003400
Journal of Applied Clinical Medical Physics,484,1.008,0.001560
Indian Journal of Medical Microbiology,728,1.006,0.002320
ANGLE ORTHODONTIST,"3,462",1.000,0.007780
FLUORIDE,624,1.000,0.000460
Viruses-Basel,124,1.000,0.000450
Cadernos de Saude Publica,"3,516",0.987,0.007100
Cadernos de Saude Publica,"3,516",0.987,0.007100
CHINESE MEDICAL JOURNAL,"3,900",0.983,0.009530
FOOD TECHNOLOGY AND BIOTECHNOLOGY,827,0.976,0.002290
DISCRETE DYNAMICS IN NATURE AND SOCIETY,391,0.967,0.001600
Journal of Applied Oral Science,404,0.966,0.001310
Hereditary Cancer in Clinical Practice,65,0.962,0.000310
Taiwanese Journal of Obstetrics & Gynecology,290,0.947,0.001120
Bulletin of the Polish Academy of Sciences-Technical Sciences,247,0.945,0.000980
PSICOTHEMA,"1,138",0.939,0.002200
REVISTA DO INSTITUTO DE MEDICINA TROPICAL DE SAO PAULO,"1,499",0.934,0.001930
Indian Journal of Dermatology Venereology & Leprology,844,0.932,0.002140
ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS,"1,150",0.925,0.002080
PLANT PRODUCTION SCIENCE,541,0.925,0.001390
CALIFORNIA AGRICULTURE,467,0.918,0.000910
GEOLOGICA CARPATHICA,492,0.909,0.001100
Journal of Cardiothoracic Surgery,232,0.908,0.001250
FOLIA HISTOCHEMICA ET CYTOBIOLOGICA,723,0.902,0.002000
CURRENT SCIENCE,"7,273",0.897,0.014590
Advances in Difference Equations,253,0.891,0.000830
Records of Natural Products,51,0.891,0.000140
JOURNAL OF INEQUALITIES AND APPLICATIONS,677,0.879,0.003430
Logical Methods in Computer Science,190,0.864,0.002090
REVISTA DE SAUDE PUBLICA,"2,721",0.862,0.004430
REVISTA DE SAUDE PUBLICA,"2,721",0.862,0.004430
Revista Latino-Americana de Enfermagem,"1,009",0.856,0.001070
Revista Latino-Americana de Enfermagem,"1,009",0.856,0.001070
Symmetry Integrability and Geometry-Methods and Applications,397,0.856,0.004120
Estonian Journal of Earth Sciences,95,0.852,0.000440
SALUD PUBLICA DE MEXICO,"1,041",0.852,0.002140
HELMINTHOLOGIA,302,0.847,0.000690
JOURNAL OF THE MEDICAL LIBRARY ASSOCIATION,526,0.844,0.002340
ANNALES ACADEMIAE SCIENTIARUM FENNICAE-MATHEMATICA,836,0.842,0.003140
Botanical Studies,217,0.842,0.000650
INDIAN JOURNAL OF OPHTHALMOLOGY,813,0.827,0.001930
ARHIV ZA HIGIJENU RADA I TOKSIKOLOGIJU,233,0.826,0.000600
Journal of Cancer Research and Therapeutics,187,0.825,0.000880
INFORMATION RESEARCH-AN INTERNATIONAL ELECTRONIC JOURNAL,429,0.822,0.001270
SCIENTIA AGRICOLA,"1,111",0.816,0.002320
EURASIP Journal on Wireless Communications and Networking,734,0.815,0.005040
International Journal of Oral Science,23,0.815,0.000160
Computational and Mathematical Methods in Medicine,62,0.814,0.000400
BRAZILIAN JOURNAL OF CHEMICAL ENGINEERING,560,0.811,0.001440
Brazilian Journal of Infectious Diseases,770,0.811,0.002180
ACTA SCIENTIARUM-AGRONOMY,369,0.805,0.000870
AFRICAN INVERTEBRATES,124,0.800,0.000610
Condensed Matter Physics,326,0.800,0.001370
GENETICS AND MOLECULAR BIOLOGY,"1,206",0.796,0.003180
FISHERY BULLETIN,"2,969",0.779,0.002460
Neotropical Ichthyology,419,0.774,0.001420
Revista Espanola de Salud Publica,412,0.774,0.000810
POLISH POLAR RESEARCH,228,0.767,0.000550
GRASAS Y ACEITES,559,0.748,0.000830
Pediatrics and Neonatology,88,0.747,0.000430
QUIMICA NOVA,"2,592",0.744,0.004550
BIOLOGICAL PROCEDURES ONLINE,216,0.742,0.000850
Bangladesh Journal of Pharmacology,59,0.740,0.000140
Noise & Health,356,0.739,0.000580
NEFROLOGIA,628,0.738,0.001000
Clinical and Experimental Otorhinolaryngology,62,0.728,0.000270
International Journal of Endocrinology,45,0.727,0.000040
PHYSICS OF THE SOLID STATE,"4,592",0.727,0.007240
JOURNAL OF THE SERBIAN CHEMICAL SOCIETY,977,0.725,0.002220
REVISTA CHILENA DE HISTORIA NATURAL,"1,063",0.723,0.001270
Electronic Research Announcements in Mathematical Sciences,99,0.722,0.001210
Sahara J-Journal of Social Aspects of HIV-AIDS,118,0.714,0.000470
CROATICA CHEMICA ACTA,"1,143",0.713,0.002200
PAKISTAN VETERINARY JOURNAL,218,0.707,0.000340
Nuclear Technology & Radiation Protection,69,0.706,0.000250
Thermal Science,203,0.706,0.000610
REVISTA BRASILEIRA DE ZOOTECNIA-BRAZILIAN JOURNAL OF ANIMAL SCIENCE,"2,805",0.702,0.002470
EURASIP Journal on Image and Video Processing,88,0.701,0.000570
Advances in Electrical and Computer Engineering,83,0.700,0.000170
MATHEMATICAL PROBLEMS IN ENGINEERING,672,0.689,0.001850
PESQUISA AGROPECUARIA BRASILEIRA,"2,922",0.687,0.005140
COLLEGE & RESEARCH LIBRARIES,491,0.683,0.001540
Journal of Biological Research-Thessaloniki,76,0.682,0.000280
Plant Pathology Journal,270,0.682,0.000680
Journal of Sports Science and Medicine,558,0.676,0.001860
WATER SA,"1,203",0.663,0.001930
Polish Journal of Microbiology,156,0.660,0.000590
International Journal of Computers Communications & Control,174,0.650,0.000450
MATERIALES DE CONSTRUCCION,161,0.646,0.000550
SPANISH JOURNAL OF AGRICULTURAL RESEARCH,316,0.646,0.001320
GEOLOGICA BELGICA,126,0.645,0.000410
SOUTH AFRICAN JOURNAL OF ENOLOGY AND VITICULTURE,296,0.636,0.000310
UPSALA JOURNAL OF MEDICAL SCIENCES,271,0.636,0.000580
BRAZILIAN JOURNAL OF MICROBIOLOGY,975,0.632,0.002110
South African Journal of Education,160,0.632,0.000330
ELECTRONIC JOURNAL OF COMBINATORICS,946,0.626,0.010180
BRAZILIAN JOURNAL OF BIOLOGY,849,0.625,0.002230
LOW TEMPERATURE PHYSICS,"1,103",0.625,0.003190
CIENCIAS MARINAS,505,0.618,0.001040
DISCRETE MATHEMATICS AND THEORETICAL COMPUTER SCIENCE,170,0.607,0.001820
Lexikos,107,0.607,0.000230
Comparative Cytogenetics,34,0.606,0.000140
Iranian Journal of Parasitology,82,0.605,0.000250
Scientific Programming,190,0.600,0.001220
AGRICULTURAL AND FOOD SCIENCE,256,0.597,0.000620
SOUTH AFRICAN JOURNAL OF SCIENCE,"1,688",0.596,0.002210
Czech Journal of Genetics and Plant Breeding,126,0.594,0.000320
VETERINARNI MEDICINA,647,0.594,0.001310
TERRESTRIAL ATMOSPHERIC AND OCEANIC SCIENCES,618,0.590,0.002210
Metrology and Measurement Systems,101,0.587,0.000280
ACTA BIOLOGICA CRACOVIENSIA SERIES BOTANICA,190,0.586,0.000480
International Journal of Conflict and Violence,39,0.586,0.000160
Psicologica,144,0.581,0.000340
Chemical Industry & Chemical Engineering Quarterly,61,0.580,0.000210
Revista da Sociedade Brasileira de Medicina Tropical,"1,540",0.580,0.002770
Latin American Journal of Solids and Structures,44,0.579,0.000210
Revista Mexicana de Biodiversidad,138,0.579,0.000790
Sao Paulo Medical Journal,523,0.577,0.001100
ARQUIVOS DE NEURO-PSIQUIATRIA,"1,707",0.574,0.003260
Indian Journal of Pathology and Microbiology,657,0.570,0.001560
MEDITERRANEAN MARINE SCIENCE,181,0.568,0.000390
CIENCIA E AGROTECNOLOGIA,"1,133",0.567,0.001960
SOUTH AFRICAN JOURNAL OF CHEMISTRY-SUID-AFRIKAANSE TYDSKRIF VIR CHEMIE,148,0.567,0.000290
EXCLI Journal,51,0.562,0.000170
SAUDI MEDICAL JOURNAL,"1,631",0.560,0.003690
Journal of Hydrology and Hydromechanics,78,0.553,0.000200
Revista da Associacao Medica Brasileira,556,0.553,0.000730
REVISTA BRASILEIRA DE PARASITOLOGIA VETERINARIA,289,0.548,0.000600
TROPICAL JOURNAL OF PHARMACEUTICAL RESEARCH,182,0.538,0.000470
ACTA VETERINARIA BRNO,594,0.534,0.000900
HORTICULTURAL SCIENCE,140,0.533,0.000230
REVISTA BRASILEIRA DE CIENCIA DO SOLO,"1,028",0.532,0.002000
ARCHIV FUR TIERZUCHT-ARCHIVES OF ANIMAL BREEDING,624,0.519,0.000530
MEDICINA-BUENOS AIRES,611,0.515,0.000920
ZooKeys,142,0.514,0.000470
ADANSONIA,196,0.512,0.000430
Postepy Higieny I Medycyny Doswiadczalnej,273,0.511,0.000760
Crop Breeding and Applied Biotechnology,241,0.509,0.000570
Gastroenterology Research and Practice,32,0.509,0.000160
Radioengineering,178,0.503,0.000660
Acta Cirurgica Brasileira,423,0.500,0.001280
ITALIAN JOURNAL OF FOOD SCIENCE,419,0.500,0.000530
International Journal of Antennas and Propagation,40,0.500,0.000380
ACTA ICHTHYOLOGICA ET PISCATORIA,151,0.490,0.000310
Revista Espanola de Documentacion Cientifica,80,0.489,0.000150
Acta Herpetologica,70,0.488,0.000310
ASIAN-AUSTRALASIAN JOURNAL OF ANIMAL SCIENCES,"1,365",0.487,0.002580
CHEMICAL AND BIOCHEMICAL ENGINEERING QUARTERLY,304,0.483,0.000740
South African Journal of Psychiatry,21,0.481,0.000050
South African Journal of Psychiatry,21,0.481,0.000050
MOUNTAIN RESEARCH AND DEVELOPMENT,806,0.476,0.001160
ACTA ZOOLOGICA ACADEMIAE SCIENTIARUM HUNGARICAE,327,0.474,0.000430
KAOHSIUNG JOURNAL OF MEDICAL SCIENCES,551,0.474,0.001420
Proceedings of the Estonian Academy of Sciences,372,0.464,0.000790
BULLETIN OF THE GEOLOGICAL SOCIETY OF FINLAND,144,0.462,0.000300
POLISH JOURNAL OF PATHOLOGY,162,0.456,0.000340
Comunicar,117,0.455,0.000070
Revista da Escola de Enfermagem da USP,435,0.455,0.000440
Revista da Escola de Enfermagem da USP,435,0.455,0.000440
BIOTECHNOLOGIE AGRONOMIE SOCIETE ET ENVIRONNEMENT,187,0.454,0.000470
JOURNAL OF INFRARED AND MILLIMETER WAVES,322,0.452,0.000490
Acta Reumatologica Portuguesa,113,0.451,0.000380
Central European Journal of Immunology,99,0.451,0.000140
Revista Brasileira de Medicina do Esporte,319,0.445,0.000410
Biomedica,383,0.442,0.000920
Revista Brasileira de Fruticultura,"1,025",0.440,0.001570
Ciencia & Saude Coletiva,"1,076",0.438,0.001970
Materials Research-Ibero-american Journal of Materials,538,0.436,0.001500
Polimeros-Ciencia e Tecnologia,225,0.436,0.000450
Latin American Journal of Aquatic Research,32,0.435,0.000110
REVISTA DE BIOLOGIA TROPICAL,"1,317",0.435,0.001730
Revista de Psicologia del Deporte,175,0.422,0.000120
Journal of Exercise Science & Fitness,43,0.421,0.000160
Annals of Indian Academy of Neurology,73,0.415,0.000320
Bosnian Journal of Basic Medical Sciences,114,0.415,0.000330
CZECH JOURNAL OF FOOD SCIENCES,315,0.413,0.000750
MODELING IDENTIFICATION AND CONTROL,158,0.407,0.000400
SCIENCE OF SINTERING,117,0.403,0.000260
Measurement Science Review,112,0.400,0.000410
ARQUIVOS BRASILEIROS DE OFTALMOLOGIA,544,0.397,0.001270
BRAZILIAN ARCHIVES OF BIOLOGY AND TECHNOLOGY,980,0.397,0.002420
Revista de Nutricao-Brazilian Journal of Nutrition,539,0.395,0.000730
JOURNAL OF APPLIED BOTANY AND FOOD QUALITY-ANGEWANDTE BOTANIK,109,0.391,0.000440
Electronic Journal of Qualitative Theory of Differential Equations,132,0.387,0.000630
Chilean Journal of Agricultural Research,53,0.385,0.000130
Acta Clinica Croatica,104,0.384,0.000220
Afrika Spectrum,41,0.381,0.000300
Revista Internacional de Medicina y Ciencias de la Actividad Fisica y del Deporte,40,0.380,0.000030
SOUTHERN AFRICAN JOURNAL OF HIV MEDICINE,39,0.378,0.000300
Zoologia,52,0.373,0.000250
Acta Botanica Brasilica,753,0.368,0.001450
Ginekologia Polska,431,0.367,0.000480
Archives of Biological Sciences,189,0.356,0.000350
Revista Portuguesa de Pneumologia,108,0.355,0.000240
CyTA-Journal of Food,14,0.345,0.000030
ANNALI DELL ISTITUTO SUPERIORE DI SANITA,335,0.343,0.000790
CIENCIA RURAL,"1,578",0.343,0.003860
Bangladesh Journal of Plant Taxonomy,71,0.341,0.000050
EURASIP Journal on Audio Speech and Music Processing,44,0.341,0.000300
ANAIS BRASILEIROS DE DERMATOLOGIA,366,0.337,0.000250
JOURNAL OF THE SOUTH AFRICAN VETERINARY ASSOCIATION-TYDSKRIF VAN DIE SUID-AFRIKAANSE VETERINERE VERENIGING,641,0.337,0.000340
ANNALS OF GEOPHYSICS,559,0.336,0.002810
IRISH VETERINARY JOURNAL,227,0.333,0.000540
Journal of Cytology,49,0.333,0.000090
Polish Journal of Chemical Technology,105,0.333,0.000290
International Journal of Advanced Robotic Systems,159,0.326,0.000550
Computer Science and Information Systems,35,0.324,0.000150
Journal of Human Kinetics,46,0.321,0.000070
Amfiteatru Economic,79,0.320,0.000040
Horticultura Brasileira,874,0.320,0.000990
Salud Colectiva,36,0.316,0.000090
Brazilian Journal of Poultry Science,143,0.312,0.000440
Materiali in Tehnologije,64,0.312,0.000230
CALDASIA,164,0.310,0.000140
Acta Orthopaedica et Traumatologica Turcica,265,0.309,0.000680
HYSTRIX-Italian Journal of Mammalogy,112,0.308,0.000150
Knowledge and Management of Aquatic Ecosystems,14,0.304,0.000050
JOURNAL OF VENOMOUS ANIMALS AND TOXINS INCLUDING TROPICAL DISEASES,244,0.302,0.000420
ONDERSTEPOORT JOURNAL OF VETERINARY RESEARCH,907,0.302,0.000480
Chinese Journal of Aeronautics,145,0.301,0.000470
CERAMICS-SILIKATY,160,0.297,0.000490
IHERINGIA SERIE ZOOLOGIA,192,0.292,0.000800
Laeknabladid,102,0.292,0.000260
PSYCHOLOGICA BELGICA,140,0.290,0.000220
Journal of Dental Sciences,33,0.286,0.000110
