Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score
HUMAN MUTATION,"8,765",6.887,0.038240
Autophagy,"3,197",6.829,0.024450
EMERGING INFECTIOUS DISEASES,"18,017",6.794,0.077910
CLINICAL CANCER RESEARCH,"52,244",6.747,0.223280
PROGRESS IN NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY,"1,772",6.742,0.005160
DIABETES CARE,"43,007",6.718,0.121090
GASTROINTESTINAL ENDOSCOPY,"17,856",6.713,0.043650
ONCOLOGIST,"5,337",6.701,0.022560
Nature Clinical Practice Endocrinology & Metabolism,"1,125",6.688,0.008120
DRUG DISCOVERY TODAY,"6,723",6.630,0.027130
GENOME BIOLOGY,"12,688",6.626,0.079790
BIOLOGICAL REVIEWS,"4,449",6.625,0.011710
HYPERTENSION,"28,849",6.614,0.078080
PERSONALITY AND SOCIAL PSYCHOLOGY REVIEW,"2,128",6.594,0.010250
TRENDS IN ENDOCRINOLOGY AND METABOLISM,"4,220",6.562,0.014990
DIABETOLOGIA,"21,339",6.551,0.061110
TRAC-TRENDS IN ANALYTICAL CHEMISTRY,"5,401",6.546,0.016100
AMERICAN PSYCHOLOGIST,"14,416",6.537,0.018030
CHEMISTRY & BIOLOGY,"8,863",6.523,0.034530
JOURNAL OF COSMOLOGY AND ASTROPARTICLE PHYSICS,"8,871",6.502,0.055740
MOLECULAR ASPECTS OF MEDICINE,"1,674",6.492,0.007470
CYTOKINE & GROWTH FACTOR REVIEWS,"3,990",6.489,0.019760
ACADEMY OF MANAGEMENT JOURNAL,"15,082",6.483,0.028900
JOURNAL OF PATHOLOGY,"12,210",6.466,0.035170
AMERICAN JOURNAL OF TRANSPLANTATION,"12,638",6.433,0.064940
JOURNAL OF NUCLEAR MEDICINE,"19,201",6.424,0.045840
Haematologica-The Hematology Journal,"8,299",6.416,0.038500
FASEB JOURNAL,"35,849",6.401,0.112940
ACTA NEUROPATHOLOGICA,"8,563",6.397,0.018960
ISME Journal,"1,270",6.397,0.009280
ALLERGY,"10,370",6.380,0.027960
CRITICAL CARE MEDICINE,"28,896",6.373,0.082620
AUTOIMMUNITY REVIEWS,"2,970",6.368,0.012710
Nature Clinical Practice Neurology,"1,105",6.362,0.008710
CHEST,"41,623",6.360,0.107160
STUDIES IN MYCOLOGY,"1,107",6.349,0.004020
SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY,"3,824",6.342,0.023680
RADIOLOGY,"46,643",6.341,0.087600
Nature Protocols,"6,411",6.335,0.059060
MONOGRAPHS OF THE SOCIETY FOR RESEARCH IN CHILD DEVELOPMENT,"1,554",6.333,0.001990
MRS BULLETIN,"4,747",6.330,0.021990
ARCHIVES OF NEUROLOGY,"20,691",6.312,0.049550
AMERICAN JOURNAL OF CLINICAL NUTRITION,"46,005",6.307,0.093680
LAB ON A CHIP,"8,339",6.306,0.036380
CLINICAL CHEMISTRY,"24,297",6.263,0.052050
HUMAN BRAIN MAPPING,"8,443",6.256,0.028460
TRAFFIC,"5,857",6.255,0.041840
REVIEWS OF PHYSIOLOGY BIOCHEMISTRY AND PHARMACOLOGY,999,6.250,0.002490
MOLECULAR THERAPY,"9,418",6.239,0.046910
PLANT PHYSIOLOGY,"52,576",6.235,0.123210
Advances in Parasitology,"1,316",6.231,0.003270
JOURNAL OF CLINICAL ENDOCRINOLOGY & METABOLISM,"65,847",6.202,0.150030
KIDNEY INTERNATIONAL,"36,441",6.193,0.091560
ENVIRONMENTAL HEALTH PERSPECTIVES,"21,856",6.191,0.064460
HUMAN-COMPUTER INTERACTION,"1,601",6.190,0.003380
Small,"7,450",6.171,0.047510
JOURNAL OF CELL SCIENCE,"36,789",6.144,0.163400
CURRENT OPINION IN LIPIDOLOGY,"3,404",6.133,0.011750
BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY,"9,074",6.123,0.028270
CELLULAR AND MOLECULAR LIFE SCIENCES,"13,428",6.090,0.066480
INTERNATIONAL REVIEW OF CYTOLOGY-A SURVEY OF CELL BIOLOGY,"3,528",6.088,0.009270
ADVANCES IN EXPERIMENTAL SOCIAL PSYCHOLOGY,"2,925",6.083,0.004110
FREE RADICAL BIOLOGY AND MEDICINE,"26,148",6.081,0.059010
NEUROSCIENTIST,"2,497",6.079,0.013510
JOURNAL OF THROMBOSIS AND HAEMOSTASIS,"9,876",6.069,0.058080
MOLECULAR AND CELLULAR BIOLOGY,"70,185",6.057,0.290320
JOURNAL OF BONE AND MINERAL RESEARCH,"19,632",6.043,0.050750
NEW PHYTOLOGIST,"20,398",6.033,0.060390
JOURNAL OF HIGH ENERGY PHYSICS,"37,887",6.019,0.158150
AMERICAN JOURNAL OF GASTROENTEROLOGY,"26,199",6.012,0.063300
Cancer Prevention Research,549,6.000,0.002630
Nanomedicine,931,5.982,0.005270
MOLECULAR BIOLOGY OF THE CELL,"28,605",5.979,0.161350
BASIC RESEARCH IN CARDIOLOGY,"2,379",5.973,0.007130
SLEEP MEDICINE REVIEWS,"1,961",5.967,0.007130
MOLECULAR ECOLOGY,"22,557",5.960,0.076950
JOURNAL OF CONTROLLED RELEASE,"20,423",5.949,0.052110
JOURNAL OF INTERNAL MEDICINE,"7,470",5.942,0.026250
NEUROBIOLOGY OF AGING,"10,728",5.937,0.036130
GLOBAL ECOLOGY AND BIOGEOGRAPHY,"3,191",5.913,0.014740
STRUCTURE,"10,927",5.904,0.054780
BRAIN PATHOLOGY,"3,260",5.903,0.009360
Nature Clinical Practice Cardiovascular Medicine,"1,484",5.902,0.010830
PROGRESS IN HISTOCHEMISTRY AND CYTOCHEMISTRY,240,5.900,0.000780
HEART FAILURE REVIEWS,"1,076",5.865,0.005040
JOURNAL OF INFECTIOUS DISEASES,"38,500",5.865,0.113600
AGE,699,5.839,0.002880
GREEN CHEMISTRY,"7,435",5.836,0.023260
Orphanet Journal of Rare Diseases,684,5.825,0.004300
Laser & Photonics Reviews,328,5.814,0.002810
CARDIOVASCULAR RESEARCH,"17,024",5.801,0.057370
BRITISH JOURNAL OF PSYCHIATRY,"19,155",5.777,0.037000
BRITISH JOURNAL OF PSYCHIATRY,"19,155",5.777,0.037000
PLoS Computational Biology,"4,674",5.759,0.043530
CURRENT TOPICS IN DEVELOPMENTAL BIOLOGY,"1,777",5.753,0.012150
JOURNAL OF MEDICAL GENETICS,"10,710",5.751,0.038870
ADVANCES IN MICROBIAL PHYSIOLOGY,845,5.750,0.001510
NEUROSIGNALS,557,5.750,0.002940
Nanotoxicology,258,5.744,0.001320
NEUROIMAGE,"40,455",5.739,0.163300
CELLULAR MICROBIOLOGY,"6,620",5.725,0.040470
ADVANCES IN COLLOID AND INTERFACE SCIENCE,"5,220",5.675,0.011530
AMERICAN JOURNAL OF PATHOLOGY,"35,130",5.673,0.082630
Cochrane Database of Systematic Reviews,"23,102",5.653,0.105220
ANNALS OF ONCOLOGY,"16,964",5.647,0.063150
QUARTERLY JOURNAL OF ECONOMICS,"13,985",5.647,0.049860
JOURNAL OF IMMUNOLOGY,"124,712",5.646,0.426120
Clinical Gastroenterology and Hepatology,"5,503",5.642,0.033100
BMC BIOLOGY,"1,152",5.636,0.010010
AGEING RESEARCH REVIEWS,"1,170",5.622,0.005020
Polymer Reviews,422,5.612,0.002720
AMERICAN JOURNAL OF EPIDEMIOLOGY,"30,208",5.589,0.073590
WORLD JOURNAL OF BIOLOGICAL PSYCHIATRY,782,5.564,0.002800
GLOBAL CHANGE BIOLOGY,"10,842",5.561,0.052970
RNA Biology,491,5.559,0.005060
ENDOSCOPY,"7,323",5.545,0.022330
JOURNAL OF INVESTIGATIVE DERMATOLOGY,"20,245",5.543,0.051270
Nature Clinical Practice Rheumatology,"1,168",5.533,0.008650
EUROPEAN RESPIRATORY JOURNAL,"21,199",5.527,0.060940
ADVANCES IN VIRUS RESEARCH,"1,328",5.522,0.003450
EPIDEMIOLOGY,"7,426",5.511,0.024530
CHEMICAL COMMUNICATIONS,"84,236",5.504,0.225470
BIPOLAR DISORDERS,"3,717",5.502,0.016020
LASER PHYSICS LETTERS,"2,423",5.502,0.005820
ADVANCES IN APPLIED MECHANICS,966,5.500,0.000480
OPHTHALMOLOGY,"22,568",5.491,0.054550
CURRENT OPINION IN COLLOID & INTERFACE SCIENCE,"3,575",5.488,0.010090
Seminars in Immunopathology,407,5.479,0.003100
JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM,"11,951",5.457,0.030250
EXPERIMENTAL ASTRONOMY,321,5.444,0.001370
Nanomedicine-Nanotechnology Biology and Medicine,741,5.440,0.003710
DRUG METABOLISM REVIEWS,"2,058",5.439,0.005400
CURRENT OPINION IN NEUROLOGY,"3,865",5.430,0.016280
BIOSENSORS & BIOELECTRONICS,"14,196",5.429,0.043690
EVOLUTION,"27,799",5.429,0.063770
ORGANIC LETTERS,"54,155",5.420,0.206590
CANCER,"60,723",5.418,0.072210
MOLECULAR PHARMACEUTICS,"2,117",5.408,0.011320
SLEEP,"11,511",5.402,0.030720
NEUROREHABILITATION AND NEURAL REPAIR,"1,460",5.398,0.004860
HEART,"11,674",5.385,0.044190
CHEMISTRY-A EUROPEAN JOURNAL,"38,981",5.382,0.144700
JOURNAL OF COGNITIVE NEUROSCIENCE,"11,863",5.382,0.045160
JOURNAL OF COGNITIVE NEUROSCIENCE,"11,863",5.382,0.045160
Neurotherapeutics,826,5.381,0.005300
COMPUTATIONAL INTELLIGENCE,"1,223",5.378,0.002270
EUROPEAN CELLS & MATERIALS,727,5.378,0.002900
PAIN,"25,665",5.371,0.055130
CHEMISTRY OF MATERIALS,"57,387",5.368,0.177580
PSYCHOTHERAPY AND PSYCHOSOMATICS,"2,305",5.368,0.005670
PSYCHOTHERAPY AND PSYCHOSOMATICS,"2,305",5.368,0.005670
REVIEWS IN ENDOCRINE & METABOLIC DISORDERS,969,5.365,0.004880
MOLECULAR MICROBIOLOGY,"34,568",5.361,0.125930
ANESTHESIOLOGY,"21,357",5.354,0.040310
JOURNAL OF CONSUMER PSYCHOLOGY,"1,666",5.352,0.005030
JOURNAL OF BIOLOGICAL CHEMISTRY,"406,606",5.328,1.093850
BREAST CANCER RESEARCH,"4,644",5.326,0.024440
BULLETIN OF THE WORLD HEALTH ORGANIZATION,"8,463",5.302,0.021770
CANCER TREATMENT REVIEWS,"2,546",5.295,0.009840
JOURNAL OF CATALYSIS,"31,744",5.288,0.055840
INTERNATIONAL JOURNAL OF NONLINEAR SCIENCES AND NUMERICAL SIMULATION,"1,629",5.276,0.007430
