Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score
ANNUAL REVIEW OF PHYSIOLOGY,"7,039",19.740,0.025260
ENDOCRINE REVIEWS,"12,548",18.562,0.031230
PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS,"17,347",18.522,0.057700
PROGRESS IN MATERIALS SCIENCE,"3,425",18.132,0.012830
NATURE CELL BIOLOGY,"22,676",17.774,0.169860
ANNALS OF INTERNAL MEDICINE,"44,785",17.457,0.126040
CHEMICAL SOCIETY REVIEWS,"12,305",17.419,0.054030
JOURNAL OF CLINICAL ONCOLOGY,"97,639",17.157,0.347540
ANNUAL REVIEW OF BIOPHYSICS AND BIOMOLECULAR STRUCTURE,"4,500",17.049,0.020120
MICROBIOLOGY AND MOLECULAR BIOLOGY REVIEWS,"7,106",16.950,0.028240
Cell Stem Cell,"1,232",16.826,0.012540
Nature Physics,"5,265",16.821,0.074680
PROGRESS IN POLYMER SCIENCE,"7,413",16.819,0.027910
ALDRICHIMICA ACTA,849,16.733,0.003700
BULLETIN OF THE AMERICAN MUSEUM OF NATURAL HISTORY,"2,003",16.692,0.002870
JOURNAL OF CLINICAL INVESTIGATION,"87,012",16.559,0.287200
CLINICAL MICROBIOLOGY REVIEWS,"9,307",16.409,0.025900
ANNUAL REVIEW OF PSYCHOLOGY,"6,715",16.217,0.022770
ANNUAL REVIEW OF PSYCHOLOGY,"6,715",16.217,0.022770
Cell Metabolism,"4,463",16.107,0.048040
ADVANCES IN PHYSICS,"3,980",15.826,0.010470
JOURNAL OF EXPERIMENTAL MEDICINE,"67,322",15.463,0.272080
JOURNAL OF THE NATIONAL CANCER INSTITUTE,"35,371",14.933,0.099200
ANNUAL REVIEW OF PHYSICAL CHEMISTRY,"5,228",14.688,0.016620
Nature Chemical Biology,"3,401",14.612,0.034090
CIRCULATION,"143,852",14.595,0.482600
NATURE REVIEWS MICROBIOLOGY,"6,095",14.310,0.058960
ARCHIVES OF GENERAL PSYCHIATRY,"33,954",14.273,0.089160
ARCHIVES OF GENERAL PSYCHIATRY,"33,954",14.273,0.089160
LANCET NEUROLOGY,"6,346",14.270,0.041770
NEURON,"53,310",14.170,0.287020
NATURE NEUROSCIENCE,"29,226",14.164,0.196660
TRENDS IN BIOCHEMICAL SCIENCES,"14,833",14.101,0.067300
ASTROPHYSICAL JOURNAL SUPPLEMENT SERIES,"18,111",13.990,0.111660
NATURE METHODS,"5,956",13.651,0.061500
GENES & DEVELOPMENT,"51,077",13.623,0.278060
TRENDS IN CELL BIOLOGY,"9,681",13.385,0.068420
LANCET ONCOLOGY,"6,586",13.283,0.035100
LANCET INFECTIOUS DISEASES,"5,170",13.165,0.031980
Materials Today,"2,174",12.929,0.018560
MOLECULAR CELL,"33,963",12.903,0.285020
DEVELOPMENTAL CELL,"12,421",12.882,0.139840
BRITISH MEDICAL JOURNAL,"68,464",12.827,0.159450
BEHAVIORAL AND BRAIN SCIENCES,"5,274",12.818,0.011730
BEHAVIORAL AND BRAIN SCIENCES,"5,274",12.818,0.011730
TRENDS IN NEUROSCIENCES,"16,147",12.817,0.063250
SURFACE SCIENCE REPORTS,"3,142",12.808,0.011260
ANNUAL REVIEW OF GENETICS,"5,010",12.780,0.026120
PLOS BIOLOGY,"12,186",12.683,0.154650
MATERIALS SCIENCE & ENGINEERING R-REPORTS,"3,435",12.619,0.011070
GASTROENTEROLOGY,"54,263",12.591,0.155170
PSYCHOLOGICAL BULLETIN,"22,965",12.568,0.034530
PSYCHOLOGICAL BULLETIN,"22,965",12.568,0.034530
CURRENT OPINION IN CELL BIOLOGY,"12,753",12.543,0.080280
MOLECULAR PSYCHIATRY,"9,464",12.537,0.046120
Molecular Systems Biology,"1,741",12.243,0.019510
QUARTERLY REVIEWS OF BIOPHYSICS,"2,047",12.188,0.006960
PLOS MEDICINE,"6,075",12.185,0.057420
ACCOUNTS OF CHEMICAL RESEARCH,"26,252",12.176,0.072750
EPIDEMIOLOGIC REVIEWS,"2,061",12.130,0.004540
REPORTS ON PROGRESS IN PHYSICS,"7,491",12.090,0.032870
ANNUAL REVIEW OF GENOMICS AND HUMAN GENETICS,"1,415",12.029,0.011160
ANNUAL REVIEW OF ENTOMOLOGY,"6,376",11.918,0.011870
TRENDS IN ECOLOGY & EVOLUTION,"16,830",11.904,0.064690
PSYCHOLOGICAL REVIEW,"17,810",11.765,0.026460
PSYCHOLOGICAL REVIEW,"17,810",11.765,0.026460
IMMUNOLOGICAL REVIEWS,"10,029",11.761,0.063070
MASS SPECTROMETRY REVIEWS,"2,644",11.507,0.012210
JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,"60,121",11.438,0.227420
HEPATOLOGY,"41,145",11.355,0.118570
PROGRESS IN LIPID RESEARCH,"2,741",11.237,0.010480
NATURE STRUCTURAL & MOLECULAR BIOLOGY,"17,436",10.987,0.117420
ANNUAL REVIEW OF MEDICINE,"4,057",10.985,0.013430
TRENDS IN COGNITIVE SCIENCES,"9,143",10.981,0.053230
TRENDS IN COGNITIVE SCIENCES,"9,143",10.981,0.053230
ANNUAL REVIEW OF MICROBIOLOGY,"6,508",10.902,0.019560
ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,"139,534",10.879,0.513860
ANNUAL REVIEW OF BIOMEDICAL ENGINEERING,"2,122",10.789,0.009510
CURRENT BIOLOGY,"33,409",10.777,0.252790
COORDINATION CHEMISTRY REVIEWS,"19,069",10.566,0.057030
AMERICAN JOURNAL OF PSYCHIATRY,"41,537",10.545,0.109240
AMERICAN JOURNAL OF PSYCHIATRY,"41,537",10.545,0.109240
CURRENT OPINION IN IMMUNOLOGY,"7,852",10.455,0.042930
BLOOD,"122,032",10.432,0.462530
NANO LETTERS,"37,089",10.371,0.252900
BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER,"2,100",10.283,0.009840
ANNUAL REVIEW OF PHYTOPATHOLOGY,"4,191",10.237,0.009530
GENOME RESEARCH,"18,721",10.176,0.125340
ANNUAL REVIEW OF ECOLOGY EVOLUTION AND SYSTEMATICS,"10,653",10.161,0.024160
AMERICAN JOURNAL OF HUMAN GENETICS,"32,980",10.153,0.134890
CIRCULATION RESEARCH,"39,873",9.989,0.147960
ANNALS OF NEUROLOGY,"28,710",9.935,0.079960
ACM COMPUTING SURVEYS,"3,273",9.920,0.006480
TRENDS IN IMMUNOLOGY,"6,542",9.910,0.046720
ANNUAL REVIEW OF NUCLEAR AND PARTICLE SCIENCE,"1,709",9.893,0.007950
AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,"43,595",9.792,0.118600
JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY,"29,564",9.773,0.095460
GUT,"28,372",9.766,0.073820
CURRENT OPINION IN GENETICS & DEVELOPMENT,"7,252",9.677,0.045000
TRENDS IN MOLECULAR MEDICINE,"4,280",9.621,0.028010
BRAIN,"31,310",9.603,0.098640
PHARMACOLOGY & THERAPEUTICS,"8,536",9.443,0.031240
DRUG RESISTANCE UPDATES,"1,406",9.412,0.005880
ECOLOGY LETTERS,"8,562",9.392,0.065700
PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,"416,018",9.380,1.698170
TRENDS IN PHARMACOLOGICAL SCIENCES,"9,642",9.340,0.033910
ANNUAL REVIEW OF FLUID MECHANICS,"5,239",9.314,0.014810
PLANT CELL,"28,874",9.296,0.121570
TRENDS IN PLANT SCIENCE,"8,403",9.210,0.036440
PROGRESS IN NEUROBIOLOGY,"8,746",9.130,0.024920
PLoS Pathogens,"3,321",9.125,0.030030
JOURNAL OF CELL BIOLOGY,"68,535",9.120,0.247790
SEMINARS IN IMMUNOLOGY,"2,780",9.114,0.017750
Nature Clinical Practice Oncology,"1,437",9.113,0.011150
ARCHIVES OF INTERNAL MEDICINE,"35,176",9.110,0.113720
CURRENT OPINION IN STRUCTURAL BIOLOGY,"8,844",9.060,0.050690
EUROPEAN HEART JOURNAL,"21,703",8.917,0.097520
MEDICINAL RESEARCH REVIEWS,"2,426",8.907,0.007070
PLoS Genetics,"4,900",8.883,0.060830
MOLECULAR & CELLULAR PROTEOMICS,"7,937",8.834,0.049180
Nano Today,376,8.795,0.002830
BIOLOGICAL REVIEWS,"4,056",8.755,0.012030
FRONTIERS IN NEUROENDOCRINOLOGY,"1,817",8.692,0.004330
CURRENT OPINION IN PLANT BIOLOGY,"6,374",8.688,0.038240
BIOLOGICAL PSYCHIATRY,"29,333",8.672,0.113890
TRENDS IN GENETICS,"10,164",8.659,0.053750
LEUKEMIA,"14,345",8.634,0.059440
ADVANCES IN IMMUNOLOGY,"2,245",8.625,0.009450
PERSONALITY AND SOCIAL PSYCHOLOGY REVIEW,"1,782",8.500,0.010430
INTERNATIONAL JOURNAL OF NONLINEAR SCIENCES AND NUMERICAL SIMULATION,"1,978",8.479,0.011870
ANNALS OF SURGERY,"31,649",8.460,0.067290
DIABETES,"43,101",8.398,0.148300
ADVANCES IN EXPERIMENTAL SOCIAL PSYCHOLOGY,"2,550",8.308,0.004830
CRITICAL REVIEWS IN BIOCHEMISTRY AND MOLECULAR BIOLOGY,"2,181",8.306,0.009190
EMBO JOURNAL,"73,804",8.295,0.283980
ADVANCED DRUG DELIVERY REVIEWS,"12,455",8.287,0.031700
SEMINARS IN CANCER BIOLOGY,"3,506",8.284,0.016760
MOLECULAR INTERVENTIONS,"1,048",8.273,0.005980
CLINICAL INFECTIOUS DISEASES,"37,895",8.266,0.137180
ADVANCES IN MICROBIAL PHYSIOLOGY,904,8.250,0.002240
ANNUAL REVIEW OF NUTRITION,"3,638",8.205,0.010400
ADVANCED MATERIALS,"49,008",8.191,0.213530
CURRENT OPINION IN NEUROBIOLOGY,"9,413",8.102,0.054070
JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,"318,252",8.091,0.951760
PROGRESS IN ENERGY AND COMBUSTION SCIENCE,"2,265",8.000,0.005970
FEMS MICROBIOLOGY REVIEWS,"5,238",7.963,0.017960
ANNUAL REVIEW OF MATERIALS RESEARCH,"3,747",7.947,0.011320
JOURNAL OF AUTOIMMUNITY,"3,322",7.881,0.009710
CURRENT OPINION IN CHEMICAL BIOLOGY,"6,346",7.854,0.030360
SYSTEMATIC BIOLOGY,"7,636",7.833,0.031040
CURRENT TOPICS IN DEVELOPMENTAL BIOLOGY,"1,556",7.827,0.010760
BLOOD REVIEWS,"1,355",7.816,0.006030
NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,"7,960",7.804,0.024880
AGING CELL,"2,083",7.791,0.016720
STEM CELLS,"10,459",7.741,0.060360
HUMAN REPRODUCTION UPDATE,"3,784",7.590,0.011690
CLINICAL PHARMACOLOGY & THERAPEUTICS,"12,184",7.586,0.027630
CELL DEATH AND DIFFERENTIATION,"10,309",7.548,0.062840
Annual Review of Pathology-Mechanisms of Disease,341,7.529,0.002760
CANCER RESEARCH,"125,341",7.514,0.434460
JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY,"26,176",7.505,0.103570
ASTRONOMY AND ASTROPHYSICS REVIEW,466,7.500,0.001900
CURRENT OPINION IN BIOTECHNOLOGY,"6,378",7.485,0.026020
CURRENT OPINION IN MICROBIOLOGY,"5,318",7.483,0.033260
CANADIAN MEDICAL ASSOCIATION JOURNAL,"9,606",7.464,0.028340
JOURNAL OF NEUROSCIENCE,"120,933",7.452,0.521790
NATURAL PRODUCT REPORTS,"3,690",7.450,0.013170
Cell Host & Microbe,618,7.436,0.004850
CRITICAL REVIEWS IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY,"1,081",7.409,0.002570
HYPERTENSION,"28,464",7.368,0.083860
GASTROINTESTINAL ENDOSCOPY,"18,023",7.367,0.040910
DIABETES CARE,"40,826",7.349,0.137370
MOLECULAR ASPECTS OF MEDICINE,"1,513",7.320,0.007180
MOLECULAR BIOLOGY AND EVOLUTION,"20,661",7.280,0.081410
HUMAN MOLECULAR GENETICS,"27,279",7.249,0.134880
ONCOGENE,"56,007",7.216,0.259470
CRITICAL REVIEWS IN TOXICOLOGY,"2,328",7.204,0.005020
ANNALS OF THE RHEUMATIC DISEASES,"17,807",7.188,0.057150
PHYSICAL REVIEW LETTERS,"310,717",7.180,1.281600
PHYSIOLOGY,"1,296",7.159,0.011960
REVIEWS IN MEDICAL VIROLOGY,"1,209",7.130,0.005690
TRENDS IN ENDOCRINOLOGY AND METABOLISM,"4,039",7.119,0.018130
REVIEWS OF GEOPHYSICS,"4,836",7.114,0.010790
AMERICAN PSYCHOLOGIST,"12,649",7.106,0.020930
EMBO REPORTS,"7,823",7.099,0.064320
THORAX,"15,136",7.069,0.042880
VLDB JOURNAL,"2,024",7.067,0.004550
JOURNAL OF HEPATOLOGY,"16,961",7.056,0.051270
FASEB JOURNAL,"34,300",7.049,0.129980
NEUROLOGY,"69,140",7.043,0.177750
HUMAN MUTATION,"7,836",7.033,0.038710
CYTOKINE & GROWTH FACTOR REVIEWS,"3,668",7.022,0.021080
Nature Clinical Practice Neurology,746,6.979,0.005700
INTERNATIONAL REVIEWS IN PHYSICAL CHEMISTRY,"1,301",6.892,0.006730
NUCLEIC ACIDS RESEARCH,"86,787",6.878,0.371090
ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,"28,132",6.858,0.115150
NEUROPSYCHOPHARMACOLOGY,"14,491",6.835,0.059700
DEVELOPMENT,"46,547",6.812,0.210700
ADVANCED FUNCTIONAL MATERIALS,"12,257",6.808,0.080450
ADVANCES IN POLYMER SCIENCE,"3,725",6.802,0.011840
ARTHRITIS AND RHEUMATISM,"44,251",6.787,0.127900
CANCER AND METASTASIS REVIEWS,"2,825",6.766,0.010920
CLINICAL PSYCHOLOGY REVIEW,"4,495",6.763,0.014750
AMERICAN JOURNAL OF CLINICAL NUTRITION,"38,998",6.740,0.094860
Nature Clinical Practice Endocrinology & Metabolism,907,6.702,0.006520
QUARTERLY REVIEW OF BIOLOGY,"2,725",6.688,0.003810
JOURNAL OF NUCLEAR MEDICINE,"19,391",6.662,0.045850
BIOMATERIALS,"39,782",6.646,0.131410
ONCOLOGIST,"4,676",6.630,0.020220
CURRENT OPINION IN LIPIDOLOGY,"3,176",6.629,0.013890
TRENDS IN BIOTECHNOLOGY,"6,997",6.624,0.023930
DRUG DISCOVERY TODAY,"5,570",6.618,0.026760
CRITICAL CARE MEDICINE,"27,681",6.594,0.082890
SCHIZOPHRENIA BULLETIN,"6,686",6.592,0.017940
SCHIZOPHRENIA BULLETIN,"6,686",6.592,0.017940
AMERICAN JOURNAL OF TRANSPLANTATION,"10,903",6.559,0.064310
ATHEROSCLEROSIS SUPPLEMENTS,798,6.559,0.003700
EARTH-SCIENCE REVIEWS,"3,415",6.558,0.014750
CURRENT OPINION IN PHARMACOLOGY,"3,331",6.528,0.020500
Small,"5,016",6.525,0.037000
EUROPEAN UROLOGY,"11,280",6.512,0.036630
STRUCTURE AND BONDING,"1,738",6.511,0.004550
STROKE,"41,755",6.499,0.111320
PLANT JOURNAL,"23,011",6.493,0.095790
CLINICAL CANCER RESEARCH,"46,744",6.488,0.215040
LAB ON A CHIP,"6,369",6.478,0.032580
EMERGING INFECTIOUS DISEASES,"15,259",6.449,0.076730
AMERICAN JOURNAL OF GASTROENTEROLOGY,"26,249",6.444,0.066770
JOURNAL OF BONE AND MINERAL RESEARCH,"19,819",6.443,0.060000
DIABETOLOGIA,"20,331",6.418,0.068770
KIDNEY INTERNATIONAL,"36,974",6.418,0.103170
JOURNAL OF COSMOLOGY AND ASTROPARTICLE PHYSICS,"5,985",6.389,0.044520
PROGRESS IN BIOPHYSICS & MOLECULAR BIOLOGY,"2,989",6.388,0.011300
ANNUAL REVIEW OF EARTH AND PLANETARY SCIENCES,"3,009",6.364,0.014430
ASTROPHYSICAL JOURNAL,"177,571",6.331,0.544720
JOURNAL OF CLINICAL ENDOCRINOLOGY & METABOLISM,"64,185",6.325,0.164440
PROGRESS IN RETINAL AND EYE RESEARCH,"2,374",6.306,0.008220
CRITICAL REVIEWS IN SOLID STATE AND MATERIALS SCIENCES,490,6.300,0.001740
JOURNAL OF THROMBOSIS AND HAEMOSTASIS,"9,050",6.291,0.060100
JOURNAL OF CELL SCIENCE,"34,562",6.247,0.179160
BRAIN RESEARCH REVIEWS,"7,202",6.236,0.021130
AGEING RESEARCH REVIEWS,"1,064",6.209,0.005490
CRITICAL REVIEWS IN PLANT SCIENCES,"1,664",6.206,0.004750
ALLERGY,"9,947",6.204,0.028890
ANTIOXIDANTS & REDOX SIGNALING,"5,339",6.190,0.030590
PROGRESS IN NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY,"1,600",6.162,0.005180
GENOME BIOLOGY,"9,875",6.153,0.079300
SLEEP MEDICINE REVIEWS,"1,608",6.143,0.007530
TRENDS IN MICROBIOLOGY,"6,135",6.138,0.027780
ACADEMY OF MANAGEMENT REVIEW,"11,613",6.125,0.019440
ENVIRONMENTAL HEALTH PERSPECTIVES,"19,757",6.123,0.065300
BIOTECHNOLOGY ADVANCES,"1,928",6.110,0.006580
PLANT PHYSIOLOGY,"49,108",6.110,0.129650
Nanomedicine,567,6.093,0.003550
ENDOSCOPY,"7,926",6.091,0.023440
ACADEMY OF MANAGEMENT JOURNAL,"12,285",6.079,0.024960
Clinical Gastroenterology and Hepatology,"4,579",6.068,0.029540
ANNUAL REVIEW OF PUBLIC HEALTH,"2,491",6.045,0.007800
ANNUAL REVIEW OF PUBLIC HEALTH,"2,491",6.045,0.007800
PAIN,"24,891",6.030,0.052180
JOURNAL OF IMMUNOLOGY,"123,910",6.000,0.475340
RADIOLOGY,"44,847",5.996,0.092140
Haematologica-The Hematology Journal,"7,459",5.978,0.033640
Nature Clinical Practice Cardiovascular Medicine,978,5.972,0.007580
MOLECULAR THERAPY,"8,301",5.970,0.042600
IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE,"24,674",5.960,0.049640
NEUROBIOLOGY OF AGING,"9,386",5.959,0.034390
CARDIOVASCULAR RESEARCH,"16,079",5.947,0.059270
MOLECULAR AND CELLULAR BIOLOGY,"69,445",5.942,0.322540
WHO TECHNICAL REPORT SERIES,"1,978",5.923,0.002490
MUTATION RESEARCH-REVIEWS IN MUTATION RESEARCH,"1,704",5.912,0.005270
CEREBRAL CORTEX,"13,154",5.907,0.067930
NEUROSCIENTIST,"2,200",5.896,0.013910
PLoS Computational Biology,"2,730",5.895,0.030630
GLOBAL CHANGE BIOLOGY,"9,162",5.876,0.056300
ARCHIVES OF NEUROLOGY,"19,362",5.874,0.048760
REVIEWS OF PHYSIOLOGY BIOCHEMISTRY AND PHARMACOLOGY,"1,005",5.867,0.004470
INTERNATIONAL JOURNAL OF EPIDEMIOLOGY,"11,086",5.838,0.036850
JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM,"11,392",5.741,0.031890
JOURNAL OF MEDICAL GENETICS,"10,667",5.713,0.048250
ANALYTICAL CHEMISTRY,"77,792",5.712,0.198500
TRAFFIC,"4,646",5.709,0.037930
AMERICAN JOURNAL OF PATHOLOGY,"34,497",5.697,0.097890
NEUROIMAGE,"32,622",5.694,0.155490
JOURNAL OF CONTROLLED RELEASE,"18,716",5.690,0.044260
BREAST CANCER RESEARCH AND TREATMENT,"9,299",5.684,0.034580
JOURNAL OF PROTEOME RESEARCH,"8,043",5.684,0.044160
JOURNAL OF INFECTIOUS DISEASES,"37,026",5.682,0.120260
Nature Clinical Practice Rheumatology,813,5.677,0.005480
CATALYSIS REVIEWS-SCIENCE AND ENGINEERING,"2,410",5.625,0.003260
DRUG METABOLISM REVIEWS,"2,055",5.622,0.005750
ADVANCED SYNTHESIS & CATALYSIS,"8,217",5.619,0.048100
CHEMISTRY & BIOLOGY,"7,423",5.603,0.033480
GLIA,"7,937",5.599,0.029230
CELLULAR MICROBIOLOGY,"5,393",5.598,0.034820
Nature Clinical Practice Nephrology,654,5.594,0.004990
CLINICAL CHEMISTRY,"23,068",5.579,0.053590
BRAIN PATHOLOGY,"3,075",5.576,0.010100
Obesity Reviews,"2,461",5.569,0.011040
MOLECULAR BIOLOGY OF THE CELL,"25,456",5.558,0.161880
PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,"15,838",5.556,0.056920
CURRENT OPINION IN NEUROLOGY,"3,666",5.550,0.017660
EUROPEAN RESPIRATORY JOURNAL,"20,335",5.545,0.061660
AAPS Journal,"1,064",5.529,0.005910
JOURNAL OF BIOLOGICAL CHEMISTRY,"407,492",5.520,1.329190
ADVANCES IN PARASITOLOGY,"1,153",5.514,0.003110
CELLULAR AND MOLECULAR LIFE SCIENCES,"11,354",5.511,0.062420
CURRENT OPINION IN COLLOID & INTERFACE SCIENCE,"3,017",5.493,0.011900
TRAC-TRENDS IN ANALYTICAL CHEMISTRY,"4,523",5.485,0.016080
DEVELOPMENT AND PSYCHOPATHOLOGY,"5,283",5.483,0.014150
Autophagy,"1,852",5.479,0.013480
ACS Nano,703,5.472,0.002140
IEEE TRANSACTIONS ON INDUSTRIAL ELECTRONICS,"9,014",5.468,0.012280
AIDS,"20,159",5.460,0.078340
AMERICAN JOURNAL OF EPIDEMIOLOGY,"28,967",5.454,0.077000
CHEMISTRY-A EUROPEAN JOURNAL,"31,230",5.454,0.145220
ANNALS OF MEDICINE,"3,222",5.435,0.011660
PHARMACOGENOMICS JOURNAL,"1,445",5.435,0.006870
PROGRESS IN SURFACE SCIENCE,"1,557",5.429,0.005800
JOURNAL OF INTERNAL MEDICINE,"7,198",5.412,0.026710
BASIC RESEARCH IN CARDIOLOGY,"2,266",5.407,0.006720
EPIDEMIOLOGY,"6,991",5.406,0.022190
FREE RADICAL BIOLOGY AND MEDICINE,"24,601",5.399,0.061470
STRUCTURE,"10,162",5.397,0.054200
HUMAN BRAIN MAPPING,"6,602",5.395,0.023860
Journal of Sexual Medicine,"2,803",5.393,0.005870
MOLECULAR ENDOCRINOLOGY,"14,086",5.389,0.051250
JOURNAL OF HIGH ENERGY PHYSICS,"32,281",5.375,0.149550
AUTOIMMUNITY REVIEWS,"2,114",5.371,0.010010
Molecular Cancer,"1,429",5.362,0.013750
JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY C-PHOTOCHEMISTRY REVIEWS,867,5.360,0.004120
INTERNATIONAL JOURNAL OF COMPUTER VISION,"8,660",5.358,0.023580
CHEMICAL COMMUNICATIONS,"73,913",5.340,0.238820
ADVANCES IN COLLOID AND INTERFACE SCIENCE,"4,491",5.333,0.012570
MOLECULAR ECOLOGY,"19,960",5.325,0.069260
BIOESSAYS,"8,462",5.316,0.040100
ACTA NEUROPATHOLOGICA,"7,726",5.310,0.018320
JOURNAL OF VIROLOGY,"86,021",5.308,0.250080
GLOBAL ECOLOGY AND BIOGEOGRAPHY,"2,692",5.304,0.014910
OPHTHALMOLOGY,"21,704",5.296,0.058570
MRS BULLETIN,"4,295",5.290,0.021060
INVESTIGATIVE RADIOLOGY,"4,682",5.289,0.014210
JOURNAL OF PHYSICS G-NUCLEAR AND PARTICLE PHYSICS,"6,139",5.270,0.041900
TOPICS IN CURRENT CHEMISTRY,"4,427",5.270,0.021050
CURRENT MOLECULAR MEDICINE,"2,159",5.254,0.013970
BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY,"8,599",5.252,0.028810
CELL TRANSPLANTATION,"2,703",5.251,0.008120
JOURNAL OF INVESTIGATIVE DERMATOLOGY,"19,395",5.251,0.052790
CANCER,"60,637",5.238,0.122630
ECOLOGICAL MONOGRAPHS,"7,241",5.238,0.014010
ENDOCRINE-RELATED CANCER,"3,080",5.236,0.015570
HIPPOCAMPUS,"5,311",5.230,0.022130
BEST PRACTICE & RESEARCH CLINICAL ENDOCRINOLOGY & METABOLISM,"1,450",5.225,0.005960
MOLECULAR MICROBIOLOGY,"31,290",5.213,0.134480
NEOPLASIA,"3,779",5.191,0.017310
MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY,"61,524",5.185,0.289830
MIS QUARTERLY,"5,684",5.183,0.011380
MIS QUARTERLY,"5,684",5.183,0.011380
Cochrane Database of Systematic Reviews,"19,444",5.182,0.100800
NEW PHYTOLOGIST,"16,551",5.178,0.056400
JOURNAL OF CATALYSIS,"29,519",5.167,0.066590
CHEST,"41,112",5.154,0.111640
CRITICAL REVIEWS IN CLINICAL LABORATORY SCIENCES,892,5.154,0.002820
ACS Chemical Biology,867,5.149,0.007130
BIOSENSORS & BIOELECTRONICS,"12,112",5.143,0.048660
JOURNAL OF NEUROPATHOLOGY AND EXPERIMENTAL NEUROLOGY,"7,797",5.140,0.022880
PSYCHOLOGICAL METHODS,"3,352",5.140,0.011920
JOURNAL OF HYPERTENSION,"13,582",5.132,0.039890
ORGANIC LETTERS,"46,502",5.128,0.225080
ANESTHESIOLOGY,"20,294",5.124,0.043660
JOURNAL OF PATHOLOGY,"11,845",5.121,0.038380
JOURNAL OF CELLULAR AND MOLECULAR MEDICINE,"2,432",5.114,0.013260
CHROMOSOMA,"3,383",5.111,0.011280
AGE,661,5.105,0.002450
AMERICAN JOURNAL OF MEDICINE,"23,727",5.105,0.048950
CURRENT TOPICS IN MICROBIOLOGY AND IMMUNOLOGY,"4,260",5.102,0.019940
JOURNAL OF ALZHEIMERS DISEASE,"1,845",5.101,0.008340
DNA REPAIR,"3,979",5.095,0.038120
SEMINARS IN NUCLEAR MEDICINE,"1,631",5.083,0.003810
BRITISH JOURNAL OF PSYCHIATRY,"18,503",5.077,0.036200
